name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	3	1	0.0
Buchnera aphidicola	9	species	619958	15	9	0.0
Cellulomonas gilvus	11	species	3526441	1	1	0.0
Shewanella	22	genus	0	2	0	0.0
Shewanella putrefaciens	24	species	4749735	1	0	0.0
Rubinisphaera brasiliensis	119	species	6006602	1	1	0.0
Planctopirus limnophila	120	species	5460085	2	0	0.0
Pirellula staleyi	125	species	6196199	3	1	0.0
Isosphaera pallida	128	species	5529304	1	1	0.0
Spirochaeta thermophila	154	species	2516433	1	0	0.0
Treponema	157	genus	0	1	0	0.0
Treponema succinifaciens	167	species	2897425	1	1	0.0
Leptospira biflexa	172	species	3953768	1	1	0.0
Azospirillum brasilense	192	species	13978806	4	3	0.0
Campylobacter lari	201	species	1576113	1	0	0.0
Helicobacter acinonychis	212	species	1557588	1	0	0.0
Helicobacter cinaedi	213	species	2170766	1	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	1	1	0.0
Paracoccus	265	genus	0	1	0	0.0
Thermus aquaticus	271	species	2338641	1	0	0.0
Xanthobacter autotrophicus	280	species	5625098	2	0	0.0
Pseudomonas	286	genus	0	11	0	0.0
Pseudomonas aeruginosa	287	species	22457305	1	1	0.0
Pseudoalteromonas atlantica	288	species	5187005	2	0	0.0
Burkholderia cepacia	292	species	13365495	12	10	0.0
Pseudomonas fluorescens	294	species	14826544	12	5	0.0
Pseudomonas fragi	296	species	5101809	1	0	0.0
Pseudomonas mendocina	300	species	5293211	4	2	0.0
Pseudomonas putida	303	species	6888188	24	8	2.30067e-06
Ralstonia solanacearum	305	species	11186335	1	0	0.0
Pseudomonas stutzeri	316	species	7755802	9	3	0.0
Pseudomonas syringae	317	species	6129101	3	0	0.0
Xanthomonas	338	genus	0	2	0	0.0
Xanthomonas translucens	343	species	4638247	1	0	0.0
Azotobacter vinelandii	354	species	5351632	1	0	0.0
Agrobacterium tumefaciens	358	species	9211775	1	0	0.0
Agrobacterium vitis	373	species	6320946	1	0	0.0
Sinorhizobium fredii	380	species	6891900	3	0	0.0
Sinorhizobium meliloti	382	species	6962835	5	0	3.14975e-85
Acetobacter	434	genus	0	1	0	0.0
Acetobacter pasteurianus	438	species	3216979	1	1	0.0
Legionella pneumophila	446	species	15688009	1	1	0.0
Moraxellaceae	468	family	0	2	0	0.0
Acinetobacter baumannii	470	species	11595472	3	2	0.0
Moraxella	475	genus	0	1	0	0.0
Moraxella catarrhalis	480	species	2846413	5	1	0.0
Neisseria	482	genus	0	2	0	0.0
Neisseria gonorrhoeae	485	species	4967431	1	0	0.0
Neisseria lactamica	486	species	2220606	1	1	0.0
Neisseria meningitidis	487	species	8508873	5	2	4.02872e-82
Neisseria elongata	495	species	2256647	1	0	6.72013e-73
Psychrobacter	497	genus	0	1	0	0.0
Alcaligenaceae	506	family	0	1	0	0.0
Alcaligenes faecalis	511	species	4248684	1	0	0.0
Acidiphilium cryptum	524	species	3963080	1	0	0.0
Ochrobactrum anthropi	529	species	5053471	2	1	0.0
Chromobacterium	535	genus	0	1	0	0.0
Enterobacteriaceae	543	family	0	863	476	0.0
Citrobacter	544	genus	0	537	0	0.0
