name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Gallibacterium anatis	750	species	2694139	2	0	0.0
Anaplasma marginale	770	species	1200061	1	0	0.0
Coxiella burnetii	777	species	2076694	1	0	0.0
Ehrlichia ruminantium	779	species	2264626	1	0	0.0
Rickettsia	780	genus	0	1	0	0.0
Syntrophomonas wolfei	863	species	2936195	1	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	2	0	0.0
Desulfovibrio vulgaris	881	species	3802302	2	0	0.0
Desulfococcus multivorans	897	species	4455399	1	0	0.0
Acidaminococcus fermentans	905	species	2329769	1	0	0.0
Megasphaera elsdenii	907	species	2504349	1	0	0.0
Halothiobacillus neapolitanus	927	species	2582886	1	0	0.0
Wolbachia	953	genus	0	2	0	0.0
Bdellovibrio bacteriovorus	959	species	3652240	2	0	4.44844e-69
Herbaspirillum seropedicae	964	species	8221139	3	2	0.0
Selenomonas ruminantium	971	species	3631933	1	0	0.0
Cellulophaga lytica	979	species	3795066	1	1	0.0
Saprospira grandis	1008	species	4400185	1	1	0.0
Allochromatium vinosum	1049	species	3669074	2	1	0.0
Halorhodospira halophila	1053	species	2678452	1	0	0.0
Pararhodospirillum photometricum	1084	species	3876289	1	1	0.0
Chlorobium phaeovibrioides	1094	species	1966858	1	0	0.0
Pelodictyon luteolum	1100	species	2364842	1	0	0.0
Nitrosococcus	1227	genus	0	2	0	0.0
Gammaproteobacteria	1236	class	0	1	1	0.0
Streptococcus salivarius	1304	species	3636237	1	1	0.0
Streptococcus pyogenes	1314	species	4096430	49	42	0.000117036
Streptococcus dysgalactiae	1334	species	2149105	6	1	1.71338e-18
Enterococcus faecalis	1351	species	3401628	2	1	0.0
Enterococcus hirae	1354	species	2908247	1	1	0.0
Lactococcus lactis	1358	species	2704731	2	0	0.0
Atopobium parvulum	1382	species	1543805	1	0	0.0
Bacillus	1386	genus	0	1	1	0.0
Bacillus cereus	1396	species	9676532	4	4	0.0
Bacillus coagulans	1398	species	4327944	1	1	0.0
Bacillus megaterium	1404	species	5334474	1	1	0.0
Paenibacillus polymyxa	1406	species	6883167	2	1	0.0
Bacillus pumilus	1408	species	20721195	1	1	0.0
Bacillus subtilis	1423	species	7550081	1	1	0.0
Bacillus thuringiensis	1428	species	10269592	1	1	0.0
Clostridium botulinum	1491	species	4637504	4	1	0.0
Clostridium pasteurianum	1501	species	7159922	1	1	0.0
Clostridium beijerinckii	1520	species	6161692	1	1	0.0
Clostridium ljungdahlii	1538	species	4630065	1	0	0.0
Lactobacillus buchneri	1581	species	2575738	1	1	0.0
Listeria monocytogenes	1639	species	5926303	1	1	0.0
Erysipelothrix rhusiopathiae	1648	species	2398466	1	1	0.0
Corynebacteriaceae	1653	family	0	1	0	0.0
Cellulomonas flavigena	1711	species	4123179	1	0	0.0
Corynebacterium pseudotuberculosis	1719	species	6595197	2	2	0.0
Peptoclostridium acidaminophilum	1731	species	3055036	1	0	0.0
Thermodesulfobacterium commune	1741	species	1764045	1	1	0.0
Mycobacterium leprae	1769	species	3268137	1	0	0.0
Mycobacterium phlei	1771	species	5349645	1	1	0.0
Streptomyces	1883	genus	0	1	0	0.0
Streptomyces albus	1888	species	15352626	1	1	0.0
Nocardiopsis dassonvillei	2014	species	6543312	2	2	0.0
Mycoplasma arginini	2094	species	678592	1	0	0.0
Mycoplasma hominis	2098	species	925558	1	0	0.0
Mycoplasma arthritidis	2111	species	820453	1	0	0.0
Ureaplasma urealyticum	2130	species	874478	1	0	0.0
Marinobacter	2742	genus	0	1	0	0.0
Halomonas	2745	genus	0	1	0	0.0
Homo	9605	genus	0	1	0	0.0
Homo sapiens	9606	species	3238442024	445	350	6.66447e-07
Myoviridae	10662	family	153908	1	0	0.0
Escherichia virus Mu	10677	species	36717	23	0	1.70763e-31
Escherichia virus P1	10678	species	94800	71	0	1.67193e-26
Escherichia virus P2	10679	species	33593	1	0	0.0
Siphoviridae	10699	family	47340	1	0	0.0
Escherichia virus Lambda	10710	species	48502	62	0	1.47506e-19
Enterobacteria phage 933W	10730	leaf	61670	96	0	1.19786e-18
Escherichia virus HK022	10742	species	40751	1	0	0.0
Podoviridae	10744	family	65210	9	0	0.0
Sphingomonas	13687	genus	0	1	0	0.0
Burkholderia gladioli	28095	species	8975879	1	0	0.0
Alteromonas macleodii	28108	species	5557691	1	1	0.0
Cronobacter sakazakii	28141	species	5648091	179	7	4.25675e-06
Serratia proteamaculans	28151	species	5495657	12	3	0.0
Yersinia kristensenii	28152	species	4496569	10	0	0.0
Vibrio nigripulchritudo	28173	species	6322155	5	2	1.27639e-23
Acetohalobium arabaticum	28187	species	2469596	1	1	0.0
Alphaproteobacteria	28211	class	0	1	0	0.0
Betaproteobacteria	28216	class	0	1	0	0.0
Mycoplasma penetrans	28227	species	1358633	2	0	0.0
Geobacter metallireducens	28232	species	4011182	3	0	0.0
Halomonadaceae	28256	family	0	1	0	0.0
Salmonella enterica	28901	species	6689149	9150	765	0.000124325
Staphylococcus saprophyticus	29385	species	3903594	3	3	0.0
Legionella oakridgensis	29423	species	2773209	1	0	0.0
Moraxella ovis	29433	species	2306095	1	0	0.0
Xanthomonas albilineans	29447	species	3852299	1	1	0.0
Rhizobium etli	29449	species	6784960	1	1	0.0
Pectobacterium atrosepticum	29471	species	7546597	7	0	3.3653e-18
Yersinia aldovae	29483	species	4471090	17	1	2.14414e-18
Yersinia frederiksenii	29484	species	4550894	7	1	0.0
Yersinia rohdei	29485	species	4372253	10	0	1.80782e-25
Yersinia ruckeri	29486	species	7304941	54	5	1.10717e-17
Photorhabdus	29487	genus	0	1	0	0.0
Photorhabdus luminescens	29488	species	5688987	16	0	1.43235e-67
Vibrio furnissii	29494	species	4916408	10	1	0.0
Turneriella parva	29510	species	4409302	1	1	0.0
Lawsonia intracellularis	29546	species	1719103	1	0	0.0
Mycoplasma canadense	29554	species	693241	1	0	0.0
Mycoplasma canis	29555	species	933117	1	1	0.0
Taylorella equigenitalis	29575	species	1713991	9	7	0.0
Amycolatopsis orientalis	31958	species	9236541	1	1	0.0
Methylobacterium radiotolerans	31998	species	6899110	1	0	0.0
Helicobacter hepaticus	32025	species	1799146	1	0	0.0
Buchnera	32199	genus	0	1	0	0.0
synthetic construct	32630	species	26537524	3320	312	3.79368e-05
Desulfurella acetivorans	33002	species	1819992	1	0	0.0
Acidithiobacillus caldus	33059	species	3112322	2	2	0.0
Acetobacterium woodii	33952	species	4044777	1	1	0.0
Gluconacetobacter diazotrophicus	33996	species	7914538	1	0	0.0
Rhodospirillum centenum	34018	species	4355543	1	0	0.0
Rahnella	34037	genus	0	10	0	0.0
Rahnella aquatilis	34038	species	5656799	21	5	6.22054e-07
Moraxella osloensis	34062	species	2649137	1	0	0.0
Streptobacillus moniliformis	34105	species	1673280	1	0	0.0
Geobacter sulfurreducens	35554	species	3764200	3	0	0.0
Heliobacterium modesticaldum	35701	species	3075407	1	1	0.0
Citrobacter amalonaticus	35703	species	7931914	854	54	9.07735e-06
Ehrlichia muris	35795	species	1196717	1	0	0.0
Nitrosospira briensis	35799	species	3210113	1	0	0.0
Clostridium saccharoperbutylacetonicum	36745	species	6666445	1	1	0.0
Pseudomonas cichorii	36746	species	5986012	3	0	0.0
Paraburkholderia xenovorans	36873	species	19434089	2	2	0.0
Nocardia farcinica	37329	species	6376062	1	0	0.0
Marichromatium purpuratum	37487	species	3779112	1	0	0.0
Escherichia virus HK97	37554	species	39732	35	1	5.5431e-22
Rhodococcus opacus	37919	species	8880502	1	0	0.0
Aliivibrio salmonicida	40269	species	4655660	1	1	0.0
Stenotrophomonas maltophilia	40324	species	6512435	1	0	0.0
Xenorhabdus bovienii	40576	species	4523083	16	7	0.0
Xenorhabdus poinarii	40577	species	3659523	6	4	0.0
Sphingomonadaceae	41297	family	0	1	0	0.0
Butyrivibrio proteoclasticus	43305	species	4404886	1	0	0.0
Pseudomonas denitrificans	43306	species	5696307	1	0	0.0
Pseudoalteromonas rubra	43658	species	5913780	3	1	0.0
Corynebacterium urealyticum	43771	species	2342642	2	0	0.0
Tolumonas	43947	genus	0	1	0	0.0
Tolumonas auensis	43948	species	3471292	7	0	0.0
Ferrimonas balearica	44012	species	4279159	2	0	4.84072e-70
Paenibacillus durus	44251	species	5814491	1	1	0.0
Desulfovibrio fairfieldensis	44742	species	3699310	1	0	0.0
Vibrio scophthalmi	45658	species	9728927	4	0	0.0
Bibersteinia trehalosi	47735	species	2411529	1	0	2.06093e-66
Pseudomonas corrugata	47879	species	6124363	1	0	0.0
Pseudomonas fulva	47880	species	4920769	1	0	0.0
Serratia fonticola	47917	species	12326310	25	5	1.20096e-17
Wigglesworthia	51228	genus	0	1	0	0.0
Wigglesworthia glossinidia	51229	species	711269	3	2	0.0
Pantoea	53335	genus	0	53	0	0.0
Pseudomonas citronellolis	53408	species	14631203	1	0	0.0
Octadecabacter arcticus	53946	species	5478249	1	0	0.0
Thermosphaera aggregans	54254	species	1316595	1	1	0.0
Raoultella ornithinolytica	54291	species	13911666	278	22	3.61563e-06
Salmonella bongori	54736	species	4542714	434	20	4.15053e-17
Pectobacterium wasabiae	55208	species	5043228	8	1	0.0
Janthinobacterium agaricidamnosum	55508	species	5949001	1	0	0.0
Vibrio anguillarum	55601	species	5628663	5	0	0.0
Mycoplasma suis	57372	species	725850	1	0	0.0
Sulfurospirillum	57665	genus	0	5	1	0.0
Burkholderia thailandensis	57975	species	9210179	1	1	0.0
Shewanella amazonensis	60478	species	4306142	1	0	0.0
Shewanella woodyi	60961	species	5935403	2	0	0.0
Enterobacter asburiae	61645	species	6470569	7127	706	0.00616682
Lelliottia amnigena	61646	species	4616371	362	22	1.3967e-05
Pluralibacter gergoviae	61647	species	5489680	133	5	3.60976e-17
Kluyvera intermedia	61648	species	6166452	278	37	4.09398e-06
Serratia rubidaea	61652	species	4922834	26	3	2.77475e-55
Shewanella baltica	62322	species	5379488	6	4	0.0
Sodalis glossinidius	63612	species	4292502	21	2	5.58457e-06
Sideroxydans lithotrophicus	63745	species	3003656	1	0	0.0
Desulfurobacterium thermolithotrophum	64160	species	1541968	1	0	0.0
Pseudomonas knackmussii	65741	species	6162905	1	1	0.0
Edwardsiella ictaluri	67780	species	3812301	10	0	0.0
Citrobacter rodentium	67825	species	5444283	779	52	8.69343e-36
Actinobacillus succinogenes	67854	species	2319663	2	0	0.0
Pseudomonas plecoglossicida	70775	species	6233254	1	0	0.0
Shewanella oneidensis	70863	species	5131424	1	0	1.73761e-16
Mesorhizobium amorphae	71433	species	7343952	1	1	0.0
Alteromonadaceae	72275	family	0	1	0	0.0
Thiocystis violascens	73141	species	5017071	2	0	0.0
Photobacterium profundum	74109	species	6403280	3	0	1.43989e-72
Maricaulis maris	74318	species	3368780	1	0	0.0
Pseudomonas balearica	74829	species	4383480	3	2	0.0
Paraburkholderia caribensis	75105	species	13917408	1	0	0.0
Pseudomonas mandelii	75612	species	7188564	1	1	0.0
Castellaniella defragrans	75697	species	3952818	2	0	0.0
Mannheimia haemolytica	75985	species	2934797	1	1	8.16803e-06
Solibacillus silvestris	76853	species	3987727	1	1	0.0
Pseudomonas mosselii	78327	species	6247860	2	1	0.0
Chitinophaga pinensis	79329	species	9127347	1	0	0.0
Erwinia pyrifoliae	79967	species	4072846	8	0	0.0
Haliangium ochraceum	80816	species	9446314	1	1	0.0
Herbaspirillum rubrisubalbicans	80842	species	5611261	1	0	0.0
Moritella viscosa	80854	species	5093989	1	1	0.0
Hyphomonas neptunium	81032	species	3705021	1	0	0.0
Frateuria aurantia	81475	species	3603458	1	0	0.0
Obesumbacterium	82982	genus	0	53	0	0.0
Obesumbacterium proteus	82983	species	5011796	144	1	1.70224e-45
Pragia	82984	genus	0	3	0	0.0
Pragia fontium	82985	species	4094629	7	4	9.41615e-70
Serratia plymuthica	82996	species	6554843	25	12	8.78615e-06
Aminobacter aminovorans	83263	species	6890726	3	0	0.0
gamma proteobacterium HdN1	83406	species	4587455	3	0	0.0
Parachlamydia acanthamoebae	83552	species	3072383	1	0	0.0
Leclercia adecarboxylata	83655	species	4803917	89	14	5.03544e-06
Clostridium autoethanogenum	84023	species	8704651	1	0	0.0
Slackia heliotrinireducens	84110	species	3165038	1	0	0.0
Magnetospirillum magneticum	84159	species	4967148	1	0	0.0
Hippea maritima	84405	species	1694430	1	0	0.0
Sodalis	84565	genus	0	9	0	0.0
Aeromonadaceae	84642	family	0	4	0	0.0
Beutenbergia cavernae	84757	species	4669183	1	1	0.0
Desulfotalea psychrophila	84980	species	3659634	2	2	0.0
Coriobacteriales	84999	order	0	1	0	0.0
Mannheimia varigena	85404	species	2201818	5	2	0.0
Thauera sp. MZ1T	85643	species	4574586	1	0	0.0
Achromobacter xylosoxidans	85698	species	9063264	1	0	0.0
Syntrophothermus lipocalidus	86170	species	2405559	1	0	0.0
Bacillus weihenstephanensis	86662	species	5740546	1	0	0.0
Treponema primitia	88058	species	4059867	1	0	0.0
Enterobacterales	91347	order	0	7	0	0.0
Pandoraea pnomenusa	93220	species	11008666	1	0	0.0
Edwardsiella hoshinae	93378	species	3811650	17	3	6.28901e-06
Burkholderia cenocepacia	95486	species	15410767	2	2	0.0
Enterobacteria phage VT2-Sakai	97081	leaf	60942	1	1	0.0
Halobacteriovorax marinus	97084	species	3437906	1	0	0.0
Candidatus Blochmannia pennsylvanicus	101534	species	791654	1	0	0.0
Enterobacteria phage ES18	101570	species	46900	1	0	0.0
Burkholderia ubonensis	101571	species	22281372	2	1	0.0
Enterobacteria phage phiP27	103807	species	42575	2	0	0.0
Cupriavidus	106589	genus	0	1	0	0.0
Thioalkalivibrio versutus	106634	species	2969361	2	1	0.0
Sinorhizobium medicae	110321	species	6817576	1	1	0.0
Burkholderiaceae	119060	family	0	1	0	0.0
Marinomonas mediterranea	119864	species	4684316	1	0	0.0
Pectobacterium	122277	genus	0	15	0	0.0
Bordetella trematum	123899	species	4485537	1	0	0.0
secondary endosymbiont of Heteropsylla cubana	134287	species	1121596	1	0	0.0
Ureaplasma parvum	134821	species	743562	1	0	0.0
Idiomarina loihiensis	135577	species	2839538	1	1	0.0
Pseudomonadaceae	135621	family	0	1	0	0.0
Desulfitobacterium metallireducens	142877	species	3176073	2	0	0.0
Anguillid herpesvirus 1	150286	species	248526	1	1	0.0
Vibrio antiquarius	150340	species	5089025	3	0	0.0
Burkholderia ambifaria	152480	species	11349840	1	0	0.0
Burkholderia dolosa	152500	species	6409095	1	1	0.0
Cellvibrio japonicus	155077	species	4576573	2	0	1.55496e-70
Bacillus toyonensis	155322	species	5025419	1	1	0.0
[Mannheimia] succiniciproducens	157673	species	2314078	2	1	0.0
Pseudomonas parafulva	157782	species	5087619	6	0	0.0
Pseudomonas cremoricolorata	157783	species	4780403	3	0	0.0
Hahella chejuensis	158327	species	7215267	7	6	0.0
Cedecea neteri	158822	species	23867322	122	13	3.28695e-51
Enterobacter hormaechei	158836	species	11766809	283	10	3.95083e-36
Collimonas fungivorans	158899	species	5393313	1	1	0.0
Acidithiobacillus ferrivorans	160808	species	3207552	1	1	0.0
Corynebacterium kroppenstedtii	161879	species	2446804	2	0	0.0
Candidatus Ishikawaella capsulata	168169	species	754729	1	0	0.0
Laribacter hongkongensis	168471	species	3169329	2	2	0.0
Thermodesulfatator indicus	171695	species	2322224	1	0	0.0
Temperate phage phiNIH1.1	173707	species	43106	2	0	0.0
Leptospirillum ferriphilum	178606	species	2368371	1	0	0.0
Delftia tsuruhatensis	180282	species	7195716	2	0	0.0
Emiliania huxleyi virus 86	181082	species	407339	1	1	0.0
Erwinia billingiae	182337	species	5372268	15	2	1.01798e-63
Thermodesulfobium narugense	184064	species	1898865	2	2	0.0
Butyrivibrio hungatei	185008	species	3386314	1	0	0.0
Candidatus Baumannia cicadellinicola	186490	species	1040878	5	0	0.0
Lambdavirus	186765	genus	0	72	0	0.0
Muvirus	186777	genus	0	2	0	0.0
P22virus	186794	genus	0	1	0	0.0
Clostridiales	186802	order	0	1	0	0.0
Thermoanaerobacteraceae	186814	family	0	1	0	0.0
Sneathia amnii	187101	species	1330224	1	0	0.0
Methylocystis sp. SC2	187303	species	3773444	1	0	0.0
Acidaminococcus intestini	187327	species	2487765	1	0	0.0
Thalassolituus oleivorans	187493	species	3842190	1	0	0.0
Vibrio coralliilyticus	190893	species	17260629	7	6	1.023e-74
Shewanella denitrificans	192073	species	4545906	1	1	0.0
Escherichia Stx1 converting phage	194948	leaf	59866	4	0	0.0
Stx2 converting phage II	194949	leaf	62706	4	0	0.0
Enterobacteria phage BP-4795	196242	species	57930	153	0	1.37605e-17
Pseudomonas koreensis	198620	species	12292986	1	0	0.0
Candidatus Blochmannia	203804	genus	0	2	0	0.0
Candidatus Blochmannia floridanus	203907	species	705557	1	0	0.0
Dickeya	204037	genus	0	14	0	0.0
Dickeya dadantii	204038	species	4922802	11	1	0.0
Dickeya zeae	204042	species	4675379	84	6	5.1279e-06
Herminiimonas arsenicoxydans	204773	species	3424307	1	0	0.0
Nitrosomonadaceae	206379	family	0	1	0	0.0
Enterobacter kobei	208224	species	4927478	27	1	4.8773e-06
Escherichia albertii	208962	species	4679521	18065	1128	0.00057352
Vibrio tasmaniensis	212663	species	4974818	4	0	0.0
Desulfomicrobiaceae	213116	family	0	2	0	0.0
Erwinia sp. Ejp617	215689	species	3957675	115	62	9.6182e-05
Enterobacteria phage ST104	221029	species	41391	1	0	0.0
Helicobacter sp. MIT 01-6242	222136	species	1594790	1	0	0.0
Thermovibrio ammonificans	228745	species	1759526	2	1	0.0
Acidovorax sp. JS42	232721	species	4585154	1	1	0.0
Desulfitobacterium dichloroeliminans	233055	species	3624449	1	1	0.0
Pseudomonas alkylphenolia	237609	species	5764622	1	0	0.0
Klebsiella variicola	244366	species	10894097	274	20	1.1587e-16
Candidatus Blochmannia vafer	251535	species	722585	1	0	0.0
Candidatus Blochmannia chromaiodes	251542	species	791219	1	0	0.0
Yersinia aleksiciae	263819	species	4000307	4	0	4.92752e-25
Rhodopirellula baltica	265606	species	7145576	2	0	0.0
Shewanellaceae	267890	family	0	2	0	0.0
Methylomicrobium alcaliphilum	271065	species	4796711	2	0	0.0
Shewanella sediminis	271097	species	5517674	2	0	0.0
Chlorobaculum parvum	274539	species	2289249	1	1	0.0
Collimonas pratensis	279113	species	11315924	1	1	0.0
Candidatus Amoebophilus asiaticus	281120	species	1884364	1	0	0.0
Jannaschia sp. CCS1	290400	species	4404049	1	0	0.0
Photorhabdus asymbiotica	291112	species	5094138	11	6	3.35817e-67
Anoxybacillus amylolyticus	294699	species	3158269	1	1	0.0
Enterobacter ludwigii	299767	species	4952770	414	16	6.37733e-06
Glaciecola nitratireducens	300231	species	4134229	2	0	0.0
Deinococcus deserti	310783	species	3855329	1	0	0.0
Pseudomonas entomophila	312306	species	5888780	4	3	0.0
Croceibacter atlanticus	313588	species	2952962	1	0	0.0
Alteromonas mediterranea	314275	species	5274170	1	1	0.0
Coxiella endosymbiont of Amblyomma americanum	325775	species	656901	1	1	0.0
Paraglaciecola psychrophila	326544	species	5413691	1	0	0.0
Salmonella phage SE1	329864	species	41941	3	0	0.0
Candidatus Solibacter usitatus	332163	species	9965640	1	1	0.0
Erwinia tasmaniensis	338565	species	4067864	6	1	4.99583e-62
Herbaspirillum hiltneri	341045	species	4965474	1	0	0.0
Burkholderia oklahomensis	342113	species	7224347	1	1	0.0
Escherichia phage phiV10	343516	species	39104	1	0	0.0
Geobacter uraniireducens	351604	species	5136364	3	0	0.0
Xenorhabdus doucetiae	351671	species	4203651	8	1	0.0
Xenorhabdus hominickii	351679	species	4522699	4	0	0.0
Acidovorax sp. KKS102	358220	species	5196935	1	1	0.0
Shewanella loihica	359303	species	4602594	2	0	0.0
Methylotenera mobilis	359408	species	2547570	1	0	0.0
Verminephrobacter eiseniae	364317	species	5597943	1	1	0.0
Sulfurospirillum cavolei	366522	species	2698323	3	1	0.0
Yersinia similis	367190	species	4964409	7	3	0.0
Rivularia sp. PCC 7116	373994	species	8728773	1	1	0.0
Enterobacteria phage 933W sensu lato	374810	species	61042	65	0	0.0
Janthinobacterium sp. Marseille	375286	species	4110251	2	1	0.0
Natranaerobius thermophilus	375929	species	3191453	1	1	0.0
Halotalea alkalilenta	376489	species	4387428	1	0	0.0
Bacteroides salanitronis	376805	species	4308663	2	2	0.0
Stx2-converting phage 86	379329	species	60238	48	0	7.30604e-28
Pseudomonas protegens	380021	species	6923588	1	0	0.0
Coraliomargarita akajimensis	395922	species	3750771	1	1	0.0
Cyanothece sp. PCC 7425	395961	species	5786110	1	1	0.0
Thioalkalivibrio sp. K90mix	396595	species	2985056	1	0	0.0
Barnesiella viscericola	397865	species	3076856	2	0	0.0
Enterobacter sp. 638	399742	species	4676461	62	8	5.1401e-06
Pontibacter korlensis	400092	species	5462537	1	1	0.0
Candidatus Riesia pediculicola	401619	species	582127	3	0	0.0
Alicyclobacillus acidocaldarius	405212	species	3164867	1	0	0.0
Paraburkholderia rhizoxinica	412963	species	3750138	6	5	0.0
Cronobacter	413496	genus	0	173	0	0.0
Cronobacter dublinensis	413497	species	4628405	25	3	2.4802e-37
Cronobacter muytjensii	413501	species	4364114	47	3	5.50327e-06
Cronobacter turicensis	413502	species	4599092	54	4	6.86312e-06
Cronobacter malonaticus	413503	species	4516853	95	2	3.21522e-36
Enterobacteria phage cdtI	414970	species	47021	1064	17	0.00553213
Pseudoxanthomonas spadix	415229	species	3452554	1	1	0.0
