name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Buchnera aphidicola	9	species	619958	7	5	0.0
Cellvibrio	10	genus	0	1	0	0.0
Pelobacter carbinolicus	19	species	3665893	1	1	0.0
Shewanella	22	genus	0	1	0	0.0
Lysobacter	68	genus	0	1	0	0.0
Planctomycetales	112	order	0	1	0	0.0
Rubinisphaera brasiliensis	119	species	6006602	1	1	0.0
Planctopirus limnophila	120	species	5460085	2	0	0.0
Pirellula staleyi	125	species	6196199	2	1	0.0
Campylobacter jejuni	197	species	6156435	1	0	0.0
Achromobacter	222	genus	0	244	0	0.0
Brucella	234	genus	0	1	1	0.0
Francisella tularensis	263	species	2777166	1	1	0.0
Pseudomonas	286	genus	0	8	0	0.0
Pseudomonas aeruginosa	287	species	22457305	4	3	3.44706e-07
Burkholderia cepacia	292	species	13365495	2	0	1.10014e-48
Pseudomonas fluorescens	294	species	14826544	5	1	1.35583e-51
Pseudomonas mendocina	300	species	5293211	2	1	0.0
Pseudomonas putida	303	species	6888188	14	5	1.1513e-47
Pseudomonas stutzeri	316	species	7755802	7	4	0.0
Pseudomonas syringae	317	species	6129101	2	0	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	1	0	0.0
Xanthomonas campestris	339	species	7063896	1	1	0.0
Xanthomonas citri	346	species	17318955	3	0	0.0
Xanthomonas oryzae	347	species	17545599	1	1	0.0
Azotobacter chroococcum	353	species	5192286	1	1	0.0
Agrobacterium vitis	373	species	6320946	1	1	0.0
Mesorhizobium loti	381	species	7539018	1	1	0.0
Sinorhizobium meliloti	382	species	6962835	4	0	8.40178e-16
Methylobacillus flagellatus	405	species	2971517	1	0	0.0
Methylobacterium extorquens	408	species	6163878	1	0	0.0
Acetobacter pasteurianus	438	species	3216979	1	1	0.0
Gluconobacter	441	genus	0	1	0	0.0
Gluconobacter oxydans	442	species	3306867	1	0	0.0
Legionella pneumophila	446	species	15688009	35	33	4.44104e-06
Moraxellaceae	468	family	0	3255	0	0.0
Acinetobacter baumannii	470	species	11595472	254	4	0.0
Neisseria gonorrhoeae	485	species	4967431	1	0	0.0
Neisseria meningitidis	487	species	8508873	16	12	1.81951e-06
Alcaligenaceae	506	family	0	3268	0	0.0
Alcaligenes faecalis	511	species	4248684	1	1	0.0
Bordetella bronchiseptica	518	species	6491145	4	0	2.20577e-06
Bordetella parapertussis	519	species	4815611	1	0	0.0
Bordetella pertussis	520	species	48698463	6	2	1.83404e-07
Chromobacterium	535	genus	0	1	0	0.0
Enterobacteriaceae	543	family	0	927	368	0.0
Citrobacter	544	genus	0	343	0	0.0
Citrobacter koseri	545	species	4735357	1071	28	2.20175e-06
Citrobacter freundii	546	species	16193243	1477	166	5.74372e-06
Enterobacter	547	genus	0	256	5	0.0
[Enterobacter] aerogenes	548	species	10750562	359	9	4.65903e-07
Pantoea agglomerans	549	species	9924054	15	2	1.36613e-31
