name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Buchnera aphidicola	9	species	619958	1	0	0.0
Cellulomonas gilvus	11	species	3526441	1	1	0.0
Dictyoglomus thermophilum	14	species	1959987	1	1	0.0
Myxococcus xanthus	34	species	9139763	1	0	0.0
Chondromyces crocatus	52	species	11388132	2	0	0.0
Sorangium cellulosum	56	species	13907952	2	0	0.0
Caulobacter	75	genus	0	1	0	0.0
Planctopirus limnophila	120	species	5460085	2	1	0.0
Pirellula staleyi	125	species	6196199	1	0	0.0
Spirochaeta thermophila	154	species	2516433	1	0	0.0
Treponema	157	genus	0	2	0	0.0
Brachyspira hyodysenteriae	159	species	3055339	1	1	0.0
Leptospira interrogans	173	species	5395453	6	1	0.0
Leptospira borgpetersenii	174	species	3948532	1	0	0.0
Campylobacter jejuni	197	species	6156435	3	2	0.0
Helicobacter pylori	210	species	2044699	5	0	0.0
Helicobacter acinonychis	212	species	1557588	4	0	0.0
Helicobacter cinaedi	213	species	2170766	1	1	0.0
Alteromonas	226	genus	0	1	0	0.0
Francisella tularensis	263	species	2777166	4	2	0.0
Pseudomonas fluorescens	294	species	14826544	2	2	0.0
Pseudomonas putida	303	species	6888188	2	1	0.0
Ralstonia solanacearum	305	species	11186335	1	0	0.0
Ralstonia pickettii	329	species	6378979	1	0	0.0
Methylobacillus flagellatus	405	species	2971517	1	1	0.0
Acetobacter pasteurianus	438	species	3216979	1	0	0.0
Legionella pneumophila	446	species	15688009	1	1	0.0
Neisseria gonorrhoeae	485	species	4967431	10	1	4.22695e-55
Neisseria lactamica	486	species	2220606	9	0	1.11014e-54
Neisseria meningitidis	487	species	8508873	52	2	1.39881e-52
Citrobacter koseri	545	species	4735357	1	1	0.0
Escherichia coli	562	species	12319210	14	13	0.0
Yersinia enterocolitica	630	species	14308813	2	2	0.0
Yersinia pestis	632	species	7124135	1	0	0.0
Aeromonas schubertii	652	species	4400034	1	0	0.0
Vibrio parahaemolyticus	670	species	10344823	3	1	0.0
Aggregatibacter actinomycetemcomitans	714	species	4378647	1	1	0.0
Haemophilus influenzae	727	species	2672708	1	0	0.0
[Haemophilus] ducreyi	730	species	10121291	1	1	0.0
[Haemophilus] parasuis	738	species	4546750	1	1	0.0
Pasteurella multocida	747	species	2546987	1	0	0.0
Bartonella	773	genus	0	1	0	0.0
Ehrlichia ruminantium	779	species	2264626	1	1	0.0
Bartonella quintana	803	species	1584515	1	1	0.0
Sebaldella termitidis	826	species	4486650	2	0	0.0
Fibrobacter succinogenes	833	species	7685639	1	1	0.0
Desulfovibrio vulgaris	881	species	3802302	5	5	0.0
Desulfococcus multivorans	897	species	4455399	1	0	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	1	1	0.0
Anaplasma phagocytophilum	948	species	1493914	1	0	0.0
Bdellovibrio bacteriovorus	959	species	3652240	1	0	0.0
Herbaspirillum seropedicae	964	species	8221139	1	1	0.0
Cellulophaga lytica	979	species	3795066	1	1	0.0
Flavobacterium columnare	996	species	6492116	2	2	0.0
Weeksella virosa	1014	species	2272954	2	0	0.0
Rhodomicrobium vannielii	1069	species	4014469	1	0	0.0
Chloroflexus aurantiacus	1108	species	5258541	1	0	0.0
Synechococcus	1129	genus	0	1	0	0.0
Trichormus azollae	1164	species	5486145	1	1	0.0
Anabaena cylindrica	1165	species	7063285	2	2	0.0
Prochlorococcus	1218	genus	0	1	0	0.0
Prochlorococcus marinus	1219	species	1879471	2	2	0.0
Gammaproteobacteria	1236	class	0	2	1	0.0
Firmicutes	1239	phylum	0	1	0	0.0
Leuconostoc gelidum	1244	species	1966103	2	1	0.0
Leuconostoc mesenteroides	1245	species	1966146	1	1	0.0
Leuconostoc lactis	1246	species	1788069	2	0	0.0
Oenococcus oeni	1247	species	1780517	5	0	0.0
Pediococcus acidilactici	1254	species	2131361	1	1	0.0
Ruminococcus albus	1264	species	4482087	2	0	0.0
Staphylococcus	1279	genus	0	65	51	0.0
Staphylococcus aureus	1280	species	7252422	3244	1811	0.000356432
Staphylococcus carnosus	1281	species	2605765	69	11	1.64666e-29
Staphylococcus epidermidis	1282	species	3296362	829	383	4.73317e-05
Staphylococcus haemolyticus	1283	species	2629003	184	31	1.0209e-15
Staphylococcus hyicus	1284	species	2472129	5	3	0.0
Staphylococcus simulans	1286	species	2647552	72	13	7.26583e-07
Staphylococcus xylosus	1288	species	8411206	1424	732	2.04191e-06
Staphylococcus warneri	1292	species	2560716	345	51	8.9666e-06
Staphylococcus schleiferi	1295	species	12494798	109	30	1.30864e-27
Streptococcus	1301	genus	0	500	453	0.0
Streptococcus gordonii	1302	species	3335036	554	7	2.89904e-15
Streptococcus oralis	1303	species	1958690	24	2	4.89492e-35
Streptococcus salivarius	1304	species	3636237	166	58	3.64781e-06
