name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	1	0	0.0
Buchnera aphidicola	9	species	619958	11	9	0.0
Shewanella	22	genus	0	4	0	0.0
Gallionella	96	genus	0	1	0	0.0
Planctopirus limnophila	120	species	5460085	3	1	0.0
Pirellula staleyi	125	species	6196199	1	0	0.0
Isosphaera pallida	128	species	5529304	1	0	0.0
Spirochaeta thermophila	154	species	2516433	1	1	0.0
Treponema denticola	158	species	2843201	1	0	0.0
Brachyspira hyodysenteriae	159	species	3055339	2	1	0.0
Leptospira interrogans	173	species	5395453	2	2	0.0
Azospirillum brasilense	192	species	13978806	1	0	0.0
Campylobacter coli	195	species	5104439	1	0	0.0
Campylobacter jejuni	197	species	6156435	1	1	0.0
Campylobacter hyointestinalis	198	species	1753331	1	1	0.0
Helicobacter pylori	210	species	2044699	3	3	0.0
Helicobacter acinonychis	212	species	1557588	1	0	0.0
Helicobacter cinaedi	213	species	2170766	1	1	0.0
Francisella	262	genus	0	2	0	0.0
Francisella tularensis	263	species	2777166	7	4	3.23323e-06
Thermus	270	genus	0	1	0	0.0
Xanthobacter autotrophicus	280	species	5625098	1	0	0.0
Pseudomonas	286	genus	0	4	0	0.0
Pseudomonas aeruginosa	287	species	22457305	3	3	0.0
Pseudoalteromonas atlantica	288	species	5187005	1	0	0.0
Burkholderia cepacia	292	species	13365495	8	3	0.0
Pseudomonas fluorescens	294	species	14826544	3	0	0.0
Pseudomonas mendocina	300	species	5293211	1	1	0.0
Pseudomonas putida	303	species	6888188	5	2	0.0
Ralstonia solanacearum	305	species	11186335	1	0	0.0
Pseudomonas stutzeri	316	species	7755802	5	4	0.0
Pseudomonas syringae	317	species	6129101	2	0	0.0
Xanthomonas translucens	343	species	4638247	1	0	0
Rhizobiales	356	order	0	1	0	0.0
Sinorhizobium fredii	380	species	6891900	1	1	0.0
Neorhizobium galegae	399	species	6434105	2	2	0.0
Methylobacillus flagellatus	405	species	2971517	1	1	0.0
Methylomonas methanica	421	species	5051681	1	0	0.0
Acetobacter pasteurianus	438	species	3216979	2	1	0.0
Legionellaceae	444	family	0	1	0	0.0
Legionella pneumophila	446	species	15688009	1	1	0.0
Legionella hackeliae	449	species	3570857	1	1	0.0
Tatlockia micdadei	451	species	3310028	1	1	0.0
Moraxella catarrhalis	480	species	2846413	1	0	0.0
Neisseria	482	genus	0	1	0	0.0
Neisseria gonorrhoeae	485	species	4967431	1	1	0.0
Neisseria meningitidis	487	species	8508873	4	3	1.05528e-06
Kingella kingae	504	species	2140065	1	0	0.0
Chromobacterium	535	genus	0	1	0	0.0
Enterobacteriaceae	543	family	0	462	265	0.0
Citrobacter	544	genus	0	275	0	0.0
Citrobacter koseri	545	species	4735357	15539	28	5.70501e-05
Citrobacter freundii	546	species	16193243	905	55	2.25449e-06
Enterobacter	547	genus	0	293	6	0.0
[Enterobacter] aerogenes	548	species	10750562	15392	21	0
Pantoea agglomerans	549	species	9924054	22	1	0
Enterobacter cloacae	550	species	10083180	332	21	9.34026e-14
Erwinia	551	genus	0	22	0	0.0
Erwinia amylovora	552	species	3869718	13	2	0
Pantoea ananatis	553	species	4842757	332	26	2.04075e-05
Pectobacterium carotovorum	554	species	4852842	25	8	8.15735e-23
Escherichia	561	genus	0	803	0	0.0
Escherichia coli	562	species	12319210	1371534	1107780	0.397787
Shimwellia blattae	563	species	4158725	67	7	0
Escherichia fergusonii	564	species	4643861	33983	970	0.000251885
Hafnia	568	genus	0	10	0	0.0
Hafnia alvei	569	species	6928293	33	7	2.84535e-20
Klebsiella	570	genus	0	782	1	0.0
Klebsiella oxytoca	571	species	16779606	6175	671	2.58707e-06
Klebsiella pneumoniae	573	species	15713353	18713	125	3.80318e-06
Morganella	581	genus	0	1	0	0.0
Morganella morganii	582	species	3853791	48	7	2.32999e-06
Proteus	583	genus	0	7	0	0.0
Proteus mirabilis	584	species	5337360	536	1	0
Proteus vulgaris	585	species	3794983	498	0	3.2561e-19
Providencia	586	genus	0	1	0	0.0
Providencia stuartii	588	species	6521015	7	6	0
Salmonella	590	genus	0	88	0	0.0
Serratia	613	genus	0	45	1	0.0
Serratia liquefaciens	614	species	7946985	18	2	0.0
Serratia marcescens	615	species	8465231	87	4	5.91349e-25
Shigella	620	genus	0	35626	0	0.0
Shigella boydii	621	species	4698475	76949	1473	0.000264661
Shigella dysenteriae	622	species	4560911	59572	1557	0.000222333
Shigella flexneri	623	species	4763519	77448	1049	0.000392695
Shigella sonnei	624	species	6798914	84053	783	0.000130787
Xenorhabdus	626	genus	0	5	0	0.0
Xenorhabdus nematophila	628	species	4586662	8	1	0.0
Yersinia	629	genus	0	2153	1	0.0
Yersinia enterocolitica	630	species	14308813	247	16	1.97234e-06
Yersinia intermedia	631	species	4859749	3	1	0.0
Yersinia pestis	632	species	7124135	3039	45	9.79013e-05
Yersinia pseudotuberculosis	633	species	9565781	2963	3	1.00788e-05
Edwardsiella	635	genus	0	18	0	0.0
Edwardsiella tarda	636	species	3717889	27	0	0
