name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Dictyoglomus thermophilum	14	species	1959987	1	1	0.0
Borrelia hermsii	140	species	1156143	1	1	0.0
Borrelia parkeri	141	species	1030684	2	0	0.0
Borrelia turicatae	142	species	917330	2	0	0.0
Brachyspira hyodysenteriae	159	species	3055339	4	3	0.0
Leptospira biflexa	172	species	3953768	1	1	0.0
Leptospira borgpetersenii	174	species	3948532	1	1	0.0
Campylobacter coli	195	species	5104439	1	1	0.0
Campylobacter fetus	196	species	1876301	1	1	0.0
Campylobacter jejuni	197	species	6156435	1	1	0.0
Campylobacter hyointestinalis	198	species	1753331	1	1	0.0
Campylobacter lari	201	species	1576113	1	1	0.0
Helicobacter pylori	210	species	2044699	1	1	0.0
Helicobacter cinaedi	213	species	2170766	4	4	0.0
Francisella tularensis	263	species	2777166	3	3	0.0
Meiothermus ruber	277	species	3097457	2	0	0.0
Pseudomonas fluorescens	294	species	14826544	3	2	0.0
Pseudomonas stutzeri	316	species	7755802	1	1	0.0
Xanthomonas citri	346	species	17318955	1	0	0.0
Rhizobium leguminosarum	384	species	7369497	1	1	0.0
Legionella pneumophila	446	species	15688009	2	1	0.0
Legionella hackeliae	449	species	3570857	1	0	1.97737e-74
Moraxellaceae	468	family	0	1	0	0.0
Neisseria elongata	495	species	2256647	1	1	0.0
Enterobacteriaceae	543	family	0	11	10	0.0
Citrobacter	544	genus	0	5	0	0.0
Citrobacter koseri	545	species	4735357	278	2	5.02763e-21
Citrobacter freundii	546	species	16193243	15	1	5.66599e-42
Enterobacter	547	genus	0	2	0	0.0
[Enterobacter] aerogenes	548	species	10750562	271	0	0
Enterobacter cloacae	550	species	10083180	7	1	2.70588e-46
Erwinia	551	genus	0	1	0	0.0
Pantoea ananatis	553	species	4842757	5	2	2.12663e-06
Pectobacterium carotovorum	554	species	4852842	1	0	0.0
Escherichia	561	genus	0	8	0	0.0
Escherichia coli	562	species	12319210	23698	19204	0.00661021
Shimwellia blattae	563	species	4158725	1	0	0.0
Escherichia fergusonii	564	species	4643861	630	15	1.18289e-18
Hafnia alvei	569	species	6928293	1	0	0.0
Klebsiella	570	genus	0	12	0	0.0
Klebsiella oxytoca	571	species	16779606	112	11	7.92457e-16
Klebsiella pneumoniae	573	species	15713353	355	19	1.25202e-12
Morganella morganii	582	species	3853791	6	1	0.0
Proteus mirabilis	584	species	5337360	14	0	1.29892e-37
Proteus vulgaris	585	species	3794983	13	0	1.4537e-35
Providencia stuartii	588	species	6521015	1	1	0.0
Salmonella	590	genus	0	1	0	0.0
Serratia marcescens	615	species	8465231	1	0	0.0
Shigella	620	genus	0	634	0	0.0
Shigella boydii	621	species	4698475	1289	32	2.72967e-06
Shigella dysenteriae	622	species	4560911	1034	37	2.70233e-06
Shigella flexneri	623	species	4763519	1254	19	2.68887e-06
Shigella sonnei	624	species	6798914	1411	12	6.24772e-15
Yersinia	629	genus	0	30	0	0.0
Yersinia enterocolitica	630	species	14308813	12	1	0.0
Yersinia pestis	632	species	7124135	65	1	8.3118e-13
Yersinia pseudotuberculosis	633	species	9565781	61	0	2.16276e-06
Edwardsiella tarda	636	species	3717889	2	0	3.61589e-46
Vibrionaceae	641	family	0	2	0	0.0
Vibrio cholerae	666	species	6170861	1	0	0.0
Vibrio natriegens	691	species	10692018	1	0	0.0
Pasteurellaceae	712	family	0	1	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	4378647	2	1	0.0
Haemophilus influenzae	727	species	2672708	9	7	0.0
Haemophilus parainfluenzae	729	species	2086875	1	0	0.0
[Haemophilus] ducreyi	730	species	10121291	1	0	0.0
[Haemophilus] parasuis	738	species	4546750	1	1	0.0
Gallibacterium anatis	750	species	2694139	34	33	0.0
Coxiella burnetii	777	species	2076694	1	0	0.0
Ehrlichia ruminantium	779	species	2264626	1	1	0.0
Rickettsia akari	786	species	1231060	1	1	0.0
Rickettsia canadensis	788	species	1155000	1	1	0.0
Bartonella quintana	803	species	1584515	1	0	0.0
Bacteroides fragilis	817	species	7824806	1	0	0.0
Bacteroides thetaiotaomicron	818	species	6390542	1	1	0.0
Sebaldella termitidis	826	species	4486650	2	2	0.0
Campylobacter ureolyticus	827	species	1641887	2	2	0.0
Fusobacterium nucleatum	851	species	2948417	6	5	0.0
Megasphaera elsdenii	907	species	2504349	1	1	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	4	3	0.0
Starkeya novella	921	species	4765023	1	0	0.0
Ehrlichia chaffeensis	945	species	1174554	1	0	0.0
Herbaspirillum seropedicae	964	species	8221139	3	3	0.0
Cellulophaga lytica	979	species	3795066	3	3	0.0
Flavobacterium johnsoniae	986	species	5603295	5	5	0.0
Solitalea canadensis	995	species	5202069	3	3	0.0
Flavobacterium columnare	996	species	6492116	22	20	0.0
Flexibacter litoralis	999	species	4919337	1	1	0.0
Blastochloris viridis	1079	species	11174693	1	1	0.0
Pararhodospirillum photometricum	1084	species	3876289	1	1	0.0
Rhodospirillum rubrum	1085	species	4379691	1	1	0.0
Chlorobaculum tepidum	1097	species	2154946	1	0	0.0
Chloroflexus aurantiacus	1108	species	5258541	1	0	0.0
Microcystis aeruginosa	1126	species	4810004	2	0	0.0
Prochlorococcus marinus	1219	species	1879471	25	23	0.0
Gammaproteobacteria	1236	class	0	1	0	0.0
Leuconostoc mesenteroides	1245	species	1966146	3	3	0.0
Oenococcus oeni	1247	species	1780517	10	0	0.0
Leuconostoc carnosum	1252	species	1773468	5	3	0.0
Pediococcus	1253	genus	0	1	0	0.0
Pediococcus acidilactici	1254	species	2131361	3	0	0.0
Pediococcus pentosaceus	1255	species	1817384	3	0	0.0
Finegoldia magna	1260	species	1986740	1	0	0.0
Ruminococcus albus	1264	species	4482087	1	0	0.0
Staphylococcus	1279	genus	0	810	640	0.0
Staphylococcus aureus	1280	species	7252422	43479	24900	0.00850939
Staphylococcus carnosus	1281	species	2605765	895	224	1.18871e-05
Staphylococcus epidermidis	1282	species	3296362	11269	5489	0.000936363
Staphylococcus haemolyticus	1283	species	2629003	2848	445	8.87157e-06
Staphylococcus hyicus	1284	species	2472129	57	26	1.93933e-42
Staphylococcus simulans	1286	species	2647552	889	155	1.29023e-05
Staphylococcus xylosus	1288	species	8411206	18689	9627	0.00010121
Staphylococcus warneri	1292	species	2560716	4478	827	6.52015e-05
Staphylococcus schleiferi	1295	species	12494798	1508	427	1.37637e-16
Streptococcus salivarius	1304	species	3636237	6	3	0.0
Streptococcus suis	1307	species	2683756	31	10	0.0
Streptococcus thermophilus	1308	species	3463400	2	0	0.0
Streptococcus mutans	1309	species	2017559	1	1	0.0
Streptococcus agalactiae	1311	species	5721038	4	2	0.0
Streptococcus pneumoniae	1313	species	2272871	257	0	7.34404e-35
Streptococcus pyogenes	1314	species	4096430	7	7	0.0
Streptococcus parasanguinis	1318	species	2162630	29	23	0.0
Streptococcus anginosus	1328	species	2557124	5	5	0.0
Streptococcus dysgalactiae	1334	species	2149105	1	1	0.0
Streptococcus equi	1336	species	2140495	1	1	0.0
Streptococcus intermedius	1338	species	1963517	15	0	0.0
Streptococcus iniae	1346	species	2086959	1	1	0.0
Enterococcus faecalis	1351	species	3401628	5	2	0.0
Enterococcus faecium	1352	species	5898717	30	1	0.0
Enterococcus gallinarum	1353	species	3821349	1	0	0.0
Enterococcus hirae	1354	species	2908247	4	1	0.0
Lactococcus lactis	1358	species	2704731	64	56	0.0
Lactococcus garvieae	1363	species	1957049	2	0	0.0
Lactococcus piscium	1364	species	2503066	4	3	0.0
Planococcus kocurii	1374	species	3485580	1	0	0.0
Aerococcus urinae	1376	species	2027618	5	2	0.0
Aerococcus viridans	1377	species	2199877	15	0	0.0
Atopobium parvulum	1382	species	1543805	1	0	0.0
Bacillales	1385	order	0	3	0	0.0
Bacillus	1386	genus	0	9	0	0.0
Bacillus amyloliquefaciens	1390	species	5608910	4	2	0.0
Bacillus anthracis	1392	species	17446789	35	21	5.90104e-07
Brevibacillus brevis	1393	species	6296436	1	1	0.0
Bacillus cereus	1396	species	9676532	33	18	2.05496e-80
Bacillus coagulans	1398	species	4327944	173	170	0.0
Bacillus megaterium	1404	species	5334474	12	4	4.14785e-11
Bacillus mycoides	1405	species	11312355	12	5	2.3075e-81
Paenibacillus polymyxa	1406	species	6883167	3	3	0.0
Bacillus pumilus	1408	species	20721195	19	16	0.0
Bacillus sp.	1409	species	4233615	1	0	0.0
Bacillus cellulosilyticus	1413	species	4681672	14	2	0.0
Lysinibacillus sphaericus	1421	species	14371778	4	0	0.0
Bacillus subtilis	1423	species	7550081	44	12	1.65767e-78
Parageobacillus thermoglucosidans	1426	species	5935916	1	0	0.0
Bacillus thuringiensis	1428	species	10269592	93	37	2.00503e-06
Amphibacillus xylanus	1449	species	2569486	5	2	0.0
Bacillus atrophaeus	1452	species	4171548	4	1	0.0
Bacillus methanolicus	1471	species	3425208	1	0	0.0
Sporosarcina psychrophila	1476	species	4674191	4	3	1.14018e-75
Bacillus simplex	1478	species	5521719	6	2	9.84193e-46
Bacillus smithii	1479	species	3381292	1	1	0.0
Clostridium acetobutylicum	1488	species	4136895	4	3	0.0
Clostridium botulinum	1491	species	4637504	16	6	2.22004e-06
Clostridium butyricum	1492	species	13843423	2	1	0.0
Clostridium cellulovorans	1493	species	5262222	3	1	0.0
Clostridioides difficile	1496	species	6297836	2	1	0.0
Clostridium formicaceticum	1497	species	4586755	1	0	0.0
Clostridium pasteurianum	1501	species	7159922	6	3	0.0
Clostridium perfringens	1502	species	6907798	9	4	0.0
Clostridium sporogenes	1509	species	8284974	3	1	0.0
Acetoanaerobium sticklandii	1511	species	2715461	4	4	0.0
Clostridium tetani	1513	species	2869591	31	31	0.0
Clostridium tyrobutyricum	1519	species	3134437	4	0	0.0
Clostridium beijerinckii	1520	species	6161692	3	0	0.0
[Clostridium] cellulolyticum	1521	species	4068724	1	0	0.0
Moorella thermoacetica	1525	species	5377887	1	0	0.0
Clostridium novyi	1542	species	2547720	4	0	0.0
Gottschalkia acidurici	1556	species	3108248	2	0	0.0
Clostridium baratii	1561	species	3338630	9	3	0.0
Desulfotomaculum nigrificans	1565	species	2892255	3	3	0.0
Halobacillus halophilus	1570	species	4170008	2	0	3.75706e-75
Lactobacillus	1578	genus	0	2	0	0.0
Lactobacillus acidophilus	1579	species	2018718	3	2	0.0
Lactobacillus buchneri	1581	species	2575738	12	1	0.0
Lactobacillus casei	1582	species	3039836	1	1	0.0
Lactobacillus delbrueckii	1584	species	1920382	1	0	2.46384e-39
Lactobacillus plantarum	1590	species	8684028	16	4	9.34928e-80
Lactobacillus reuteri	1598	species	2811237	3	2	0.0
Lactobacillus sakei	1599	species	1884661	1	1	0.0
Lactobacillus acetotolerans	1600	species	1704859	2	2	0.0
Lactobacillus amylovorus	1604	species	1977087	1	0	0.0
Lactobacillus ruminis	1623	species	2066652	2	1	0.0
Lactobacillus salivarius	1624	species	2663133	3	1	0.0
Listeria	1637	genus	0	4	0	0.0
Listeria ivanovii	1638	species	3701623	3	0	1.42798e-74
Listeria monocytogenes	1639	species	5926303	625	91	1.74771e-06
Listeria seeligeri	1640	species	2797636	5	1	1.57271e-68
Listeria innocua	1642	species	3093113	28	1	0.0
Listeria welshimeri	1643	species	2814130	6	3	6.63702e-73
Erysipelothrix rhusiopathiae	1648	species	2398466	1	1	0.0
Bifidobacterium coryneforme	1687	species	1755151	1	1	0.0
Corynebacterium stationis	1705	species	2853666	1	1	0.0
Corynebacterium pseudotuberculosis	1719	species	6595197	7	7	0.0
Eubacterium limosum	1736	species	4233519	1	1	0.0
