name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Buchnera aphidicola	9	species	619958	5	4	0.0
Dictyoglomus thermophilum	14	species	1959987	1	0	0.0
Myxococcus xanthus	34	species	9139763	1	0	0.0
Sorangium cellulosum	56	species	13907952	1	1	0.0
Planctopirus limnophila	120	species	5460085	1	0	0.0
Isosphaera pallida	128	species	5529304	1	0	0.0
Borreliella burgdorferi	139	species	1329613	2	2	0.0
Borrelia hermsii	140	species	1156143	1	1	0.0
Borrelia parkeri	141	species	1030684	2	0	0.0
Borrelia turicatae	142	species	917330	1	0	0.0
Treponema	157	genus	0	1	0	0.0
Brachyspira hyodysenteriae	159	species	3055339	2	1	0.0
Leptospira biflexa	172	species	3953768	3	3	0.0
Leptospira interrogans	173	species	5395453	1	1	0.0
Campylobacter coli	195	species	5104439	1	0	0.0
Campylobacter jejuni	197	species	6156435	3	1	1.28758e-53
Campylobacter lari	201	species	1576113	2	1	2.72495e-48
Helicobacter pylori	210	species	2044699	5	3	0.0
Helicobacter cinaedi	213	species	2170766	2	2	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	1	1	0.0
Francisella tularensis	263	species	2777166	4	3	0.0
Pseudoalteromonas atlantica	288	species	5187005	1	0	0.0
Burkholderia cepacia	292	species	13365495	1	1	0.0
Pseudomonas fluorescens	294	species	14826544	2	1	0.0
Pseudomonas mendocina	300	species	5293211	1	1	0.0
Pseudomonas putida	303	species	6888188	1	0	0.0
Pseudomonas stutzeri	316	species	7755802	1	1	0.0
Sinorhizobium fredii	380	species	6891900	1	0	0.0
Gluconobacter oxydans	442	species	3306867	1	1	0.0
Legionella pneumophila	446	species	15688009	4	3	0.0
Tatlockia micdadei	451	species	3310028	1	1	0.0
Acinetobacter baumannii	470	species	11595472	1	0	0.0
Neisseria gonorrhoeae	485	species	4967431	1	0	0.0
Neisseria lactamica	486	species	2220606	1	0	0.0
Neisseria meningitidis	487	species	8508873	2	0	0.0
Neisseria elongata	495	species	2256647	1	0	0.0
Alcaligenes	507	genus	0	2	0	0.0
Ochrobactrum anthropi	529	species	5053471	1	1	0.0
Enterobacteriaceae	543	family	0	110	62	0.0
Citrobacter	544	genus	0	52	0	0.0
Citrobacter koseri	545	species	4735357	3185	6	7.82684e-06
Citrobacter freundii	546	species	16193243	185	12	1.2228e-25
Enterobacter	547	genus	0	57	0	0.0
[Enterobacter] aerogenes	548	species	10750562	3154	3	9.72265e-12
Pantoea agglomerans	549	species	9924054	3	1	0.0
Enterobacter cloacae	550	species	10083180	72	3	1.37379e-26
Erwinia	551	genus	0	2	0	0.0
Erwinia amylovora	552	species	3869718	1	0	0.0
Pantoea ananatis	553	species	4842757	58	6	5.87086e-06
Pectobacterium carotovorum	554	species	4852842	7	3	1.27955e-43
Escherichia	561	genus	0	146	0	0.0
Escherichia coli	562	species	12319210	278623	228008	0.0705661
Shimwellia blattae	563	species	4158725	12	1	1.20337e-29
Escherichia fergusonii	564	species	4643861	6439	200	3.14747e-05
Hafnia	568	genus	0	3	0	0.0
Hafnia alvei	569	species	6928293	16	3	3.30005e-41
Klebsiella	570	genus	0	148	0	0.0
Klebsiella oxytoca	571	species	16779606	1318	154	3.94086e-12
Klebsiella pneumoniae	573	species	15713353	3843	49	1.03836e-13
Morganella	581	genus	0	3	0	0.0
Morganella morganii	582	species	3853791	6	2	2.45779e-06
Proteus mirabilis	584	species	5337360	124	1	5.75055e-30
Proteus vulgaris	585	species	3794983	117	0	1.21651e-28
Salmonella	590	genus	0	21	0	0.0
Serratia	613	genus	0	9	0	0.0
Serratia liquefaciens	614	species	7946985	4	1	0.0
Serratia marcescens	615	species	8465231	14	0	1.34714e-43
Shigella	620	genus	0	6840	0	0.0
Shigella boydii	621	species	4698475	14738	340	3.00021e-05
Shigella dysenteriae	622	species	4560911	11524	383	4.47269e-05
Shigella flexneri	623	species	4763519	14740	235	8.77742e-05
Shigella sonnei	624	species	6798914	15907	175	1.92538e-05
Yersinia	629	genus	0	417	0	0.0
Yersinia enterocolitica	630	species	14308813	60	6	4.53208e-16
Yersinia intermedia	631	species	4859749	1	1	0.0
Yersinia pestis	632	species	7124135	589	12	1.54871e-05
