name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Buchnera aphidicola	9	species	619958	8	5	0.0
Cellvibrio	10	genus	0	1	0	0.0
Cellulomonas gilvus	11	species	3526441	1	1	0.0
Shewanella	22	genus	0	1	0	0.0
Shewanella putrefaciens	24	species	4749735	2	0	0.0
Myxococcus	32	genus	0	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	1	0	0.0
Archangium gephyra	48	species	12489432	1	0	0.0
Planctopirus limnophila	120	species	5460085	1	0	0.0
Pirellula staleyi	125	species	6196199	2	1	0.0
Spirochaetales	136	order	0	1	0	0.0
Azospirillum brasilense	192	species	13978806	5	1	0.0
Achromobacter	222	genus	0	190	0	0.0
Pseudomonas	286	genus	0	7	0	0.0
Pseudomonas aeruginosa	287	species	22457305	1	1	0.0
Pseudoalteromonas atlantica	288	species	5187005	3	0	0.0
Burkholderia cepacia	292	species	13365495	2	1	0.0
Pseudomonas fluorescens	294	species	14826544	6	0	7.26633e-88
Pseudomonas fragi	296	species	5101809	1	1	0.0
Pseudomonas putida	303	species	6888188	14	8	1.35245e-06
Pseudomonas stutzeri	316	species	7755802	7	4	1.20115e-06
Pseudomonas syringae	317	species	6129101	1	0	0.0
Ralstonia pickettii	329	species	6378979	1	0	0.0
Xanthomonas citri	346	species	17318955	1	0	0.0
Agrobacterium tumefaciens	358	species	9211775	1	0	0.0
Bradyrhizobium	374	genus	0	1	0	0.0
Sinorhizobium fredii	380	species	6891900	1	1	0.0
Sinorhizobium meliloti	382	species	6962835	3	0	0.0
Neorhizobium galegae	399	species	6434105	1	0	0.0
Methylobacillus flagellatus	405	species	2971517	1	1	0.0
Legionella pneumophila	446	species	15688009	29	27	5.34424e-06
Legionella longbeachae	450	species	4149158	2	0	0.0
Moraxellaceae	468	family	0	2472	0	0.0
Acinetobacter	469	genus	0	1	0	0.0
Acinetobacter baumannii	470	species	11595472	197	10	0.0
Neisseriaceae	481	family	0	2	0	0.0
Neisseria gonorrhoeae	485	species	4967431	1	0	8.48921e-16
Neisseria lactamica	486	species	2220606	1	0	0.0
Neisseria meningitidis	487	species	8508873	19	16	5.4739e-06
Neisseria elongata	495	species	2256647	4	4	0.0
Alcaligenaceae	506	family	0	2468	0	0.0
Alcaligenes faecalis	511	species	4248684	1	0	0.0
Bordetella bronchiseptica	518	species	6491145	1	0	0
Bordetella parapertussis	519	species	4815611	1	0	1.93876e-06
Bordetella pertussis	520	species	48698463	1	0	0
Acidiphilium cryptum	524	species	3963080	2	0	0.0
Enterobacteriaceae	543	family	0	674	238	0.0
Citrobacter	544	genus	0	249	0	0.0
Citrobacter koseri	545	species	4735357	670	20	1.97342e-06
Citrobacter freundii	546	species	16193243	1213	144	1.15173e-06
Enterobacter	547	genus	0	159	2	0.0
[Enterobacter] aerogenes	548	species	10750562	136	7	1.78775e-52
Pantoea agglomerans	549	species	9924054	18	4	1.97893e-17
Enterobacter cloacae	550	species	10083180	310	41	9.2517e-07
Erwinia	551	genus	0	14	0	0.0
Erwinia amylovora	552	species	3869718	20	2	0.0
Pantoea ananatis	553	species	4842757	15	2	2.23636e-37
Pectobacterium carotovorum	554	species	4852842	26	13	5.11946e-06
Escherichia	561	genus	0	707	0	0.0
Escherichia coli	562	species	12319210	748657	30631	0.00950808
Shimwellia blattae	563	species	4158725	51	6	3.20198e-45
Escherichia fergusonii	564	species	4643861	26154	405	2.28263e-05
Hafnia	568	genus	0	10	0	0.0
Hafnia alvei	569	species	6928293	22	2	3.00348e-51
Klebsiella	570	genus	0	457	1	0.0
Klebsiella oxytoca	571	species	16779606	1318	218	2.79446e-06
Klebsiella pneumoniae	573	species	15713353	2309	493	6.96962e-06
Morganella	581	genus	0	6	0	0.0
Morganella morganii	582	species	3853791	322	3	5.90767e-44
Proteus	583	genus	0	7	0	0.0
Proteus mirabilis	584	species	5337360	526	15	0
Proteus vulgaris	585	species	3794983	392	0	7.38868e-06
Providencia	586	genus	0	103	0	0.0
Providencia stuartii	588	species	6521015	7	5	0.0
Salmonella	590	genus	0	134	0	0.0
Serratia	613	genus	0	68	0	0.0
Serratia liquefaciens	614	species	7946985	20	0	8.68685e-53
Serratia marcescens	615	species	8465231	99	23	5.19405e-53
Shigella	620	genus	0	65371	0	0.0
Shigella boydii	621	species	4698475	292889	6007	0.00153077
Shigella dysenteriae	622	species	4560911	115011	2955	0.000642587
Shigella flexneri	623	species	4763519	1159204	498404	0.962523
Shigella sonnei	624	species	6798914	300113	2488	0
Xenorhabdus	626	genus	0	3	0	0.0
Xenorhabdus nematophila	628	species	4586662	6	1	0.0
Yersinia	629	genus	0	163	1	0.0
Yersinia enterocolitica	630	species	14308813	59	21	3.69335e-06
Yersinia intermedia	631	species	4859749	9	2	0
Yersinia pestis	632	species	7124135	263	88	1.30971e-05
Yersinia pseudotuberculosis	633	species	9565781	138	2	5.77325e-53
Edwardsiella	635	genus	0	22	0	0.0
Edwardsiella tarda	636	species	3717889	17	5	1.63242e-17
Vibrionaceae	641	family	0	48	0	0.0
Aeromonas	642	genus	0	2	0	0.0
Aeromonas hydrophila	644	species	7739252	8	4	0.0
Aeromonas salmonicida	645	species	5040536	1	0	0.0
Aeromonas media	651	species	4788430	12	2	0.0
Aeromonas schubertii	652	species	4400034	3	1	2.11733e-06
Aeromonas veronii	654	species	7214925	2	0	0.0
Vibrio	662	genus	0	11	0	0.0
Vibrio alginolyticus	663	species	8138835	3	0	0.0
Vibrio cholerae	666	species	6170861	19	3	0.0
Vibrio harveyi	669	species	11920371	2	0	7.50512e-83
Vibrio parahaemolyticus	670	species	10344823	6	4	0.0
Vibrio vulnificus	672	species	10215744	2	2	0.0
Grimontia hollisae	673	species	3998273	5	1	0.0
Vibrio mimicus	674	species	8922704	5	1	0.0
Vibrio fluvialis	676	species	4827724	1	0	0.0
Vibrio campbellii	680	species	12090206	6	3	0.0
Vibrio natriegens	691	species	10692018	4	2	0.0
Plesiomonas shigelloides	703	species	3405979	3	0	5.00945e-45
Aggregatibacter actinomycetemcomitans	714	species	4378647	4	3	0.0
Actinobacillus pleuropneumoniae	715	species	2299903	3	0	0.0
Haemophilus	724	genus	0	1	0	0.0
Haemophilus influenzae	727	species	2672708	1	0	0.0
Haemophilus parainfluenzae	729	species	2086875	1	0	0.0
[Haemophilus] ducreyi	730	species	10121291	5	3	0.0
Histophilus somni	731	species	2138367	3	0	4.35723e-06
Aggregatibacter aphrophilus	732	species	3520359	1	0	0.0
[Haemophilus] parasuis	738	species	4546750	2	1	0.0
Pasteurella multocida	747	species	2546987	7	6	3.65806e-06
Gallibacterium anatis	750	species	2694139	2	0	0.0
Coxiella burnetii	777	species	2076694	1	0	0.0
Bacteroides thetaiotaomicron	818	species	6390542	1	0	3.09317e-115
Fusobacterium nucleatum	851	species	2948417	2	0	0.0
Desulfovibrio africanus	873	species	4200534	1	0	0.0
Desulfovibrio vulgaris	881	species	3802302	1	1	0.0
Acidaminococcus fermentans	905	species	2329769	1	0	0.0
Nitrosomonas	914	genus	0	170	0	0.0
Nitrosomonas eutropha	916	species	2781824	110	6	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	1	0	0.0
Halanaerobiaceae	972	family	0	1	0	0.0
Saprospira grandis	1008	species	4400185	2	2	0.0
Allochromatium vinosum	1049	species	3669074	2	1	0.0
Halorhodospira halophila	1053	species	2678452	1	0	0.0
Rhodobacter sphaeroides	1063	species	5768316	2	0	0.0
Nitrosococcus oceani	1229	species	3522111	2	0	0.0
Gammaproteobacteria	1236	class	0	165	2	0.0
Piscirickettsia salmonis	1238	species	10317144	2	2	0.0
Streptococcus pneumoniae	1313	species	2272871	7	7	4.09849e-06
Streptococcus anginosus	1328	species	2557124	3	2	0.0
Streptococcus intermedius	1338	species	1963517	1	0	0.0
Enterococcus faecium	1352	species	5898717	3	2	1.57921e-06
Enterococcus hirae	1354	species	2908247	1	0	0.0
Bacillus cereus	1396	species	9676532	1	0	0.0
Bacillus megaterium	1404	species	5334474	1	1	0.0
Lysinibacillus sphaericus	1421	species	14371778	1	1	0.0
Bacillus subtilis	1423	species	7550081	1	1	0.0
Bacillus thuringiensis	1428	species	10269592	1	0	0.0
Clostridium botulinum	1491	species	4637504	1	0	0.0
Clostridium formicaceticum	1497	species	4586755	1	0	0.0
Clostridium ljungdahlii	1538	species	4630065	1	0	0.0
Clostridium novyi	1542	species	2547720	1	0	0.0
Lactobacillus delbrueckii	1584	species	1920382	1	0	0.0
Listeria monocytogenes	1639	species	5926303	1	0	0.0
Renibacterium salmoninarum	1646	species	3155250	1	1	0.0
Corynebacteriaceae	1653	family	0	1	0	0.0
Corynebacterium glutamicum	1718	species	6155998	2	2	3.02644e-06
Corynebacterium pseudotuberculosis	1719	species	6595197	11	5	0.0
Gordonia bronchialis	2054	species	5290012	1	1	0.0
Mycoplasma mycoides	2102	species	2100167	1	1	0.0
Methanosarcina barkeri	2208	species	4650840	2	2	0.0
Halorubrum lacusprofundi	2247	species	3692576	1	0	0.0
Haliscomenobacter hydrossis	2350	species	8771651	2	1	0.0
Xylella fastidiosa	2371	species	2609554	1	1	0.0
Marinobacter	2742	genus	0	2	0	0.0
Marinobacter hydrocarbonoclasticus	2743	species	4384621	1	0	0.0
Halomonas elongata	2746	species	4061296	1	1	0.0
Homo sapiens	9606	species	3238442024	215	96	1.72589e-08
Pigeonpox virus	10264	species	282356	1	0	0.0
Myoviridae	10662	family	153908	58	0	0.0
Escherichia virus Mu	10677	species	36717	63	0	1.49728e-26
Enterobacteria phage phi80	10713	species	46150	12	0	4.06992e-35
Podoviridae	10744	family	65210	6	0	0.0
Shigella phage Sf6	10761	species	39043	341	3	5.61159e-19
Enterobacteria phage If1	10868	species	8454	1	0	0.0
Alteromonas macleodii	28108	species	5557691	2	0	1.70908e-78
Odoribacter splanchnicus	28118	species	4392288	1	0	0.0
Cronobacter sakazakii	28141	species	5648091	81	9	3.15033e-48
Serratia proteamaculans	28151	species	5495657	9	1	1.8464e-49
Yersinia kristensenii	28152	species	4496569	6	0	0.0
Vibrio nigripulchritudo	28173	species	6322155	4	2	0.0
Mycoplasma penetrans	28227	species	1358633	2	0	0.0
Colwellia psychrerythraea	28229	species	5373180	1	0	0.0
Halomonadaceae	28256	family	0	2	0	0.0
Burkholderia pseudomallei	28450	species	11222453	2	1	0.0
Salmonella enterica	28901	species	6689149	57812	5854	0.0158057
Legionella oakridgensis	29423	species	2773209	1	1	0.0
Rhizobium etli	29449	species	6784960	1	1	0.0
Pectobacterium atrosepticum	29471	species	7546597	11	1	0
Yersinia aldovae	29483	species	4471090	13	2	0.0
Yersinia frederiksenii	29484	species	4550894	7	2	0.0
Yersinia rohdei	29485	species	4372253	6	4	2.19695e-47
Yersinia ruckeri	29486	species	7304941	38	7	0
Photorhabdus	29487	genus	0	3	0	0.0
Photorhabdus luminescens	29488	species	5688987	17	2	0.0
Vibrio furnissii	29494	species	4916408	2	1	0.0
Vibrio tubiashii	29498	species	5540337	1	0	0.0
Taylorella	29574	genus	0	1	0	0.0
Taylorella equigenitalis	29575	species	1713991	34	24	0.0
Nitrosomonadales	32003	order	0	147	0	0.0
Burkholderia	32008	genus	0	1	0	0.0
Chloroflexales	32064	order	0	1	0	0.0
synthetic construct	32630	species	26537524	6192	320	1.37226e-05
Geobacillus thermodenitrificans	33940	species	3608012	1	1	0.0
Melissococcus plutonius	33970	species	2059558	1	1	0.0
Rickettsia montanensis	33991	species	1279798	1	0	0.0
