name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	1	0	0.0
Buchnera aphidicola	9	species	619958	10	4	0.0
Dictyoglomus thermophilum	14	species	1959987	1	1	0.0
Shewanella	22	genus	0	3	1	0.0
Shewanella putrefaciens	24	species	4749735	2	0	0.0
Myxococcus	32	genus	0	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	1	0	0.0
Archangium gephyra	48	species	12489432	1	0	0.0
Sorangium cellulosum	56	species	13907952	1	1	0.0
Rubinisphaera brasiliensis	119	species	6006602	1	1	0.0
Planctopirus limnophila	120	species	5460085	1	1	0.0
Pirellula staleyi	125	species	6196199	1	1	0.0
Leptospira	171	genus	0	1	0	0.0
Azospirillum brasilense	192	species	13978806	1	0	0.0
Azospirillum lipoferum	193	species	7223069	2	1	0.0
Helicobacter pylori	210	species	2044699	1	0	0.0
Achromobacter	222	genus	0	115	0	0.0
Alteromonas	226	genus	0	1	0	0.0
Francisella	262	genus	0	1	0	0.0
Thermus	270	genus	0	1	0	0.0
Meiothermus ruber	277	species	3097457	1	0	0.0
Xanthobacter autotrophicus	280	species	5625098	2	0	0.0
Pseudomonas	286	genus	0	5	0	0.0
Pseudomonas aeruginosa	287	species	22457305	3	2	0.0
Pseudoalteromonas atlantica	288	species	5187005	1	0	0.0
Burkholderia cepacia	292	species	13365495	6	5	0.0
Pseudomonas fluorescens	294	species	14826544	7	3	0.0
Pseudomonas mendocina	300	species	5293211	8	3	3.12615e-20
Pseudomonas putida	303	species	6888188	11	4	1.92175e-06
Ralstonia solanacearum	305	species	11186335	1	0	0.0
Pseudomonas stutzeri	316	species	7755802	10	6	0.0
Pseudomonas syringae	317	species	6129101	5	1	5.36191e-270
Pseudomonas pseudoalcaligenes	330	species	4691662	1	0	1.10829e-16
Xanthomonas translucens	343	species	4638247	1	0	2.85401e-06
Xanthomonas citri	346	species	17318955	2	1	0.0
Xanthomonas oryzae	347	species	17545599	2	0	2.13791e-20
Rhizobiales	356	order	0	1	0	0.0
Agrobacterium tumefaciens	358	species	9211775	2	0	0
Agrobacterium vitis	373	species	6320946	1	1	0.0
Bradyrhizobium japonicum	375	species	9215796	1	0	0.0
Sinorhizobium fredii	380	species	6891900	1	0	0.0
Sinorhizobium meliloti	382	species	6962835	4	0	0.0
Methylobacillus flagellatus	405	species	2971517	1	0	0.0
Methylomonas methanica	421	species	5051681	1	0	0.0
Acetobacter pasteurianus	438	species	3216979	1	1	0.0
Gluconobacter oxydans	442	species	3306867	1	1	0.0
Legionella pneumophila	446	species	15688009	7	6	2.53131e-06
Legionella longbeachae	450	species	4149158	1	0	0.0
Tatlockia micdadei	451	species	3310028	1	1	0.0
Moraxellaceae	468	family	0	1341	0	0.0
Acinetobacter	469	genus	0	1	0	0.0
Acinetobacter baumannii	470	species	11595472	142	1	8.03002e-156
Moraxella catarrhalis	480	species	2846413	3	2	0.0
Neisseria	482	genus	0	1	0	0.0
Neisseria meningitidis	487	species	8508873	14	12	1.55566e-06
Neisseria elongata	495	species	2256647	1	0	6.93197e-287
Alcaligenaceae	506	family	0	1346	0	0.0
Alcaligenes faecalis	511	species	4248684	1	1	0.0
Beijerinckia indica	533	species	4418616	1	0	0.0
Zymomonas mobilis	542	species	2426073	1	1	0.0
Enterobacteriaceae	543	family	0	709	302	0.0
Citrobacter	544	genus	0	325	0	0.0
Citrobacter koseri	545	species	4735357	11613	32	4.86877e-05
Citrobacter freundii	546	species	16193243	1304	126	7.82857e-06
Enterobacter	547	genus	0	265	7	0.0
[Enterobacter] aerogenes	548	species	10750562	11178	17	2.67068e-13
Pantoea agglomerans	549	species	9924054	23	2	1.17287e-19
Enterobacter cloacae	550	species	10083180	399	38	1.02447e-156
Erwinia	551	genus	0	25	0	0.0
Erwinia amylovora	552	species	3869718	9	0	2.89952e-141
Pantoea ananatis	553	species	4842757	253	25	1.64367e-05
Pectobacterium carotovorum	554	species	4852842	28	8	2.73187e-06
Escherichia	561	genus	0	966	0	0.0
Escherichia coli	562	species	12319210	1383544	797389	0.38911
Shimwellia blattae	563	species	4158725	93	8	3.19591e-06
Escherichia fergusonii	564	species	4643861	37404	998	0.000187055
Hafnia	568	genus	0	18	0	0.0
Hafnia alvei	569	species	6928293	48	10	1.45783e-56
Klebsiella	570	genus	0	737	1	0.0
Klebsiella oxytoca	571	species	16779606	5560	705	7.05397e-06
Klebsiella pneumoniae	573	species	15713353	14789	361	1.85943e-05
Morganella	581	genus	0	6	0	0.0
Morganella morganii	582	species	3853791	263	12	3.44191e-06
Proteus	583	genus	0	6	0	0.0
Proteus mirabilis	584	species	5337360	610	11	2.48592e-06
Proteus vulgaris	585	species	3794983	518	0	1.33209e-121
Providencia	586	genus	0	66	0	0.0
Providencia stuartii	588	species	6521015	18	12	2.03223e-06
Salmonella	590	genus	0	152	0	0.0
Serratia	613	genus	0	67	0	0.0
Serratia liquefaciens	614	species	7946985	28	1	5.15857e-166
Serratia marcescens	615	species	8465231	130	11	1.52135e-09
Shigella	620	genus	0	60475	0	0.0
Shigella boydii	621	species	4698475	218972	4833	0.00113146
Shigella dysenteriae	622	species	4560911	105213	3031	0.00074635
Shigella flexneri	623	species	4763519	724116	294792	0.592379
Shigella sonnei	624	species	6798914	226836	2272	0
Xenorhabdus	626	genus	0	11	0	0.0
Xenorhabdus nematophila	628	species	4586662	8	0	0.0
Yersinia	629	genus	0	1428	0	0.0
Yersinia enterocolitica	630	species	14308813	198	35	1.90605e-06
Yersinia intermedia	631	species	4859749	7	1	1.14106e-42
Yersinia pestis	632	species	7124135	2252	97	8.84855e-05
Yersinia pseudotuberculosis	633	species	9565781	2090	4	5.51328e-21
Edwardsiella	635	genus	0	35	0	0.0
Edwardsiella tarda	636	species	3717889	40	9	1.66785e-137
Vibrionaceae	641	family	0	24	0	0.0
Aeromonas	642	genus	0	12	0	0.0
Aeromonas hydrophila	644	species	7739252	18	7	1.11008e-163
Aeromonas salmonicida	645	species	5040536	4	0	1.67037e-265
Aeromonas media	651	species	4788430	22	4	0.0
Aeromonas schubertii	652	species	4400034	3	3	0.0
Aeromonas veronii	654	species	7214925	3	0	0.0
Vibrio	662	genus	0	7	0	0.0
Vibrio alginolyticus	663	species	8138835	2	0	0.0
Vibrio cholerae	666	species	6170861	30	15	2.34149e-261
Vibrio parahaemolyticus	670	species	10344823	7	5	0.0
Vibrio vulnificus	672	species	10215744	4	0	0.0
Grimontia hollisae	673	species	3998273	6	2	0.0
Vibrio mimicus	674	species	8922704	2	0	0.0
Vibrio fluvialis	676	species	4827724	3	2	0.0
Vibrio campbellii	680	species	12090206	5	2	1.09487e-06
Vibrio natriegens	691	species	10692018	4	3	0.0
Plesiomonas	702	genus	0	1	0	0.0
Plesiomonas shigelloides	703	species	3405979	12	3	5.60932e-137
Pasteurellaceae	712	family	0	4	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	4378647	7	6	8.659e-258
Actinobacillus suis	716	species	2501598	1	0	0.0
Haemophilus	724	genus	0	3	0	0.0
