name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Dictyoglomus	13	genus	0	1	0	0.0
Dictyoglomus thermophilum	14	species	1959987	1	1	0.0
Myxococcus xanthus	34	species	9139763	2	0	0.0
Runella slithyformis	106	species	6919729	1	1	0.0
Borrelia parkeri	141	species	1030684	1	0	0.0
Borrelia turicatae	142	species	917330	1	0	0.0
Brachyspira hyodysenteriae	159	species	3055339	2	1	2.31749e-62
Treponema pallidum	160	species	1138607	1	0	0.0
Treponema succinifaciens	167	species	2897425	1	0	0.0
Leptospira biflexa	172	species	3953768	3	3	0.0
Campylobacter jejuni	197	species	6156435	2	0	0.0
Helicobacter pylori	210	species	2044699	3	2	0.0
Helicobacter acinonychis	212	species	1557588	1	0	0.0
Helicobacter cinaedi	213	species	2170766	2	2	0.0
Francisella tularensis	263	species	2777166	1	0	0.0
Pseudomonas aeruginosa	287	species	22457305	2	2	0.0
Pseudomonas fluorescens	294	species	14826544	1	0	0.0
Xanthomonas citri	346	species	17318955	2	1	0.0
Agrobacterium	357	genus	0	1	0	0.0
Rhizobium	379	genus	0	1	0	0.0
Sinorhizobium fredii	380	species	6891900	2	0	0.0
Methylomonas methanica	421	species	5051681	1	0	0.0
Gluconobacter oxydans	442	species	3306867	1	1	0.0
Legionella pneumophila	446	species	15688009	2	0	0.0
Legionella longbeachae	450	species	4149158	1	1	0.0
Tatlockia micdadei	451	species	3310028	1	1	0.0
Acinetobacter baumannii	470	species	11595472	1	0	0.0
Neisseria meningitidis	487	species	8508873	7	2	0.0
Citrobacter freundii	546	species	16193243	1	0	0.0
Enterobacter cloacae	550	species	10083180	4	0	0.0
Pectobacterium carotovorum	554	species	4852842	1	1	0.0
Escherichia coli	562	species	12319210	52	45	1.23355e-05
Klebsiella oxytoca	571	species	16779606	1	0	0.0
Klebsiella pneumoniae	573	species	15713353	9	8	0.0
Shigella boydii	621	species	4698475	4	0	0.0
Shigella dysenteriae	622	species	4560911	1	0	0.0
Shigella flexneri	623	species	4763519	2	0	0.0
Shigella sonnei	624	species	6798914	3	0	0.0
Yersinia enterocolitica	630	species	14308813	2	0	0.0
Vibrio cholerae	666	species	6170861	1	0	0.0
Aliivibrio fischeri	668	species	4273718	1	1	0.0
Vibrio parahaemolyticus	670	species	10344823	1	0	0.0
Pasteurellaceae	712	family	0	1	0	0.0
Haemophilus influenzae	727	species	2672708	8	6	0.0
Haemophilus parainfluenzae	729	species	2086875	2	0	0.0
Pasteurella multocida	747	species	2546987	1	0	0.0
Gallibacterium anatis	750	species	2694139	39	37	0.0
Anaplasma centrale	769	species	1206806	4	3	0.0
Ehrlichia ruminantium	779	species	2264626	2	1	0.0
Rickettsia akari	786	species	1231060	1	1	0.0
Bartonella quintana	803	species	1584515	1	0	0.0
Bacteroides thetaiotaomicron	818	species	6390542	2	2	0.0
Fibrobacter succinogenes	833	species	7685639	1	1	0.0
Fusobacterium nucleatum	851	species	2948417	4	2	1.55869e-69
Desulfovibrio salexigens	880	species	4289847	1	1	0.0
Desulfovibrio vulgaris	881	species	3802302	3	3	0.0
Desulfomicrobium baculatum	899	species	3942657	1	0	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	1	1	0.0
Starkeya novella	921	species	4765023	1	0	0.0
Thiomonas intermedia	926	species	3462095	1	0	0.0
Hydrogenobacter thermophilus	940	species	3486067	1	0	0.0
Ehrlichia canis	944	species	1315030	1	0	0.0
Bdellovibrio bacteriovorus	959	species	3652240	4	4	0.0
Herbaspirillum seropedicae	964	species	8221139	4	2	0.0
Selenomonas ruminantium	971	species	3631933	1	0	0.0
Pedobacter heparinus	984	species	5167383	1	0	0.0
Flavobacterium johnsoniae	986	species	5603295	2	2	0.0
Solitalea canadensis	995	species	5202069	2	2	0.0
Flavobacterium columnare	996	species	6492116	10	9	0.0
Saprospira grandis	1008	species	4400185	2	2	0.0
Rhodobacter sphaeroides	1063	species	5768316	1	0	0.0
Rhodomicrobium vannielii	1069	species	4014469	1	0	0.0
Blastochloris viridis	1079	species	11174693	2	2	0.0
Chlorobium limicola	1092	species	2763181	1	0	0.0
Chloroflexus	1107	genus	0	1	0	0.0
Microcystis aeruginosa	1126	species	4810004	1	0	0.0
Synechococcus	1129	genus	0	1	0	0.0
Synechocystis sp. PCC 6714	1147	species	3738889	1	0	0.0
Synechocystis sp. PCC 6803	1148	species	6436711	1	0	0.0
Trichormus azollae	1164	species	5486145	1	1	0.0
