name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	3	2	0.0
Buchnera aphidicola	9	species	619958	4	4	0.0
Shewanella	22	genus	0	1	0	0.0
Shewanella putrefaciens	24	species	4749735	1	0	0.0
Planctopirus limnophila	120	species	5460085	2	0	0.0
Pirellula staleyi	125	species	6196199	1	1	0.0
Achromobacter	222	genus	0	206	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	1	0	0.0
Thermus thermophilus	274	species	2214494	1	0	1.79795e-23
Xanthobacter autotrophicus	280	species	5625098	1	0	0.0
Pseudomonas	286	genus	0	9	0	0.0
Pseudomonas aeruginosa	287	species	22457305	2	1	0.0
Burkholderia cepacia	292	species	13365495	1	1	0.0
Pseudomonas fluorescens	294	species	14826544	2	0	2.09465e-22
Pseudomonas mendocina	300	species	5293211	3	0	0.0
Pseudomonas putida	303	species	6888188	14	10	2.50696e-06
Pseudomonas stutzeri	316	species	7755802	10	9	0.0
Pseudomonas syringae	317	species	6129101	3	0	2.69217e-14
Ralstonia pickettii	329	species	6378979	1	1	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	1	0	0.0
Xanthomonas	338	genus	0	1	0	0.0
Xanthomonas citri	346	species	17318955	5	0	0.0
Azotobacter	352	genus	0	1	0	0.0
Azotobacter vinelandii	354	species	5351632	1	0	0.0
Agrobacterium tumefaciens	358	species	9211775	1	0	0.0
Sinorhizobium fredii	380	species	6891900	4	0	0.0
Methylomonas	416	genus	0	3	0	0.0
Methylomonas methanica	421	species	5051681	2	0	0.0
Legionella pneumophila	446	species	15688009	25	25	6.60414e-06
Tatlockia micdadei	451	species	3310028	1	0	0.0
Moraxellaceae	468	family	0	2583	0	0.0
Acinetobacter baumannii	470	species	11595472	188	2	0.0
Moraxella catarrhalis	480	species	2846413	3	0	0.0
Neisseria gonorrhoeae	485	species	4967431	1	0	0.0
Neisseria meningitidis	487	species	8508873	10	8	1.01465e-06
Kingella kingae	504	species	2140065	1	0	0.0
Alcaligenaceae	506	family	0	2593	0	0.0
Alcaligenes	507	genus	0	1	0	0.0
Bordetella	517	genus	0	1	0	0.0
Bordetella bronchiseptica	518	species	6491145	1	0	3.1777e-15
Bordetella parapertussis	519	species	4815611	1	0	1.79678e-06
Bordetella pertussis	520	species	48698463	1	0	0
Beijerinckia indica	533	species	4418616	1	1	0.0
Enterobacteriaceae	543	family	0	745	299	0.0
Citrobacter	544	genus	0	316	0	0.0
Citrobacter koseri	545	species	4735357	2814	34	1.18748e-05
Citrobacter freundii	546	species	16193243	1363	167	5.38161e-06
Enterobacter	547	genus	0	197	3	0.0
[Enterobacter] aerogenes	548	species	10750562	2149	5	1.98382e-17
Pantoea agglomerans	549	species	9924054	20	3	8.22477e-132
Enterobacter cloacae	550	species	10083180	275	31	2.57985e-06
Erwinia	551	genus	0	16	0	0.0
Erwinia amylovora	552	species	3869718	12	1	2.65861e-116
Pantoea ananatis	553	species	4842757	51	6	7.91909e-107
Pectobacterium carotovorum	554	species	4852842	34	13	2.50644e-123
Escherichia	561	genus	0	908	0	0.0
Escherichia coli	562	species	12319210	939469	169602	0.0721043
Shimwellia blattae	563	species	4158725	77	5	5.04358e-113
Escherichia fergusonii	564	species	4643861	30981	520	4.13365e-05
Hafnia	568	genus	0	7	0	0.0
Hafnia alvei	569	species	6928293	32	2	1.88913e-134
Klebsiella	570	genus	0	550	0	0.0
Klebsiella oxytoca	571	species	16779606	2288	401	5.74898e-06
Klebsiella pneumoniae	573	species	15713353	4887	512	5.07871e-06
Morganella	581	genus	0	5	0	0.0
Morganella morganii	582	species	3853791	343	11	2.24707e-06
Proteus	583	genus	0	6	0	0.0
Proteus mirabilis	584	species	5337360	641	12	1.1227e-05
Proteus vulgaris	585	species	3794983	504	1	7.04802e-06
Providencia	586	genus	0	110	0	0.0
Providencia stuartii	588	species	6521015	15	11	0.0
Salmonella	590	genus	0	167	0	0.0
Serratia	613	genus	0	65	0	0.0
Serratia liquefaciens	614	species	7946985	20	3	3.47451e-139
Serratia marcescens	615	species	8465231	103	23	1.1159e-139
Shigella	620	genus	0	72388	0	0.0
Shigella boydii	621	species	4698475	310860	6396	0.00129071
Shigella dysenteriae	622	species	4560911	126074	3078	0.000666746
Shigella flexneri	623	species	4763519	1195882	508190	0.915825
Shigella sonnei	624	species	6798914	319842	2595	0
Xenorhabdus	626	genus	0	8	0	0.0
Xenorhabdus nematophila	628	species	4586662	8	0	5.04352e-121
Yersinia	629	genus	0	408	1	0.0
Yersinia enterocolitica	630	species	14308813	77	21	4.15153e-46
Yersinia intermedia	631	species	4859749	3	2	1.86203e-06
Yersinia pestis	632	species	7124135	621	102	3.95052e-05
Yersinia pseudotuberculosis	633	species	9565781	474	0	7.21694e-15
Edwardsiella	635	genus	0	20	0	0.0
Edwardsiella tarda	636	species	3717889	14	2	4.02839e-74
Vibrionaceae	641	family	0	45	0	0.0
Aeromonas	642	genus	0	3	0	0.0
Aeromonas hydrophila	644	species	7739252	11	6	0.0
Aeromonas salmonicida	645	species	5040536	3	1	0.0
Aeromonas media	651	species	4788430	10	2	0.0
Aeromonas schubertii	652	species	4400034	2	1	0.0
Aeromonas veronii	654	species	7214925	5	1	3.12379e-229
Photobacterium	657	genus	0	1	0	0.0
Vibrio	662	genus	0	14	0	0.0
Vibrio alginolyticus	663	species	8138835	7	0	0.0
Vibrio cholerae	666	species	6170861	25	11	1.39922e-06
Vibrio harveyi	669	species	11920371	2	2	0.0
Vibrio parahaemolyticus	670	species	10344823	8	6	0.0
Vibrio vulnificus	672	species	10215744	1	1	0.0
Grimontia hollisae	673	species	3998273	5	0	0.0
Vibrio mimicus	674	species	8922704	6	0	0.0
Vibrio campbellii	680	species	12090206	6	3	0.0
Vibrio natriegens	691	species	10692018	3	2	0.0
Plesiomonas	702	genus	0	1	0	0.0
Plesiomonas shigelloides	703	species	3405979	7	2	0.0
Pasteurellaceae	712	family	0	8	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	4378647	4	2	0.0
Actinobacillus suis	716	species	2501598	2	0	0.0
Haemophilus	724	genus	0	1	0	0.0
Haemophilus influenzae	727	species	2672708	2	0	0.0
Haemophilus parainfluenzae	729	species	2086875	1	1	0.0
[Haemophilus] ducreyi	730	species	10121291	18	7	0.0
[Haemophilus] parasuis	738	species	4546750	3	1	0.0
Pasteurella multocida	747	species	2546987	6	4	0.0
Gallibacterium anatis	750	species	2694139	1	0	0.0
Coxiella burnetii	777	species	2076694	2	1	0.0
Orientia tsutsugamushi	784	species	2068019	2	2	0.0
Prevotella ruminicola	839	species	3619559	1	0	0.0
Desulfovibrio salexigens	880	species	4289847	1	0	0.0
Desulfovibrio vulgaris	881	species	3802302	1	0	0.0
Desulfomicrobium baculatum	899	species	3942657	1	1	0.0
Acidaminococcus fermentans	905	species	2329769	1	0	0.0
Megasphaera elsdenii	907	species	2504349	1	1	0.0
Nitrobacter winogradskyi	913	species	3402093	1	1	0.0
Nitrosomonas	914	genus	0	185	0	0.0
Nitrosomonas eutropha	916	species	2781824	106	5	0.0
Herbaspirillum	963	genus	0	1	0	0.0
Herbaspirillum seropedicae	964	species	8221139	3	3	0.0
Saprospira grandis	1008	species	4400185	1	1	0.0
