name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Myxococcus fulvus	33	species	10026214	1	0	0.0
Chondromyces crocatus	52	species	11388132	1	0	0.0
Sorangium cellulosum	56	species	13907952	1	0	0.0
Isosphaera pallida	128	species	5529304	1	0	0.0
Brachyspira hyodysenteriae	159	species	3055339	3	1	0.0
Leptospira	171	genus	0	1	0	0.0
Leptospira biflexa	172	species	3953768	1	1	0.0
Leptospira interrogans	173	species	5395453	1	0	0.0
Leptospira borgpetersenii	174	species	3948532	1	1	0.0
Azospirillum lipoferum	193	species	7223069	1	0	0.0
Campylobacter coli	195	species	5104439	1	0	0.0
Campylobacter jejuni	197	species	6156435	2	1	0.0
Helicobacter pylori	210	species	2044699	5	1	0.0
Helicobacter acinonychis	212	species	1557588	3	0	0.0
Pseudomonas	286	genus	0	1	0	0.0
Burkholderia cepacia	292	species	13365495	1	1	0.0
Ralstonia pickettii	329	species	6378979	1	1	0.0
Xanthomonas citri	346	species	17318955	1	0	0.0
Xanthomonas oryzae	347	species	17545599	2	2	0.0
Rhizobium	379	genus	0	1	0	0.0
Sinorhizobium fredii	380	species	6891900	1	0	0.0
Methylobacillus flagellatus	405	species	2971517	1	0	0.0
Methylobacterium	407	genus	0	1	0	0.0
Methylomonas methanica	421	species	5051681	1	0	0.0
Acetobacter pasteurianus	438	species	3216979	1	0	0.0
Gluconobacter oxydans	442	species	3306867	1	1	0.0
Moraxellaceae	468	family	0	1	0	0.0
Acinetobacter baumannii	470	species	11595472	1	1	0.0
Moraxella catarrhalis	480	species	2846413	1	1	0.0
Neisseria gonorrhoeae	485	species	4967431	2	0	0.0
Neisseria lactamica	486	species	2220606	3	0	0.0
Neisseria meningitidis	487	species	8508873	29	1	1.26658e-50
Kingella kingae	504	species	2140065	1	1	0.0
[Enterobacter] aerogenes	548	species	10750562	1	1	0.0
Pectobacterium carotovorum	554	species	4852842	3	0	1.32901e-06
Escherichia coli	562	species	12319210	7	6	0.0
Klebsiella pneumoniae	573	species	15713353	1	1	0.0
Yersinia enterocolitica	630	species	14308813	2	2	0.0
Edwardsiella tarda	636	species	3717889	1	1	0.0
Aeromonas salmonicida	645	species	5040536	1	1	0.0
Vibrio parahaemolyticus	670	species	10344823	8	3	0
Pasteurellaceae	712	family	0	1	0	0.0
Haemophilus parainfluenzae	729	species	2086875	1	0	0.0
[Haemophilus] ducreyi	730	species	10121291	5	5	0.0
Coxiella burnetii	777	species	2076694	1	0	0.0
Orientia tsutsugamushi	784	species	2068019	2	0	0.0
Sebaldella termitidis	826	species	4486650	1	1	0.0
Syntrophomonas wolfei	863	species	2936195	1	0	0.0
Desulfovibrio	872	genus	0	1	0	0.0
Desulfovibrio vulgaris	881	species	3802302	3	3	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	2	0	0.0
Bdellovibrio bacteriovorus	959	species	3652240	2	0	8.79501e-57
Cytophaga hutchinsonii	985	species	4433218	1	1	0.0
Flavobacterium columnare	996	species	6492116	1	0	0.0
Marivirga tractuosa	1006	species	4516490	1	0	0.0
Weeksella virosa	1014	species	2272954	1	1	0.0
Rhodomicrobium vannielii	1069	species	4014469	2	0	0.0
Chlorobium limicola	1092	species	2763181	1	0	0.0
Chlorobium phaeovibrioides	1094	species	1966858	1	0	0.0
Pelodictyon	1099	genus	0	1	0	0.0
Prosthecochloris	1101	genus	0	1	0	0.0
Porphyrobacter neustonensis	1112	species	3090363	1	0	0.0
Trichodesmium erythraeum	1206	species	7750108	1	0	0.0
Proteobacteria	1224	phylum	0	1	0	0.0
Firmicutes	1239	phylum	0	1	0	0.0
Leuconostoc gelidum	1244	species	1966103	1	1	0.0
Oenococcus oeni	1247	species	1780517	3	0	0.0
Leuconostoc carnosum	1252	species	1773468	1	0	0.0
Pediococcus pentosaceus	1255	species	1817384	1	1	0.0
Finegoldia magna	1260	species	1986740	1	0	0.0
Staphylococcus	1279	genus	0	8	8	0.0
Staphylococcus aureus	1280	species	7252422	266	144	3.50273e-05
Staphylococcus carnosus	1281	species	2605765	5	0	0.0
Staphylococcus epidermidis	1282	species	3296362	83	38	2.59888e-06
Staphylococcus haemolyticus	1283	species	2629003	19	6	1.05801e-17
Staphylococcus simulans	1286	species	2647552	14	2	0.0
Staphylococcus xylosus	1288	species	8411206	119	64	1.07802e-17
Staphylococcus warneri	1292	species	2560716	31	7	3.41099e-14
Staphylococcus schleiferi	1295	species	12494798	7	1	1.88115e-24
Streptococcus	1301	genus	0	345	321	0.0
Streptococcus gordonii	1302	species	3335036	589	5	1.88353e-31
Streptococcus oralis	1303	species	1958690	14	1	1.92385e-37
Streptococcus salivarius	1304	species	3636237	159	50	3.5479e-06
Streptococcus sanguinis	1305	species	2388435	66	1	5.80851e-37
