name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Clostridium botulinum	1491	species	4637504	4	2	0.0
Clostridium pasteurianum	1501	species	7159922	6	5	0.0
Clostridium perfringens	1502	species	6907798	4	3	0.0
[Clostridium] stercorarium	1510	species	4042789	1	0	0.0
Acetoanaerobium sticklandii	1511	species	2715461	3	3	0.0
Clostridium tetani	1513	species	2869591	12	9	0.0
Clostridium beijerinckii	1520	species	6161692	3	1	2.93491e-67
Clostridium kluyveri	1534	species	3989551	3	1	0.0
Clostridium novyi	1542	species	2547720	3	1	0.0
Clostridium scatologenes	1548	species	5749410	2	1	0.0
Gottschalkia acidurici	1556	species	3108248	1	1	0.0
Clostridium baratii	1561	species	3338630	2	2	0.0
Desulfosporosinus orientis	1563	species	5863081	1	1	0.0
Desulfotomaculum nigrificans	1565	species	2892255	3	2	0.0
Halobacillus halophilus	1570	species	4170008	2	0	0.0
Lactobacillus brevis	1580	species	2493592	2	1	0.0
Lactobacillus buchneri	1581	species	2575738	3	0	0.0
Lactobacillus delbrueckii	1584	species	1920382	7	4	0.0
Lactobacillus helveticus	1587	species	3148198	3	0	0.0
Lactobacillus plantarum	1590	species	8684028	63	43	9.25997e-07
Lactobacillus gasseri	1596	species	1894360	1	0	0.0
Lactobacillus reuteri	1598	species	2811237	10	5	0.0
Lactobacillus sakei	1599	species	1884661	2	0	4.26675e-06
Lactobacillus acetotolerans	1600	species	1704859	4	1	0.0
Lactobacillus fermentum	1613	species	2108824	2	1	0.0
Lactobacillus ruminis	1623	species	2066652	4	1	0.0
Lactobacillus salivarius	1624	species	2663133	5	1	1.57794e-66
Lactobacillus sanfranciscensis	1625	species	1375770	2	1	0.0
Listeria	1637	genus	0	2	0	0.0
Listeria ivanovii	1638	species	3701623	5	1	0.0
Listeria monocytogenes	1639	species	5926303	192	29	1.74327e-30
Listeria seeligeri	1640	species	2797636	2	1	0.0
Listeria innocua	1642	species	3093113	14	1	0.0
Erysipelothrix rhusiopathiae	1648	species	2398466	1	1	0.0
Corynebacterium diphtheriae	1717	species	2468991	1	1	0.0
Corynebacterium pseudotuberculosis	1719	species	6595197	2	2	0.0
Peptoclostridium acidaminophilum	1731	species	3055036	1	1	0.0
Tropheryma whipplei	2039	species	926620	1	0	0.0
Pimelobacter simplex	2045	species	5637360	1	0	0.0
Mycoplasma	2093	genus	0	4	2	0.0
Mycoplasma hominis	2098	species	925558	1	1	0.0
Mycoplasma mycoides	2102	species	2100167	1	1	0.0
Mycoplasma synoviae	2109	species	822985	2	2	0.0
Mycoplasma fermentans	2115	species	1048137	1	1	0.0
Mycoplasma putrefaciens	2123	species	846299	1	0	0.0
Mycoplasma flocculare	2128	species	778866	1	1	0.0
Spiroplasma	2132	genus	0	3	0	0.0
Spiroplasma mirum	2144	species	2265199	2	0	0.0
Acholeplasmataceae	2146	family	0	1	0	0.0
Acholeplasma laidlawii	2148	species	1496992	3	0	0.0
Mesoplasma florum	2151	species	809524	2	1	0.0
Methanothermus fervidus	2180	species	1243342	1	1	0.0
Methanosarcina barkeri	2208	species	4650840	1	1	0.0
Methanosarcina mazei	2209	species	4120463	1	1	0.0
Thermotoga	2335	genus	0	1	1	0.0
Thermotoga maritima	2336	species	5599391	4	0	0.0
Thermotoga neapolitana	2337	species	1884562	1	0	0.0
Flexistipes sinusarabici	2352	species	2526590	1	0	3.1827e-06
Symbiobacterium thermophilum	2734	species	3566135	1	1	0.0
Carnobacterium maltaromaticum	2751	species	3650416	10	6	2.20287e-06
Homo sapiens	9606	species	3238442024	403	270	4.9662e-09
Pseudoalteromonas phage PM2	10661	species	10079	1	1	0.0
Bifidobacterium animalis	28025	species	2054141	5	5	0.0
Lysinibacillus fusiformis	28031	species	4843789	17	17	0.0
Staphylococcus lugdunensis	28035	species	3479969	837	38	1.74071e-16
Streptococcus mitis	28037	species	3110438	131	8	4.16002e-44
Lactobacillus curvatus	28038	species	5775917	3	0	0
Alteromonas macleodii	28108	species	5557691	4	1	0.0
Francisella philomiragia	28110	species	4757195	2	2	0.0
Bacteroides ovatus	28116	species	6473892	1	1	0.0
Prevotella intermedia	28131	species	2718355	1	0	0.0
Leptospira santarosai	28183	species	3983611	1	0	0.0
Acetohalobium arabaticum	28187	species	2469596	1	0	0.0
Deltaproteobacteria	28221	class	0	1	0	0.0
Mycoplasma penetrans	28227	species	1358633	1	1	0.0
Colwellia psychrerythraea	28229	species	5373180	2	1	0.0
Ornithobacterium rhinotracheale	28251	species	2398521	1	0	0.0
[Clostridium] propionicum	28446	species	3120417	3	1	0.0
Burkholderia pseudomallei	28450	species	11222453	2	1	0.0
Leptospira alstonii	28452	species	4591888	1	0	0.0
Salmonella enterica	28901	species	6689149	1	0	0.0
[Clostridium] cellulosi	29343	species	2229578	1	0	0.0
Cellulosilyticum lentocellum	29360	species	4714237	5	2	0.0
Staphylococcus saprophyticus	29385	species	3903594	546925	533681	0.284509
Staphylococcus capitis	29388	species	2503265	93	26	1.27748e-29
Brucella melitensis	29459	species	4250264	2	2	0.0
Yersinia frederiksenii	29484	species	4550894	1	1	0.0
Pelobacter propionicus	29543	species	4241119	1	0	0.0
Lawsonia intracellularis	29546	species	1719103	1	0	0.0
Taylorella equigenitalis	29575	species	1713991	9	8	0.0
Helicobacter hepaticus	32025	species	1799146	1	0	0.0
synthetic construct	32630	species	26537524	213	38	6.06045e-07
Parvimonas micra	33033	species	1627009	1	0	0.0
Anaerococcus prevotii	33034	species	1998633	4	0	0.0
Bartonella grahamii	33045	species	2369520	1	0	0.0
Bartonella vinsonii	33047	species	1802699	1	0	0.0
Sphingopyxis terrae	33052	species	3983415	1	0	0.0
Acidithiobacillus caldus	33059	species	3112322	2	0	0.0
Acidobacterium capsulatum	33075	species	4127356	1	0	0.0
Anoxybacillus flavithermus	33934	species	2846746	2	0	0.0
Geobacillus thermodenitrificans	33940	species	3608012	4	3	0.0
Kyrpidia tusciae	33943	species	3384766	1	0	0.0
Acetobacterium woodii	33952	species	4044777	1	0	0.0
Lactobacillus johnsonii	33959	species	1958140	1	0	0.0
Leuconostoc citreum	33964	species	1896614	2	0	0.0
Melissococcus plutonius	33970	species	2059558	6	1	0.0
Exiguobacterium	33986	genus	0	2	0	0.0
Rickettsia bellii	33990	species	1525528	2	2	0.0
Francisellaceae	34064	family	0	1	0	0.0
Streptobacillus moniliformis	34105	species	1673280	1	1	0.0
Streptococcus phage T12	35344	species	37976	10304	273	0.0965958
Acholeplasma oculi	35623	species	1587120	3	0	0.0
Nitrosospira briensis	35799	species	3210113	1	1	0.0
Clostridium saccharoperbutylacetonicum	36745	species	6666445	5	2	0.0
Nocardia farcinica	37329	species	6376062	2	0	0.0
Candidatus Phytoplasma mali	37692	species	601943	2	1	0.0
Enterococcus casseliflavus	37734	species	3427276	17	7	0.0
Methanosarcina siciliae	38027	species	5222724	2	2	0.0
Acholeplasma palmae	38986	species	1554229	1	0	0.0
Methanococcus maripaludis	39152	species	1742753	2	2	0.0
[Eubacterium] eligens	39485	species	2831389	1	0	0.0
Acinetobacter johnsonii	40214	species	4081329	1	1	0.0
Halobacteroides halobius	42422	species	2649255	9	6	0.0
Corynebacterium argentoratense	42817	species	2031902	1	1	0.0
Ammonifex degensii	42838	species	2157067	4	0	0.0
Caldicellulosiruptor saccharolyticus	44001	species	2970275	1	0	0.0
Paenibacillus	44249	genus	0	1	0	0.0
Streptococcus cristatus	45634	species	2142100	15	5	3.75525e-06
Staphylococcus pasteuri	45972	species	2559946	698	657	3.14374e-06
Spiroplasma kunkelii	47834	species	1514561	36	33	0.0
Candidatus Arthromitus sp. SFB-mouse	49118	species	1603201	1	0	0.0
Mycoplasma crocodyli	50052	species	934379	1	0	0.0
Wigglesworthia glossinidia	51229	species	711269	5	5	0.0
Mycoplasma yeatsii	51365	species	895051	2	1	0.0
Aerococcus urinaeequi	51665	species	4067667	6	1	2.94105e-65
Tetragenococcus halophilus	51669	species	2476095	372	18	1.38633e-16
Brachyspira pilosicoli	52584	species	2635825	1	1	0.0
Actinomyces meyeri	52773	species	2049088	11	0	3.92437e-06
Enterococcus durans	53345	species	6143683	7	6	0.0
Enterococcus mundtii	53346	species	3351060	5	2	5.1117e-62
Lactobacillus lindneri	53444	species	2842174	1	0	0.0
Chroococcidiopsis thermalis	54299	species	6689401	3	1	0.0
Brevibacillus	55080	genus	0	1	0	0.0
Deinococcus proteolyticus	55148	species	2886836	1	1	0.0
Flavobacterium branchiophilum	55197	species	3563292	4	1	0.0
Xanthomonas sacchari	56458	species	5006106	1	0	0.0
Psychroflexus torquis	57029	species	4321832	1	1	0.0
Sulfurospirillum	57665	genus	0	1	0	0.0
Colwellia sp. MT41	58049	species	4337945	4	3	0.0
Desulfotomaculum acetoxidans	58138	species	4545624	2	0	0.0
Streptococcus macedonicus	59310	species	2142762	77	3	3.88184e-41
Cellulophaga algicola	59600	species	4888353	1	1	0.0
Desulfotomaculum reducens	59610	species	3608104	1	0	0.0
Candidatus Phytoplasma australiense	59748	species	919869	1	1	0.0
Lactobacillus paraplantarum	60520	species	3139729	2	0	0.0
Sanguibacter keddieii	60920	species	4253413	1	0	0.0
Dehalococcoides mccartyi	61435	species	1417114	1	0	0.0
Acholeplasma brassicae	61635	species	1877792	1	0	0.0
Shewanella baltica	62322	species	5379488	2	1	0.0
Zobellia galactanivorans	63186	species	5521712	1	1	0.0
Borreliella	64895	genus	0	1	0	0.0
Aquificaceae	64898	family	0	1	0	0.0
Lachnoclostridium phytofermentans	66219	species	4847594	1	0	0.0
Sulfurospirillum multivorans	66821	species	3175729	2	2	0.0
Streptomyces pactum	68249	species	8180260	1	0	0.0
Petrotoga mobilis	69499	species	2169548	1	0	0.0
Macrococcus caseolyticus	69966	species	2219737	20	7	7.24556e-06
Staphylococcus condimenti	70255	species	2659676	50	21	9.36565e-40
Mannheimia haemolytica	75985	species	2934797	1	1	0.0
Solibacillus silvestris	76853	species	3987727	42	31	4.03306e-06
Streptococcus constellatus	76860	species	1954077	519	18	2.70411e-33
Helicobacter typhlonius	76936	species	1920832	1	0	0.0
Denitrobacterium detoxificans	79604	species	2446250	1	1	0.0
Bacillus clausii	79880	species	4300106	1	0	0.0
Bacillus gibsonii	79881	species	4100094	5	0	0.0
Bacillus pseudofirmus	79885	species	4249248	2	0	0.0
Thioflavicoccus mobilis	80679	species	4137521	1	0	0.0
Haliangium ochraceum	80816	species	9446314	1	0	0.0
Aminobacterium colombiense	81468	species	1980592	1	1	0.0
Pragia fontium	82985	species	4094629	1	1	0.0
Methanocaldococcus fervens	83171	species	1507251	1	1	0.0
Aminobacter aminovorans	83263	species	6890726	2	0	0.0
Parachlamydia acanthamoebae	83552	species	3072383	1	1	0.0
[Clostridium] saccharolyticum	84030	species	4662871	1	0	0.0
Cryptobacterium curtum	84163	species	1617804	1	0	0.0
Brachyspira murdochii	84378	species	3241804	1	1	0.0
Synechococcus sp. WH 8102	84588	species	2434428	2	2	0.0
Thermacetogenium phaeum	85874	species	2939057	3	0	0.0
Chlamydia pecorum	85991	species	1105923	1	0	0.0
endosymbiont of Acanthamoeba sp. UWC8	86106	species	1615277	3	2	0.0
Bacillus weihenstephanensis	86662	species	5740546	2	0	0.0
Aerococcus christensenii	87541	species	1634920	2	0	0.0
Caulobacter segnis	88688	species	4655622	1	0	0.0
Candidatus Paracaedibacter acanthamoebae	91604	species	2485110	1	0	0.0
Thermotoga naphthophila	93930	species	1809823	4	0	0.0
Flavobacterium psychrophilum	96345	species	7603866	3	0	0.0
Halobacteriovorax marinus	97084	species	3437906	1	1	0.0
Anaerobaculum mobile	97477	species	2160700	1	0	0.0
Lactobacillus mucosae	97478	species	2434610	4	0	0.0
Bacillus sp. OxB-1	98228	species	3594618	1	1	0.0
Onion yellows phytoplasma	100379	species	853092	2	0	2.02189e-60
Streptococcus infantarius	102684	species	1913271	39	2	1.58525e-42
Acinetobacter nosocomialis	106654	species	4061750	1	0	0.0
Thermoanaerobacter italicus	108150	species	2451061	2	0	0.0
Mycobacterium vanbaalenii	110539	species	6491865	1	1	0.0
Leptolyngbya sp. PCC 7376	111781	species	5125950	2	0	0.0
Sulfolobus tokodaii	111955	species	2694756	4	4	0.0
Sphingopyxis alaskensis	117207	species	3373713	1	1	0.0
Aerococcus sanguinicola	119206	species	2033849	7	0	0
Pseudothermotoga thermarum	119394	species	2039943	1	0	0.0
Thermotoga sp. RQ7	126738	species	1851618	1	0	0.0
Aerococcus urinaehominis	128944	species	1831400	3	2	0.0
Geobacillus subterraneus	129338	species	3474426	2	1	0.0
Caldilinea aerophila	133453	species	5144873	2	0	0.0
Bacillus endophyticus	135735	species	5313985	5	1	0.0
Leuconostoc kimchii	136609	species	2101787	1	0	0.0
Weissella cibaria	137591	species	2577731	2	0	1.15771e-66
Helicobacter cetorum	138563	species	1903950	4	2	0.0
Desulfitobacterium metallireducens	142877	species	3176073	1	1	0.0
[Eubacterium] sulci	143393	species	1739380	1	0	0.0
Salinibacter ruber	146919	species	3710123	4	1	0.0
Carnobacterium inhibens	147709	species	2497115	7	1	0.0
Sulfuricurvum kujiense	148813	species	2819357	1	0	0.0
Lactobacillus kunkeei	148814	species	1614522	5	0	0.0
Streptococcus lutetiensis	150055	species	1975547	41	7	1.22164e-05
Vibrio antiquarius	150340	species	5089025	1	1	0.0
Pseudopedobacter saltans	151895	species	4635236	1	0	0.0
Pseudoalteromonas issachenkonii	152297	species	4131541	1	0	0.0
Burkholderia ambifaria	152480	species	11349840	1	1	0.0
Bacillus toyonensis	155322	species	5025419	3	1	0.0
Caulobacter vibrioides	155892	species	4029938	1	0	0.0
Jeotgalibacillus	157226	genus	0	1	0	0.0
Pseudomonas parafulva	157782	species	5087619	1	0	0.0
Enterobacter hormaechei	158836	species	11766809	1	0	0.0
Planaria asexual strain-specific virus-like element type 1	159252	species	7610	4	0	1.41263e-27
Paenibacillus terrae	159743	species	6083395	1	0	0.0
Acidithiobacillus ferrivorans	160808	species	3207552	2	0	0.0
Planococcus antarcticus	161360	species	3804624	6	2	1.72457e-18
Anaeromyxobacter dehalogenans	161493	species	5021404	1	0	0.0
Corynebacterium kroppenstedtii	161879	species	2446804	11	0	2.35229e-12
Haliangium	162027	genus	0	1	0	0.0
Weissella koreensis	165096	species	1441470	2	0	0.0
uncultured Termite group 1 bacterium	167965	species	1148570	2	2	0.0
Clostridium saccharobutylicum	169679	species	5107814	3	2	0.0
Tistrella mobilis	171437	species	6512983	1	1	0.0
Mycoplasma ovis	171632	species	702511	1	1	0.0
Elizabethkingia miricola	172045	species	4242519	1	0	0.0
Temperate phage phiNIH1.1	173707	species	43106	6834	95	0
Oceanobacillus iheyensis	182710	species	3630528	4	2	0.0
Thermodesulfobium narugense	184064	species	1898865	2	1	0.0
Candidatus Baumannia cicadellinicola	186490	species	1040878	1	1	0.0
Clostridiales	186802	order	0	1	0	0.0
Bacillaceae	186817	family	0	2	0	0.0
Sneathia amnii	187101	species	1330224	1	1	0.0
Oceanithermus profundus	187137	species	2439291	1	0	0.0
Pediococcus claussenii	187452	species	2958378	1	1	0.0
Thalassolituus oleivorans	187493	species	3842190	1	1	0.0
Pedobacter cryoconitis	188932	species	5950539	1	1	0.0
Vibrio coralliilyticus	190893	species	17260629	1	1	0.0
Planococcus maritimus	192421	species	3280721	6	6	0.0
Synechococcus sp. PCC 6312	195253	species	3720499	2	0	0.0
Streptococcus pasteurianus	197614	species	2100077	30	3	2.03312e-43
Anoxybacillus gonensis	198467	species	2803668	3	0	0.0
Caldisphaera lagunensis	200415	species	1546846	1	1	0.0
Planococcus rifietoensis	200991	species	3505011	1	0	0.0
Maize bushy stunt phytoplasma	202462	species	576118	1	0	0.0
Dickeya dadantii	204038	species	4922802	1	0	0.0
Alkaliphilus metalliredigens	208226	species	4929566	1	0	0.0
Carnobacterium sp. 17-4	208596	species	2685399	5	1	0.0
Halomonas campaniensis	213554	species	4074048	1	1	0.0
Erwinia sp. Ejp617	215689	species	3957675	2	1	0.0
Bifidobacterium longum	216816	species	3655960	2	1	0.0
Spiroplasma chrysopicola	216933	species	1123322	1	0	0.0
Spiroplasma syrphidicola	216945	species	1107344	1	0	0.0
Helicobacter sp. MIT 01-6242	222136	species	1594790	1	0	0.0
Aster yellows witches'-broom phytoplasma	229545	species	723970	1	0	0.0
Methanobrevibacter millerae	230361	species	2543538	1	1	0.0
Desulfitobacterium dichloroeliminans	233055	species	3624449	2	2	0.0
Alteromonas stellipolaris	233316	species	9533996	1	0	0.0
Pseudoalteromonas sp. SM9913	234831	species	4037671	1	0	0.0
Rummeliibacillus stabekisii	241244	species	3420739	21	2	0.0
Staphylococcus equorum	246432	species	8544915	17869	7192	0.0010095
Bacteroides cellulosilyticus	246787	species	7084828	3	3	0.0
Cardinium endosymbiont of Encarsia pergandiella	249402	species	944930	1	1	0.0
Robiginitalea biformata	252307	species	3530383	1	0	0.0
Mahella	252965	genus	0	1	0	0.0
Mahella australiensis	252966	species	3135972	2	0	0.0
Paraburkholderia phenoliruptrix	252970	species	7651131	1	0	0.0
Fictibacillus arsenicus	255247	species	4055461	5	4	0.0
Streptococcus pseudopneumoniae	257758	species	2195458	13	2	1.17968e-43
Bacillus muralis	264697	species	5007018	1	0	0.0
Rhodopirellula baltica	265606	species	7145576	2	1	0.0
Nitratifractor salsuginis	269261	species	2101285	1	0	0.0
Candidatus Amoebophilus asiaticus	281120	species	1884364	1	1	0.0
Staphylococcus pseudintermedius	283734	species	4509494	674	425	2.18949e-05
Streptomyces rubrolavendulae	285473	species	6543262	1	1	0.0
Segniliparus rotundus	286802	species	3157527	1	0	0.0
Alteromonas addita	287094	species	4649146	1	0	0.0
Photorhabdus asymbiotica	291112	species	5094138	1	1	0.0
Thermosediminibacter oceani	291990	species	2280035	1	0	0.0
Sphingopyxis sp. 113P3	292913	species	4664213	1	0	0.0
Bacillus lehensis	300825	species	3993073	3	2	0.0
Persephonella marina	309805	species	1983966	1	1	0.0
Spiroplasma eriocheiris	315358	species	1365714	1	0	0.0
Streptococcus gallolyticus	315405	species	2285714	73	11	1.346e-42
Leadbetterella byssophila	316068	species	4059653	2	1	0.0
Paenibacillus sp. JDR-2	324057	species	7184930	2	1	0.0
Bacillus infantis	324767	species	4884713	1	0	0.0
Paraglaciecola psychrophila	326544	species	5413691	1	1	0.0
Exiguobacterium sibiricum	332410	species	3040786	1	0	0.0
Chlorobium chlorochromatii	337090	species	2572079	3	2	0.0
Turneriella	338321	genus	0	1	0	0.0
Micavibrio aeruginosavorus	349221	species	2470296	1	1	0.0
Psychromonas ingrahamii	357794	species	4559598	3	0	0.0
Exiguobacterium sp. AT1b	360911	species	2999895	6	3	0.0
Lactobacillus backii	375175	species	14123253	1	0	0.0
Natranaerobius thermophilus	375929	species	3191453	1	0	0.0
Thermobacillus composti	377615	species	4355525	3	1	0.0
Cyanobacterium aponinum	379064	species	4176973	4	1	0.0
Clostridium taeniosporum	394958	species	3503541	16	16	0.0
Sphaerochaeta	399320	genus	0	1	0	0.0
Pontibacter korlensis	400092	species	5462537	1	0	0.0
Marinomonas sp. MWYL1	400668	species	5100344	1	0	0.0
Candidatus Riesia	401618	genus	0	1	0	0.0
Streptococcus phage P9	403905	species	40539	27	1	3.97308e-30
Virgibacillus sp. SK37	403957	species	3841730	7	1	6.0938e-65
Shewanella piezotolerans	404011	species	5396476	1	0	0.0
Alicyclobacillus acidocaldarius	405212	species	3164867	8	7	0.0
Salinicoccus halodurans	407035	species	2778379	2	2	0.0
Calyptogena okutanii thioautotrophic gill symbiont	410330	species	1022154	1	1	0.0
Caldicellulosiruptor hydrothermalis	413888	species	2770676	1	1	0.0
