name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Shigella boydii	621	species	4698475	283960	6747	0.000682084
Shigella dysenteriae	622	species	4560911	222308	7274	0.000649333
Shigella flexneri	623	species	4763519	284108	4661	0.00110997
Shigella sonnei	624	species	6798914	308199	3681	0.000355364
Xenorhabdus	626	genus	0	33	0	0.0
Xenorhabdus nematophila	628	species	4586662	23	1	3.3074e-18
Yersinia	629	genus	0	7945	1	0.0
Yersinia enterocolitica	630	species	14308813	1114	115	6.12275e-06
Yersinia intermedia	631	species	4859749	20	4	3.42281e-51
Yersinia pestis	632	species	7124135	11455	246	0.000205094
Yersinia pseudotuberculosis	633	species	9565781	11039	10	3.24862e-21
Edwardsiella	635	genus	0	79	0	0.0
Edwardsiella tarda	636	species	3717889	134	10	5.31681e-17
Vibrionaceae	641	family	0	6	0	0.0
Aeromonas	642	genus	0	25	0	0.0
Aeromonas hydrophila	644	species	7739252	70	27	0.0
Aeromonas salmonicida	645	species	5040536	27	2	1.48438e-06
Aeromonas media	651	species	4788430	87	17	7.75493e-241
Aeromonas schubertii	652	species	4400034	9	5	0.0
Aeromonas veronii	654	species	7214925	29	7	2.41047e-13
Photobacterium	657	genus	0	2	0	0.0
Vibrio	662	genus	0	28	1	0.0
Vibrio alginolyticus	663	species	8138835	10	1	0.0
Vibrio cholerae	666	species	6170861	80	51	3.43904e-240
Aliivibrio fischeri	668	species	4273718	3	0	8.40756e-264
Vibrio harveyi	669	species	11920371	6	0	0.0
Vibrio parahaemolyticus	670	species	10344823	36	26	1.93537e-17
Vibrio vulnificus	672	species	10215744	19	7	1.46481e-06
Grimontia hollisae	673	species	3998273	19	2	0.0
Vibrio mimicus	674	species	8922704	22	1	2.42124e-235
Vibrio fluvialis	676	species	4827724	6	0	1.47649e-234
Vibrio campbellii	680	species	12090206	34	13	3.12444e-90
Vibrio natriegens	691	species	10692018	14	9	0.0
Plesiomonas	702	genus	0	5	0	0.0
Plesiomonas shigelloides	703	species	3405979	20	8	2.96922e-242
Pasteurellaceae	712	family	0	6	0	0.0
Actinobacillus	713	genus	0	1	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	4378647	30	22	0.0
Actinobacillus pleuropneumoniae	715	species	2299903	5	0	4.38851e-249
Actinobacillus suis	716	species	2501598	5	0	0.0
Actinobacillus equuli	718	species	2431533	5	0	0.0
Haemophilus	724	genus	0	1	0	0.0
Haemophilus influenzae	727	species	2672708	17	8	0.0
Haemophilus parainfluenzae	729	species	2086875	1	1	0.0
[Haemophilus] ducreyi	730	species	10121291	11	7	0.0
Histophilus somni	731	species	2138367	7	2	0.0
Aggregatibacter aphrophilus	732	species	3520359	10	5	0.0
[Haemophilus] parasuis	738	species	4546750	10	5	0.0
Pasteurella multocida	747	species	2546987	25	24	0.0
Gallibacterium anatis	750	species	2694139	8	2	0.0
Bartonella bacilliformis	774	species	1444212	1	0	0.0
Coxiella burnetii	777	species	2076694	5	1	0.0
Ehrlichia ruminantium	779	species	2264626	1	0	0.0
Chlamydia trachomatis	813	species	1376168	1	0	0.0
Bacteroides thetaiotaomicron	818	species	6390542	1	1	0.0
Parabacteroides distasonis	823	species	4811379	1	0	0.0
Porphyromonas	836	genus	0	1	0	0.0
Porphyromonas gingivalis	837	species	2343668	2	0	0.0
Wolinella succinogenes	844	species	2110355	2	0	0.0
Fusobacterium nucleatum	851	species	2948417	1	1	0.0
Dichelobacter nodosus	870	species	1389350	1	0	0.0
Desulfovibrio	872	genus	0	1	0	0.0
Desulfovibrio africanus	873	species	4200534	2	1	0.0
Desulfovibrio desulfuricans	876	species	3366008	3	0	0.0
Desulfovibrio salexigens	880	species	4289847	1	0	0.0
Desulfovibrio vulgaris	881	species	3802302	2	0	0.0
Desulfobulbus propionicus	894	species	3851869	1	0	0.0
Desulfococcus multivorans	897	species	4455399	3	2	0.0
Desulfomicrobium baculatum	899	species	3942657	1	0	0.0
Acidaminococcus fermentans	905	species	2329769	3	0	0.0
Megasphaera elsdenii	907	species	2504349	1	1	0.0
Nitrobacter hamburgensis	912	species	5011522	1	1	0.0
Nitrosomonas eutropha	916	species	2781824	1	1	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	1	1	0.0
Thiomonas intermedia	926	species	3462095	1	1	0.0
Halothiobacillus neapolitanus	927	species	2582886	6	0	0.0
Ehrlichia canis	944	species	1315030	1	0	0.0
Ehrlichia chaffeensis	945	species	1174554	1	0	0.0
Neorickettsia risticii	950	species	879977	1	0	0.0
Neorickettsia sennetsu	951	species	859006	1	0	0.0
Wolbachia	953	genus	0	1	0	0.0
Herbaspirillum seropedicae	964	species	8221139	3	3	0.0
Halanaerobiaceae	972	family	0	2	0	0.0
Cytophaga hutchinsonii	985	species	4433218	1	0	0.0
Flavobacterium columnare	996	species	6492116	4	4	0.0
Saprospira grandis	1008	species	4400185	2	2	0.0
Beggiatoa	1021	genus	0	1	0	0.0
Allochromatium vinosum	1049	species	3669074	7	1	2.29568e-260
Halorhodospira halophila	1053	species	2678452	1	1	0.0
Rhodobacter	1060	genus	0	1	0	0.0
Rhodobacter capsulatus	1061	species	3871920	2	0	1.88161e-261
Rhodobacter sphaeroides	1063	species	5768316	1	1	0.0
Rhodopseudomonas	1073	genus	0	1	0	0.0
Rhodopseudomonas palustris	1076	species	5408501	1	0	0.0
Blastochloris viridis	1079	species	11174693	1	1	0.0
Rhodospirillum	1081	genus	0	1	0	0.0
Rhodospirillum rubrum	1085	species	4379691	2	0	0.0
Chlorobium phaeobacteroides	1096	species	2935152	1	1	0.0
Prosthecochloris	1101	genus	0	1	0	0.0
Chloroflexus aurantiacus	1108	species	5258541	3	0	0.0
Porphyrobacter	1111	genus	0	1	0	0.0
Microcystis aeruginosa	1126	species	4810004	1	0	0.0
Synechococcus	1129	genus	0	2	0	0.0
Prochlorococcus marinus	1219	species	1879471	2	2	0.0
Proteobacteria	1224	phylum	0	1	0	0.0
Nitrosococcus oceani	1229	species	3522111	8	1	0.0
Nitrosospira multiformis	1231	species	3234309	1	0	0.0
Gammaproteobacteria	1236	class	0	6	3	0.0
Oenococcus oeni	1247	species	1780517	2	2	0.0
Leuconostoc carnosum	1252	species	1773468	1	1	0.0
Ruminococcus albus	1264	species	4482087	1	0	0.0
Micrococcus luteus	1270	species	2501097	1	0	0.0
Staphylococcus	1279	genus	0	18	16	0.0
Staphylococcus aureus	1280	species	7252422	803	470	0.000106265
Staphylococcus carnosus	1281	species	2605765	14	5	4.39148e-103
Staphylococcus epidermidis	1282	species	3296362	196	95	1.00478e-05
Staphylococcus haemolyticus	1283	species	2629003	51	10	1.15071e-38
Staphylococcus simulans	1286	species	2647552	17	7	3.96792e-17
Staphylococcus xylosus	1288	species	8411206	334	160	9.0876e-07
Staphylococcus warneri	1292	species	2560716	72	10	1.86844e-14
Staphylococcus schleiferi	1295	species	12494798	27	11	3.2619e-62
Deinococcus	1298	genus	0	2	0	0.0
Streptococcus salivarius	1304	species	3636237	1	1	0.0
Streptococcus suis	1307	species	2683756	2	0	0.0
Streptococcus thermophilus	1308	species	3463400	1	1	0.0
Streptococcus agalactiae	1311	species	5721038	1	1	0.0
Streptococcus pneumoniae	1313	species	2272871	5	0	0.0
Streptococcus pyogenes	1314	species	4096430	3	3	0.0
Streptococcus anginosus	1328	species	2557124	3	1	0.0
Streptococcus equi	1336	species	2140495	1	1	0.0
Streptococcus intermedius	1338	species	1963517	2	0	0.0
Streptococcus parauberis	1348	species	2143887	1	1	0.0
Enterococcus faecalis	1351	species	3401628	8	3	0.0
Enterococcus hirae	1354	species	2908247	5	5	0.0
Atopobium	1380	genus	0	1	0	0.0
Bacillus	1386	genus	0	2	1	0.0
Bacillus amyloliquefaciens	1390	species	5608910	1	0	0.0
Bacillus anthracis	1392	species	17446789	4	4	0.0
Brevibacillus brevis	1393	species	6296436	3	2	0.0
Bacillus cereus	1396	species	9676532	4	0	0.0
Bacillus coagulans	1398	species	4327944	2	2	0.0
Bacillus megaterium	1404	species	5334474	2	2	0.0
Bacillus mycoides	1405	species	11312355	1	0	0.0
Paenibacillus polymyxa	1406	species	6883167	8	3	0.0
Bacillus pumilus	1408	species	20721195	3	2	0.0
Bacillus subtilis	1423	species	7550081	1	1	0.0
Bacillus thuringiensis	1428	species	10269592	9	5	0.0
Amphibacillus xylanus	1449	species	2569486	1	1	0.0
Bacillus atrophaeus	1452	species	4171548	1	0	0.0
Brevibacillus laterosporus	1465	species	5153859	1	1	0.0
Clostridium botulinum	1491	species	4637504	18	9	0.0
Clostridioides difficile	1496	species	6297836	1	1	0.0
Clostridium formicaceticum	1497	species	4586755	3	0	0.0
Clostridium perfringens	1502	species	6907798	1	1	0.0
Clostridium tetani	1513	species	2869591	2	2	0.0
Clostridium beijerinckii	1520	species	6161692	1	1	0.0
Clostridium ljungdahlii	1538	species	4630065	1	0	0.0
Clostridium scatologenes	1548	species	5749410	1	1	0.0
Gottschalkia acidurici	1556	species	3108248	1	1	0.0
Leifsonia xyli	1575	species	2955779	1	0	0.0
Lactobacillus casei	1582	species	3039836	1	0	0.0
Lactobacillus helveticus	1587	species	3148198	1	1	0.0
Lactobacillus plantarum	1590	species	8684028	2	0	0.0
Lactobacillus paracasei	1597	species	4200086	1	0	0.0
Lactobacillus reuteri	1598	species	2811237	3	0	8.2041e-254
Listeria	1637	genus	0	1	0	0.0
Listeria monocytogenes	1639	species	5926303	12	5	6.61676e-169
Erysipelothrix rhusiopathiae	1648	species	2398466	1	0	0.0
Trueperella pyogenes	1661	species	3453353	1	1	0.0
Bifidobacterium	1678	genus	0	1	0	0.0
Bifidobacterium coryneforme	1687	species	1755151	1	1	0.0
Corynebacterium	1716	genus	0	1	0	0.0
Corynebacterium glutamicum	1718	species	6155998	1	1	0.0
Corynebacterium pseudotuberculosis	1719	species	6595197	5	2	0.0
Eubacterium limosum	1736	species	4233519	2	0	0.0
Propionibacterium freudenreichii	1744	species	2646865	1	1	0.0
Actinobacteria	1760	class	0	2	0	0.0
Mycobacterium	1763	genus	0	1	0	0.0
Mycobacterium fortuitum	1766	species	6254616	1	1	0.0
Mycobacterium marinum	1781	species	6555333	1	1	0.0
Mycobacterium vaccae	1810	species	6235754	2	2	0.0
Rhodococcus	1827	genus	0	1	0	0.0
Actinoplanes missouriensis	1866	species	8773466	1	1	0.0
Streptomyces	1883	genus	0	1	0	0.0
Streptomyces clavuligerus	1901	species	7590758	1	1	0.0
Streptomyces noursei	1971	species	9815884	1	0	0.0
Nocardiopsis dassonvillei	2014	species	6543312	1	1	0.0
Rothia dentocariosa	2047	species	2506025	3	0	0.0
Gordonia bronchialis	2054	species	5290012	1	0	0.0
Mycoplasma capricolum	2095	species	1692864	2	1	0.0
Mycoplasma leachii	2105	species	1008951	1	0	0.0
Mycoplasma pulmonis	2107	species	963879	2	2	0.0
Mycoplasma mobile	2118	species	777079	1	0	0.0
Ureaplasma urealyticum	2130	species	874478	2	0	6.63959e-226
Spiroplasma taiwanense	2145	species	1086278	1	1	0.0
Halorubrum lacusprofundi	2247	species	3692576	1	0	2.60523e-260
Thermotoga maritima	2336	species	5599391	1	0	0.0
Haliscomenobacter hydrossis	2350	species	8771651	1	0	0.0
Desulfomonile tiedjei	2358	species	6527027	3	0	0.0
Xylella	2370	genus	0	1	0	0.0
Xylella fastidiosa	2371	species	2609554	2	1	0.0
Thermosipho africanus	2421	species	2016657	1	0	0.0
Fervidobacterium	2422	genus	0	1	0	0.0
Teredinibacter turnerae	2426	species	5193164	5	0	0.0
Roseobacter	2433	genus	0	1	0	0.0
Symbiobacterium	2733	genus	0	1	0	0.0
Marinobacter	2742	genus	0	8	1	0.0
Halomonas	2745	genus	0	1	0	0.0
Halomonas elongata	2746	species	4061296	5	3	0.0
Homo sapiens	9606	species	3238442024	1774	1326	7.02356e-07
Myoviridae	10662	family	153908	1	0	0.0
Escherichia virus Mu	10677	species	36717	80	0	1.26358e-81
Escherichia virus P1	10678	species	94800	297	0	6.23098e-67
Escherichia virus P2	10679	species	33593	3	0	0.0
Siphoviridae	10699	family	47340	17	0	0.0
Escherichia virus Lambda	10710	species	48502	169	0	1.32824e-38
Enterobacteria phage phi80	10713	species	46150	2	0	0.0
Enterobacteria phage 933W	10730	leaf	61670	270	0	4.46425e-41
Escherichia virus HK022	10742	species	40751	9	0	1.14224e-49
Podoviridae	10744	family	65210	32	0	0.0
Salmonella virus P22	10754	species	41724	2	0	0.0
Shigella phage Sf6	10761	species	39043	1	0	0.0
Acidovorax	12916	genus	0	1	0	0.0
Azoarcus	12960	genus	0	1	0	0.0
Sphingomonas	13687	genus	0	2	0	0.0
Bifidobacterium animalis	28025	species	2054141	6	6	0.0
Lysinibacillus fusiformis	28031	species	4843789	2	1	0.0
Staphylococcus lugdunensis	28035	species	3479969	37	1	5.88787e-22
Streptococcus mitis	28037	species	3110438	6	0	0.0
Neisseria weaveri	28091	species	2188497	1	0	0.0
Alteromonas macleodii	28108	species	5557691	7	1	0.0
Francisella philomiragia	28110	species	4757195	5	0	0.0
Bacteroides ovatus	28116	species	6473892	1	0	0.0
Odoribacter splanchnicus	28118	species	4392288	1	1	0.0
Prevotella denticola	28129	species	2937589	1	0	0.0
Cronobacter sakazakii	28141	species	5648091	618	35	1.56601e-06
Serratia proteamaculans	28151	species	5495657	42	5	4.14822e-186
Yersinia kristensenii	28152	species	4496569	31	1	1.82546e-49
Vibrio nigripulchritudo	28173	species	6322155	20	9	0.0
Acetohalobium arabaticum	28187	species	2469596	2	2	0.0
Arcobacter	28196	genus	0	2	0	0.0
Arcobacter butzleri	28197	species	2283719	1	1	0.0
Deltaproteobacteria	28221	class	0	1	0	0.0
Mycoplasma penetrans	28227	species	1358633	4	0	0.0
Colwellia	28228	genus	0	3	0	0.0
Colwellia psychrerythraea	28229	species	5373180	1	0	6.60175e-17
Geobacter metallireducens	28232	species	4011182	3	0	0.0
Halomonadaceae	28256	family	0	6	0	0.0
Thermodesulfovibrio yellowstonii	28262	species	2003803	3	0	0.0
Burkholderia pseudomallei	28450	species	11222453	2	1	0.0
Salmonella enterica	28901	species	6689149	30552	2709	0.000128777
Cellulosilyticum lentocellum	29360	species	4714237	1	1	0.0
Staphylococcus saprophyticus	29385	species	3903594	26695	26074	0.0120877
Staphylococcus capitis	29388	species	2503265	2	0	0.0
Microlunatus phosphovorus	29405	species	5683123	2	2	0.0
Rhodoplanes	29407	genus	0	1	0	0.0
Moraxella ovis	29433	species	2306095	5	1	0.0
Xanthomonas albilineans	29447	species	3852299	1	0	0.0
Pectobacterium atrosepticum	29471	species	7546597	31	8	6.11035e-229
Yersinia aldovae	29483	species	4471090	71	7	1.70443e-06
Yersinia frederiksenii	29484	species	4550894	40	17	9.88669e-50
Yersinia rohdei	29485	species	4372253	41	8	0
Yersinia ruckeri	29486	species	7304941	172	29	4.39134e-16
Photorhabdus	29487	genus	0	14	0	0.0
Photorhabdus luminescens	29488	species	5688987	49	7	8.96289e-238
Vibrio furnissii	29494	species	4916408	25	4	2.60526e-20
Vibrio tubiashii	29498	species	5540337	3	1	0.0
Turneriella parva	29510	species	4409302	1	0	0.0
Borreliella garinii	29519	species	933029	1	0	0.0
Lawsonia intracellularis	29546	species	1719103	3	0	0.0
Taylorella	29574	genus	0	2	0	0.0
Taylorella equigenitalis	29575	species	1713991	25	13	0.0
Rhodobacteraceae	31989	family	0	1	0	0.0
Burkholderia	32008	genus	0	6	0	0.0
Helicobacter hepaticus	32025	species	1799146	1	1	0.0
Xanthomonadaceae	32033	family	0	1	0	0.0
Chloroflexales	32064	order	0	1	0	0.0
Buchnera	32199	genus	0	3	0	0.0
synthetic construct	32630	species	26537524	11211	1092	3.46528e-05
Cutibacterium avidum	33010	species	2627993	1	1	0.0
Thauera	33057	genus	0	1	0	0.0
Acidithiobacillus caldus	33059	species	3112322	9	8	0.0
Gloeobacter violaceus	33072	species	4659019	1	0	0.0
Acidobacterium capsulatum	33075	species	4127356	1	1	0.0
Coriobacterium	33870	genus	0	1	0	0.0
Coriobacterium glomerans	33871	species	2115681	2	0	0.0
Rathayibacter tritici	33888	species	3354681	1	0	0.0
Geobacillus thermodenitrificans	33940	species	3608012	2	2	0.0
Lactobacillaceae	33958	family	0	1	0	0.0
Lactobacillus johnsonii	33959	species	1958140	1	0	0.0
Rhodospirillum centenum	34018	species	4355543	1	1	0.0
Leptothrix cholodnii	34029	species	4909403	1	1	0.0
Rahnella	34037	genus	0	26	0	0.0
Rahnella aquatilis	34038	species	5656799	72	14	2.3797e-224
Moraxella osloensis	34062	species	2649137	3	0	0.0
Francisellaceae	34064	family	0	1	0	0.0
Variovorax paradoxus	34073	species	6817856	3	2	0.0
Riemerella anatipestifer	34085	species	2813253	1	1	0.0
Simkania	34093	genus	0	1	0	0.0
Geobacter sulfurreducens	35554	species	3764200	2	0	0.0
Citrobacter amalonaticus	35703	species	7931914	3102	233	7.21463e-06
Coprothermobacter proteolyticus	35786	species	1424912	1	0	0.0
Ehrlichia muris	35795	species	1196717	1	0	0.0
Clostridium saccharoperbutylacetonicum	36745	species	6666445	1	1	0.0
Pseudomonas cichorii	36746	species	5986012	6	1	0.0
Mycobacterium abscessus	36809	species	18231971	1	1	0.0
Thiobacillus denitrificans	36861	species	2909809	1	0	0.0
Nocardia farcinica	37329	species	6376062	5	0	0.0
Marichromatium purpuratum	37487	species	3779112	3	0	0.0
Escherichia virus HK97	37554	species	39732	107	2	9.70873e-44
Rhodococcus opacus	37919	species	8880502	2	1	0.0
[Eubacterium] rectale	39491	species	3449685	1	1	0.0
Mesorhizobium ciceri	39645	species	6838036	3	3	0.0
Methanosalsum zhilinae	39669	species	2138444	1	1	0.0
Thiomicrospira crunogena	39765	species	2427734	2	2	0.0
Erythrobacter litoralis	39960	species	3151875	1	0	0.0
Aliivibrio salmonicida	40269	species	4655660	9	7	0.0
Stenotrophomonas	40323	genus	0	1	0	0.0
Stenotrophomonas maltophilia	40324	species	6512435	1	1	0.0
Leptotrichia buccalis	40542	species	2465610	1	1	0.0
Xenorhabdus bovienii	40576	species	4523083	39	5	1.93752e-06
Xenorhabdus poinarii	40577	species	3659523	20	8	7.71207e-19
Thioploca ingrica	40754	species	4810005	2	0	0.0
Bradyrhizobiaceae	41294	family	0	1	0	0.0
Streptomyces sampsonii	42239	species	7070328	1	0	0.0
Nitrospira moscoviensis	42253	species	4589485	1	1	0.0
Halobacteroides	42417	genus	0	1	0	0.0
Halobacteroides halobius	42422	species	2649255	2	2	0.0
Roseobacter litoralis	42443	species	4745450	1	1	0.0
Ammonifex degensii	42838	species	2157067	2	0	0.0
Pseudomonas alcaligenes	43263	species	4406305	1	0	0.0
Butyrivibrio proteoclasticus	43305	species	4404886	2	0	0.0
Pseudomonas denitrificans	43306	species	5696307	1	0	0.0
Pseudoalteromonas luteoviolacea	43657	species	18666577	2	0	0.0
Pseudoalteromonas rubra	43658	species	5913780	4	1	0.0
Corynebacterium urealyticum	43771	species	2342642	1	0	0.0
Tolumonas	43947	genus	0	6	0	0.0
Tolumonas auensis	43948	species	3471292	31	4	6.44811e-259
Cyanothece	43988	genus	0	1	0	0.0
Ferrimonas balearica	44012	species	4279159	9	3	0.0
Nitrosomonas communis	44574	species	4067838	1	1	0.0
Sulfurospirillum barnesii	44674	species	2510109	1	0	0.0
Desulfovibrio fairfieldensis	44742	species	3699310	1	0	0.0
Natronobacterium gregoryi	44930	species	3788356	1	1	0.0
Capnocytophaga haemolytica	45243	species	2688484	1	1	0.0
Psychrobacter urativorans	45610	species	2931580	1	1	0.0
Vibrio scophthalmi	45658	species	9728927	4	2	7.69053e-07
Desulfohalobium	45662	genus	0	1	0	0.0
Staphylococcus pasteuri	45972	species	2559946	34	32	0.0
Sphingobium chlorophenolicum	46429	species	4573221	1	1	0.0
Lactobacillus rhamnosus	47715	species	3484485	1	0	0.0
Bibersteinia trehalosi	47735	species	2411529	15	6	0.0
Spiroplasma kunkelii	47834	species	1514561	1	1	0.0
Pseudomonas azotoformans	47878	species	6859618	4	2	1.08744e-226
Pseudomonas oryzihabitans	47885	species	4834356	11	4	0.0
Serratia fonticola	47917	species	12326310	73	12	6.07079e-07
Acinetobacter pittii	48296	species	6018266	2	0	0.0
Xanthomonas fragariae	48664	species	8565300	1	1	0.0
Candidatus Arthromitus sp. SFB-mouse	49118	species	1603201	1	0	0.0
Desulfitobacterium hafniense	49338	species	5503334	2	0	0.0
Flavobacteriaceae	49546	family	0	1	0	0.0
Wigglesworthia	51228	genus	0	2	0	0.0
Wigglesworthia glossinidia	51229	species	711269	25	14	0.0
Pediococcus damnosus	51663	species	11570178	1	1	0.0
Tetragenococcus halophilus	51669	species	2476095	17	0	2.56439e-18
Meiothermus silvanus	52022	species	3721669	1	0	0.0
Prevotella dentalis	52227	species	3350206	1	0	0.0
Brachyspira pilosicoli	52584	species	2635825	1	1	0.0
Pseudoalteromonas	53246	genus	0	3	0	0.0
Pantoea	53335	genus	0	225	0	0.0
Enterococcus mundtii	53346	species	3351060	1	0	0.0
Intrasporangium calvum	53358	species	4024382	1	0	0.0
Hyphomicrobium denitrificans	53399	species	3723828	1	0	8.12803e-261
Pseudomonas citronellolis	53408	species	14631203	2	0	0.0
Pseudomonas resinovorans	53412	species	6484828	1	0	0.0
Xanthomonas axonopodis	53413	species	5343358	1	1	0.0
Halobacteroidaceae	53434	family	0	1	0	0.0
