name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	1	1	0.0
Buchnera aphidicola	9	species	619958	15	9	0.0
Cellulomonas gilvus	11	species	3526441	1	1	0.0
Dictyoglomus thermophilum	14	species	1959987	1	0	0.0
Shewanella	22	genus	0	8	0	0.0
Shewanella putrefaciens	24	species	4749735	4	1	0.0
Stigmatella aurantiaca	41	species	10260756	2	2	0.0
Archangium gephyra	48	species	12489432	1	1	0.0
Sorangium cellulosum	56	species	13907952	1	1	0.0
Hyphomicrobium	81	genus	0	2	0	0.0
Hyphomonas	85	genus	0	1	0	0.0
Runella slithyformis	106	species	6919729	1	0	0.0
Planctopirus limnophila	120	species	5460085	4	0	0.0
Pirellula staleyi	125	species	6196199	5	2	0.0
Isosphaera pallida	128	species	5529304	1	0	0.0
Brachyspira hyodysenteriae	159	species	3055339	1	0	0.0
Leptospira biflexa	172	species	3953768	1	1	0.0
Azospirillum brasilense	192	species	13978806	1	0	0.0
Campylobacter lari	201	species	1576113	1	1	0.0
Helicobacter pylori	210	species	2044699	2	2	0.0
Francisella tularensis	263	species	2777166	2	2	0.0
Paracoccus denitrificans	266	species	5236194	1	1	0.0
Pseudomonas	286	genus	0	5	0	0.0
Pseudomonas aeruginosa	287	species	22457305	4	2	7.52423e-07
Pseudoalteromonas atlantica	288	species	5187005	1	1	0.0
Burkholderia cepacia	292	species	13365495	11	6	0.0
Pseudomonas fluorescens	294	species	14826544	14	6	0
Pseudomonas fragi	296	species	5101809	3	0	0.0
Pseudomonas mendocina	300	species	5293211	5	0	7.54245e-07
Pseudomonas putida	303	species	6888188	14	7	0.0
Ralstonia solanacearum	305	species	11186335	1	1	1.21103e-06
Pseudomonas stutzeri	316	species	7755802	5	3	0.0
Pseudomonas syringae	317	species	6129101	1	0	0.0
Burkholderia glumae	337	species	7333967	1	0	0.0
Xanthomonas translucens	343	species	4638247	3	0	0.0
Rhizobiales	356	order	0	1	0	0.0
Sinorhizobium fredii	380	species	6891900	2	0	0.0
Sinorhizobium meliloti	382	species	6962835	4	0	0.0
Rhizobium leguminosarum	384	species	7369497	1	0	0.0
Methylococcaceae	403	family	0	2	0	0.0
Methylococcus capsulatus	414	species	3304561	1	0	0.0
Methylomonas	416	genus	0	1	0	0.0
Legionella pneumophila	446	species	15688009	4	3	0.0
Legionella hackeliae	449	species	3570857	1	0	0.0
Legionella longbeachae	450	species	4149158	1	0	0.0
Tatlockia micdadei	451	species	3310028	2	1	0.0
Moraxellaceae	468	family	0	2	0	0.0
Acinetobacter	469	genus	0	2	0	0.0
Acinetobacter baumannii	470	species	11595472	1	0	0.0
Moraxella catarrhalis	480	species	2846413	4	1	0.0
Neisseriaceae	481	family	0	2	0	0.0
Neisseria	482	genus	0	3	0	0.0
Neisseria meningitidis	487	species	8508873	6	2	0.0
Neisseria elongata	495	species	2256647	1	0	0.0
Chromobacterium violaceum	536	species	4751080	1	0	0.0
Zymomonas mobilis	542	species	2426073	1	0	0.0
Enterobacteriaceae	543	family	0	767	424	0.0
Citrobacter	544	genus	0	434	0	0.0
Citrobacter koseri	545	species	4735357	25473	64	0.000148382
Citrobacter freundii	546	species	16193243	1520	78	8.2976e-06
Enterobacter	547	genus	0	395	8	0.0
[Enterobacter] aerogenes	548	species	10750562	25283	35	0
Pantoea agglomerans	549	species	9924054	32	2	8.69024e-24
Enterobacter cloacae	550	species	10083180	494	37	2.68967e-06
Erwinia	551	genus	0	15	0	0.0
Erwinia amylovora	552	species	3869718	13	4	0.0
Pantoea ananatis	553	species	4842757	512	39	2.79935e-05
Pectobacterium carotovorum	554	species	4852842	37	15	2.79163e-06
