name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Buchnera aphidicola	9	species	619958	2	1	0.0
Cellulomonas gilvus	11	species	3526441	1	0	0.0
Pelobacter carbinolicus	19	species	3665893	2	0	0.0
Shewanella putrefaciens	24	species	4749735	2	1	0.0
Chondromyces crocatus	52	species	11388132	1	0	0.0
Sorangium cellulosum	56	species	13907952	2	1	0.0
Leptothrix	88	genus	0	1	0	0.0
Runella slithyformis	106	species	6919729	1	1	0.0
Isosphaera pallida	128	species	5529304	2	1	0.0
Spirochaeta thermophila	154	species	2516433	1	1	0.0
Treponema pallidum	160	species	1138607	1	0	0.0
Treponema succinifaciens	167	species	2897425	1	0	0.0
Leptospira biflexa	172	species	3953768	2	1	0.0
Leptospira interrogans	173	species	5395453	2	0	0.0
Leptospira borgpetersenii	174	species	3948532	2	0	0.0
Azospirillum brasilense	192	species	13978806	1	1	0.0
Azospirillum lipoferum	193	species	7223069	2	2	0.0
Campylobacter jejuni	197	species	6156435	2	2	0.0
Helicobacter mustelae	217	species	1578097	1	0	0.0
Achromobacter	222	genus	0	2	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	2	1	0.0
Brucella	234	genus	0	1	1	0.0
Francisella tularensis	263	species	2777166	1	1	0.0
Paracoccus denitrificans	266	species	5236194	3	3	0.0
Comamonas testosteroni	285	species	5695231	22	15	0.0
Pseudomonas	286	genus	0	40	1	0.0
Pseudomonas aeruginosa	287	species	22457305	32529	32407	0.0
Burkholderia cepacia	292	species	13365495	114	7	0.0
Pseudomonas fluorescens	294	species	14826544	152	90	0.0
Pseudomonas fragi	296	species	5101809	2	1	0.0
Pseudomonas mendocina	300	species	5293211	6	2	0.0
Pseudomonas putida	303	species	6888188	22	7	0.0
Ralstonia solanacearum	305	species	11186335	3	3	0.0
Pseudomonas stutzeri	316	species	7755802	9	8	0.0
Pseudomonas syringae	317	species	6129101	2	1	0.0
Ralstonia pickettii	329	species	6378979	2	0	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	5	3	0.0
Burkholderia glumae	337	species	7333967	2	1	0.0
Xanthomonas	338	genus	0	1	0	0.0
Xanthomonas campestris	339	species	7063896	1	1	0.0
Azotobacter chroococcum	353	species	5192286	3	3	0.0
Azotobacter vinelandii	354	species	5351632	3	1	0.0
Bradyrhizobium japonicum	375	species	9215796	1	0	0.0
Bradyrhizobium sp.	376	species	7547693	1	0	0.0
Enterobacteriaceae	543	family	0	29	6	0.0
Citrobacter	544	genus	0	8	0	0.0
Citrobacter koseri	545	species	4735357	29	3	0.0
Citrobacter freundii	546	species	16193243	46	7	0.0
Enterobacter	547	genus	0	11	0	0.0
[Enterobacter] aerogenes	548	species	10750562	4	1	0.0
Pantoea agglomerans	549	species	9924054	1	0	0.0
Enterobacter cloacae	550	species	10083180	37	3	0.0
Erwinia amylovora	552	species	3869718	1	1	0.0
Pectobacterium carotovorum	554	species	4852842	1	0	0.0
Escherichia	561	genus	0	19	0	0.0
Escherichia coli	562	species	12319210	33802	25747	0.0
Shimwellia blattae	563	species	4158725	2	2	0.0
Escherichia fergusonii	564	species	4643861	369	50	0.0
Hafnia alvei	569	species	6928293	1	1	0.0
Klebsiella	570	genus	0	4	0	0.0
Klebsiella oxytoca	571	species	16779606	17	0	0.0
Klebsiella pneumoniae	573	species	15713353	52	10	0.0
Morganella morganii	582	species	3853791	5	0	0.0
Proteus mirabilis	584	species	5337360	3	0	0.0
Proteus vulgaris	585	species	3794983	3	0	0.0
Salmonella	590	genus	0	2	0	0.0
Serratia	613	genus	0	4	0	0.0
Serratia liquefaciens	614	species	7946985	2	1	0.0
Serratia marcescens	615	species	8465231	3	2	0.0
Shigella	620	genus	0	337	0	0.0
Shigella boydii	621	species	4698475	2502	315	0.0
Shigella dysenteriae	622	species	4560911	3445	657	0.0
Shigella flexneri	623	species	4763519	2401	167	0.0
Shigella sonnei	624	species	6798914	2699	169	0.0
Xenorhabdus nematophila	628	species	4586662	1	1	0.0
Yersinia	629	genus	0	1	0	0.0
Yersinia enterocolitica	630	species	14308813	1	1	0.0
Yersinia intermedia	631	species	4859749	1	1	0.0
Yersinia pestis	632	species	7124135	2	1	0.0
Yersinia pseudotuberculosis	633	species	9565781	3	2	0.0
Edwardsiella tarda	636	species	3717889	1	0	0.0
Aeromonas hydrophila	644	species	7739252	2	1	0.0
Aeromonas media	651	species	4788430	2	1	0.0
Vibrio cholerae	666	species	6170861	1	1	0.0
Aliivibrio fischeri	668	species	4273718	1	1	0.0
Vibrio parahaemolyticus	670	species	10344823	1	1	0.0
Vibrio vulnificus	672	species	10215744	1	0	0.0
Plesiomonas shigelloides	703	species	3405979	1	1	0.0
[Haemophilus] ducreyi	730	species	10121291	1	1	0.0
Gallibacterium anatis	750	species	2694139	1	1	0.0
Ehrlichia ruminantium	779	species	2264626	1	1	0.0
Bacteroides fragilis	817	species	7824806	1	1	0.0
Bacteroides thetaiotaomicron	818	species	6390542	1	1	0.0
Fusobacterium nucleatum	851	species	2948417	1	1	0.0
Desulfovibrio africanus	873	species	4200534	1	1	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	1	0	0.0
Ehrlichia canis	944	species	1315030	3	3	0.0
Neorickettsia risticii	950	species	879977	2	0	0.0
Neorickettsia sennetsu	951	species	859006	2	0	0.0
Herbaspirillum seropedicae	964	species	8221139	1	1	0.0
Bacteroidetes	976	phylum	0	1	0	0.0
Pedobacter heparinus	984	species	5167383	1	1	0.0
Flavobacterium johnsoniae	986	species	5603295	1	1	0.0
Marivirga tractuosa	1006	species	4516490	1	0	0.0
Allochromatium vinosum	1049	species	3669074	1	1	0.0
Rhodobacter sphaeroides	1063	species	5768316	1	1	0.0
Rhodopseudomonas palustris	1076	species	5408501	3	2	0.0
Chlorobium limicola	1092	species	2763181	1	1	0.0
Chlorobium phaeobacteroides	1096	species	2935152	1	1	0.0
Anabaena cylindrica	1165	species	7063285	1	1	0.0
Nitrosococcus oceani	1229	species	3522111	1	0	0.0
Leuconostoc gelidum	1244	species	1966103	3	1	0.0
Leuconostoc mesenteroides	1245	species	1966146	2	0	0.0
Leuconostoc lactis	1246	species	1788069	6	4	0.0
Oenococcus oeni	1247	species	1780517	5	0	0.0
Pediococcus acidilactici	1254	species	2131361	3	0	0.0
Pediococcus pentosaceus	1255	species	1817384	2	0	0.0
Ruminococcus albus	1264	species	4482087	1	0	0.0
Micrococcus luteus	1270	species	2501097	68	68	0.0
Staphylococcus	1279	genus	0	49	12	0.0
Staphylococcus aureus	1280	species	7252422	37434	36030	0.0
Staphylococcus epidermidis	1282	species	3296362	610	312	0.0
Staphylococcus haemolyticus	1283	species	2629003	102	6	0.0
Staphylococcus hyicus	1284	species	2472129	4	1	0.0
Staphylococcus simulans	1286	species	2647552	6	0	0.0
Staphylococcus warneri	1292	species	2560716	10	1	0.0
Staphylococcus schleiferi	1295	species	12494798	100	0	0.0
Streptococcus	1301	genus	0	8	0	0.0
Streptococcus oralis	1303	species	1958690	2	0	0.0
