name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	1	0	0.0
Buchnera aphidicola	9	species	619958	1	1	0.0
Methylophilus	16	genus	0	1	0	0.0
Shewanella putrefaciens	24	species	4749735	2	1	0.0
Myxococcus fulvus	33	species	10026214	6	2	0.0
Stigmatella aurantiaca	41	species	10260756	2	2	0.0
Archangium gephyra	48	species	12489432	1	0	0.0
Chondromyces crocatus	52	species	11388132	3	2	0.0
Sorangium cellulosum	56	species	13907952	1	0	0.0
Lysobacter	68	genus	0	1	0	0.0
Runella slithyformis	106	species	6919729	1	1	0.0
Isosphaera pallida	128	species	5529304	1	1	0.0
Spirochaeta thermophila	154	species	2516433	1	1	0.0
Azospirillum brasilense	192	species	13978806	4	2	0.0
Azospirillum lipoferum	193	species	7223069	6	5	0.0
Campylobacter fetus	196	species	1876301	1	1	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	5	1	0.0
Brucella abortus	235	species	5108028	1	0	0.0
Brucella ovis	236	species	3275590	1	0	0.0
Francisella tularensis	263	species	2777166	1	0	0.0
Paracoccus denitrificans	266	species	5236194	2	2	0.0
Pseudomonas	286	genus	0	11	9	0.0
Pseudomonas aeruginosa	287	species	22457305	8	7	0.0
Burkholderia cepacia	292	species	13365495	4	1	0.0
Pseudomonas fluorescens	294	species	14826544	111	56	0.0
Pseudomonas fragi	296	species	5101809	2	0	0.0
Pseudomonas mendocina	300	species	5293211	5	3	0.0
Pseudomonas putida	303	species	6888188	10	5	0.0
Ralstonia solanacearum	305	species	11186335	2	0	0.0
Pseudomonas stutzeri	316	species	7755802	3	2	0.0
Pseudomonas syringae	317	species	6129101	3	1	0.0
Ralstonia pickettii	329	species	6378979	2	0	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	3	1	0.0
Burkholderia glumae	337	species	7333967	6	1	0.0
Xanthomonas	338	genus	0	1	0	0.0
Xanthomonas campestris	339	species	7063896	2	1	0.0
Xanthomonas translucens	343	species	4638247	1	0	0.0
Azotobacter chroococcum	353	species	5192286	2	1	0.0
Azotobacter vinelandii	354	species	5351632	4	3	0.0
Agrobacterium tumefaciens	358	species	9211775	2	1	0.0
Bradyrhizobium japonicum	375	species	9215796	2	2	0.0
Bradyrhizobium sp.	376	species	7547693	2	2	0.0
Rhizobium	379	genus	0	1	0	0.0
Mesorhizobium loti	381	species	7539018	3	2	0.0
Rhizobium leguminosarum	384	species	7369497	1	0	0.0
Neorhizobium galegae	399	species	6434105	3	2	0.0
Methylobacterium extorquens	408	species	6163878	3	3	0.0
Acetobacter	434	genus	0	1	0	0.0
Acetobacter pasteurianus	438	species	3216979	1	1	0.0
Legionella pneumophila	446	species	15688009	1	1	0.0
Legionella hackeliae	449	species	3570857	1	1	0.0
Neisseria elongata	495	species	2256647	1	0	0.0
Bordetella bronchiseptica	518	species	6491145	2	2	0.0
Bordetella avium	521	species	3732255	1	1	0.0
Acidiphilium cryptum	524	species	3963080	1	0	0.0
Chromobacterium violaceum	536	species	4751080	411	389	0.0
Zymomonas mobilis	542	species	2426073	424	421	0.0
Enterobacteriaceae	543	family	0	3	1	0.0
Citrobacter	544	genus	0	1	0	0.0
Citrobacter koseri	545	species	4735357	7	2	0.0
Citrobacter freundii	546	species	16193243	3	1	0.0
Enterobacter	547	genus	0	1	0	0.0
[Enterobacter] aerogenes	548	species	10750562	2	1	0.0
Enterobacter cloacae	550	species	10083180	1	0	0.0
Pantoea ananatis	553	species	4842757	1	0	0.0
Escherichia	561	genus	0	1	0	0.0
Escherichia coli	562	species	12319210	365	125	0.0
Escherichia fergusonii	564	species	4643861	26	4	0.0
Hafnia alvei	569	species	6928293	1	0	0.0
