name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	25	16	0.0
Buchnera aphidicola	9	species	619958	11	8	0.0
Dictyoglomus thermophilum	14	species	1959987	1	1	0.0
Pelobacter carbinolicus	19	species	3665893	1	1	0.0
Shewanella	22	genus	0	3	0	0.0
Shewanella putrefaciens	24	species	4749735	29	11	2.24082e-21
Myxococcales	29	order	0	1	0	0.0
Myxococcus fulvus	33	species	10026214	6	3	0.0
Myxococcus xanthus	34	species	9139763	2	0	0.0
Stigmatella aurantiaca	41	species	10260756	2	1	0.0
Archangium gephyra	48	species	12489432	3	1	0.0
Chondromyces crocatus	52	species	11388132	1	1	0.0
Sorangium cellulosum	56	species	13907952	11	11	0.0
Caulobacter	75	genus	0	1	0	0.0
Hyphomicrobium	81	genus	0	1	0	0.0
Leptothrix	88	genus	0	2	0	0.0
Cyclobacterium marinum	104	species	6221273	7	7	0.0
Runella slithyformis	106	species	6919729	6	5	0.0
Pirellula staleyi	125	species	6196199	3	1	0.0
Isosphaera pallida	128	species	5529304	2	2	0.0
Spirochaetales	136	order	0	2	0	0.0
Spirochaetaceae	137	family	0	4	0	0.0
Borreliella burgdorferi	139	species	1329613	2	0	0.0
Borrelia hermsii	140	species	1156143	3	1	0.0
Borrelia turicatae	142	species	917330	3	2	0.0
Spirochaeta thermophila	154	species	2516433	4	2	0.0
Treponema	157	genus	0	1	0	0.0
Treponema denticola	158	species	2843201	2	1	0.0
Brachyspira hyodysenteriae	159	species	3055339	14	10	0.0
Treponema pallidum	160	species	1138607	3	0	0.0
Treponema succinifaciens	167	species	2897425	664	591	0.000292699
Leptospira biflexa	172	species	3953768	5	4	0.0
Leptospira interrogans	173	species	5395453	11	11	0.0
Leptospira borgpetersenii	174	species	3948532	1	1	0.0
Leptospirillum ferrooxidans	180	species	2559538	1	1	0.0
Azospirillum	191	genus	0	2	0	0.0
Azospirillum brasilense	192	species	13978806	22	14	0.0
Azospirillum lipoferum	193	species	7223069	16	12	0.0
Campylobacter	194	genus	0	3	0	0.0
Campylobacter coli	195	species	5104439	40	21	5.27728e-06
Campylobacter fetus	196	species	1876301	10	9	2.36598e-06
Campylobacter jejuni	197	species	6156435	1307	1121	1.43976e-16
Campylobacter hyointestinalis	198	species	1753331	15	12	0.0
Campylobacter concisus	199	species	1969727	6	6	0.0
Campylobacter lari	201	species	1576113	11	4	0.0
Helicobacter pylori	210	species	2044699	15	14	0.0
Helicobacter acinonychis	212	species	1557588	1	1	0.0
Helicobacter cinaedi	213	species	2170766	3	1	0.0
Helicobacter mustelae	217	species	1578097	1	1	0.0
Achromobacter	222	genus	0	5	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	4	0	0.0
Brucella	234	genus	0	13	7	0.0
Brucella abortus	235	species	5108028	1	0	0.0
Brucella ovis	236	species	3275590	1	0	0.0
Francisella tularensis	263	species	2777166	7	5	0.0
Paracoccus denitrificans	266	species	5236194	11	5	0.0
Thermus thermophilus	274	species	2214494	1	1	0.0
Meiothermus ruber	277	species	3097457	2	1	0.0
Xanthobacter	279	genus	0	1	0	0.0
Xanthobacter autotrophicus	280	species	5625098	28	24	1.52699e-06
Comamonas testosteroni	285	species	5695231	260	180	3.40494e-05
Pseudomonas	286	genus	0	40	6	0.0
Pseudomonas aeruginosa	287	species	22457305	196	66	5.22179e-06
Pseudoalteromonas atlantica	288	species	5187005	1	1	0.0
Burkholderia cepacia	292	species	13365495	30	8	0
Pseudomonas fluorescens	294	species	14826544	64437	43756	1.02692e-16
Pseudomonas fragi	296	species	5101809	4	2	8.67453e-07
Pseudomonas mendocina	300	species	5293211	98	57	8.67309e-07
Pseudomonas putida	303	species	6888188	82	43	4.53464e-06
Ralstonia solanacearum	305	species	11186335	32	14	0.0
Pseudomonas stutzeri	316	species	7755802	82	54	6.90747e-06
Pseudomonas syringae	317	species	6129101	18	12	0.0
Ralstonia pickettii	329	species	6378979	42	17	7.33757e-07
Pseudomonas pseudoalcaligenes	330	species	4691662	320	258	0.00011181
Burkholderia glumae	337	species	7333967	15	4	0.0
Xanthomonas	338	genus	0	4	2	0.0
Xanthomonas campestris	339	species	7063896	79	67	1.76735e-05
Xanthomonas translucens	343	species	4638247	19	10	0.0
Xanthomonas citri	346	species	17318955	12	2	8.43375e-18
Xanthomonas oryzae	347	species	17545599	13	7	0.0
