name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	11	8	0.0
Pelobacter carbinolicus	19	species	3665893	2	2	0.0
Shewanella putrefaciens	24	species	4749735	4	1	0.0
Myxococcus	32	genus	0	1	0	0.0
Myxococcus fulvus	33	species	10026214	10	4	0.0
Myxococcus xanthus	34	species	9139763	10	6	0.0
Archangium gephyra	48	species	12489432	8	6	0.0
Chondromyces crocatus	52	species	11388132	5	3	0.0
Sorangium cellulosum	56	species	13907952	10	1	0.0
Cyclobacterium marinum	104	species	6221273	2	2	0.0
Runella slithyformis	106	species	6919729	1	0	0.0
Planctopirus limnophila	120	species	5460085	2	2	0.0
Pirellula staleyi	125	species	6196199	2	1	0.0
Borrelia parkeri	141	species	1030684	1	0	0.0
Borrelia turicatae	142	species	917330	1	0	0.0
Leptospira interrogans	173	species	5395453	1	1	0.0
Azospirillum brasilense	192	species	13978806	6	2	0.0
Azospirillum lipoferum	193	species	7223069	9	3	0.0
Campylobacter coli	195	species	5104439	1	0	0.0
Campylobacter jejuni	197	species	6156435	1	0	0.0
Campylobacter concisus	199	species	1969727	1	1	0.0
Campylobacter curvus	200	species	1971270	2	2	0.0
Campylobacter lari	201	species	1576113	2	2	0.0
Helicobacter pylori	210	species	2044699	3	3	0.0
Helicobacter cinaedi	213	species	2170766	1	1	0.0
Helicobacter mustelae	217	species	1578097	1	1	0.0
Achromobacter	222	genus	0	2	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	1	0	0.0
Brucella	234	genus	0	14	8	0.0
Brucella ovis	236	species	3275590	3	0	0.0
Francisella tularensis	263	species	2777166	3	2	0.0
Paracoccus denitrificans	266	species	5236194	8	2	0.0
Thermus thermophilus	274	species	2214494	1	1	0.0
Xanthobacter autotrophicus	280	species	5625098	6	5	0.0
Comamonas testosteroni	285	species	5695231	3	2	0.0
Pseudomonas	286	genus	0	192	140	0.0
Pseudomonas aeruginosa	287	species	22457305	25338	24885	0.0076158
Burkholderia cepacia	292	species	13365495	20	4	0.0
Pseudomonas fluorescens	294	species	14826544	4227	2481	0.0
Pseudomonas fragi	296	species	5101809	62	40	0.0
Pseudomonas mendocina	300	species	5293211	25070	25033	0.0367393
Pseudomonas putida	303	species	6888188	25409	23380	0.0272955
Ralstonia solanacearum	305	species	11186335	302	0	1.39192e-15
Pseudomonas stutzeri	316	species	7755802	21640	21489	0.00923749
Pseudomonas syringae	317	species	6129101	23565	22207	0.0218719
Ralstonia pickettii	329	species	6378979	11	2	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	32	24	0.0
Burkholderia glumae	337	species	7333967	5	0	0.0
Xanthomonas campestris	339	species	7063896	21	12	0.0
Xanthomonas translucens	343	species	4638247	6	0	0.0
Xanthomonas citri	346	species	17318955	27	9	0.0
Xanthomonas oryzae	347	species	17545599	4	2	0.0
Azotobacter chroococcum	353	species	5192286	31	20	0.0
Azotobacter vinelandii	354	species	5351632	24968	24947	0.0353546
Rhizobiales	356	order	0	4	0	0.0
Agrobacterium tumefaciens	358	species	9211775	22	8	0.0
Agrobacterium vitis	373	species	6320946	12	9	0.0
Bradyrhizobium	374	genus	0	3	0	0.0
Bradyrhizobium japonicum	375	species	9215796	5	0	0.0
Bradyrhizobium sp.	376	species	7547693	3	1	0.0
Rhizobium	379	genus	0	3	1	0.0
Sinorhizobium fredii	380	species	6891900	4	3	0.0
Mesorhizobium loti	381	species	7539018	18	8	0.0
Sinorhizobium meliloti	382	species	6962835	7	5	0.0
Rhizobium leguminosarum	384	species	7369497	16	5	0.0
Rhizobium phaseoli	396	species	87841097	11	3	0.0
Rhizobium tropici	398	species	6686334	2	1	0.0
Neorhizobium galegae	399	species	6434105	10	4	0.0
Methylobacillus flagellatus	405	species	2971517	3	2	0.0
Methylobacterium	407	genus	0	2	0	0.0
Methylobacterium extorquens	408	species	6163878	9	1	0.0
Methylococcus capsulatus	414	species	3304561	2	1	0.0
Methylomonas methanica	421	species	5051681	1	1	0.0
Acetobacteraceae	433	family	0	1	0	0.0
Acetobacter pasteurianus	438	species	3216979	7	6	0.0
Gluconobacter oxydans	442	species	3306867	6	3	0.0
Legionella pneumophila	446	species	15688009	4	3	0.0
Legionella hackeliae	449	species	3570857	2	2	0.0
Legionella longbeachae	450	species	4149158	2	2	0.0
Acinetobacter baumannii	470	species	11595472	3	2	0.0
Kingella kingae	504	species	2140065	1	1	0.0
Alcaligenes faecalis	511	species	4248684	4	2	0.0
Bordetella bronchiseptica	518	species	6491145	2	0	0.0
Bordetella parapertussis	519	species	4815611	2	0	0.0
Bordetella pertussis	520	species	48698463	2	0	0.0
Bordetella avium	521	species	3732255	2	0	0.0
Acidiphilium cryptum	524	species	3963080	4	2	0.0
Ochrobactrum anthropi	529	species	5053471	11	6	0.0
Beijerinckia indica	533	species	4418616	1	0	0.0
Chromobacterium violaceum	536	species	4751080	2	0	0.0
Citrobacter freundii	546	species	16193243	7	4	0.0
Enterobacter	547	genus	0	2	0	0.0
[Enterobacter] aerogenes	548	species	10750562	5	3	0.0
Pantoea agglomerans	549	species	9924054	4	2	0.0
Enterobacter cloacae	550	species	10083180	12	5	0.0
Erwinia amylovora	552	species	3869718	8	1	0.0
Pantoea ananatis	553	species	4842757	2	1	0.0
Pectobacterium carotovorum	554	species	4852842	5	2	0.0
Escherichia coli	562	species	12319210	11	4	0.0
Shimwellia blattae	563	species	4158725	2	2	0.0
Escherichia fergusonii	564	species	4643861	4	3	0.0
Hafnia alvei	569	species	6928293	2	1	0.0
Klebsiella	570	genus	0	6	0	0.0
Klebsiella oxytoca	571	species	16779606	9	0	0.0
Klebsiella pneumoniae	573	species	15713353	25	12	0.0
Morganella morganii	582	species	3853791	3	3	0.0
Proteus mirabilis	584	species	5337360	2	0	0.0
Proteus vulgaris	585	species	3794983	2	0	0.0
Providencia stuartii	588	species	6521015	1	1	0.0
Serratia	613	genus	0	4	0	0.0
Serratia liquefaciens	614	species	7946985	5	2	0.0
Serratia marcescens	615	species	8465231	15	4	0.0
Shigella boydii	621	species	4698475	2	0	0.0
Shigella flexneri	623	species	4763519	1	0	0.0
Shigella sonnei	624	species	6798914	2	0	0.0
Xenorhabdus nematophila	628	species	4586662	1	0	0.0
Yersinia enterocolitica	630	species	14308813	5	5	0.0
Yersinia intermedia	631	species	4859749	1	1	0.0
