name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	1	1	0.0
Cellulomonas gilvus	11	species	3526441	1	1	0.0
Myxococcus fulvus	33	species	10026214	7	6	0.0
Myxococcus xanthus	34	species	9139763	3	3	0.0
Stigmatella aurantiaca	41	species	10260756	1	0	0.0
Chondromyces crocatus	52	species	11388132	1	1	0.0
Sorangium cellulosum	56	species	13907952	4	4	0.0
Runella slithyformis	106	species	6919729	2	2	0.0
Rubinisphaera brasiliensis	119	species	6006602	2	2	0.0
Planctopirus limnophila	120	species	5460085	2	2	0.0
Isosphaera pallida	128	species	5529304	1	1	0.0
Spirochaeta thermophila	154	species	2516433	1	1	0.0
Brachyspira hyodysenteriae	159	species	3055339	1	1	0.0
Leptospira interrogans	173	species	5395453	2	2	0.0
Leptospira borgpetersenii	174	species	3948532	1	1	0.0
Azospirillum brasilense	192	species	13978806	5	3	0.0
Azospirillum lipoferum	193	species	7223069	2	1	0.0
Campylobacter coli	195	species	5104439	1	0	0.0
Campylobacter fetus	196	species	1876301	1	1	0.0
Campylobacter jejuni	197	species	6156435	1	0	0.0
Campylobacter lari	201	species	1576113	1	1	0.0
Helicobacter pylori	210	species	2044699	6	6	0.0
Thermus thermophilus	274	species	2214494	2	2	0.0
Pseudomonas aeruginosa	287	species	22457305	4	4	0.0
Burkholderia cepacia	292	species	13365495	3	0	0.0
Pseudomonas fluorescens	294	species	14826544	9	8	0.0
Pseudomonas mendocina	300	species	5293211	1	1	0.0
Pseudomonas putida	303	species	6888188	5	5	0.0
Ralstonia solanacearum	305	species	11186335	1	1	0.0
Pseudomonas stutzeri	316	species	7755802	5	5	0.0
Pseudomonas syringae	317	species	6129101	4	2	0.0
Ralstonia pickettii	329	species	6378979	2	2	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	1	1	0.0
Xanthomonas campestris	339	species	7063896	1	1	0.0
Xanthomonas oryzae	347	species	17545599	1	1	0.0
Azotobacter chroococcum	353	species	5192286	1	0	0.0
Azotobacter vinelandii	354	species	5351632	2	1	0.0
Agrobacterium tumefaciens	358	species	9211775	1	1	0.0
Agrobacterium vitis	373	species	6320946	1	1	0.0
Bradyrhizobium japonicum	375	species	9215796	2	2	0.0
Mesorhizobium loti	381	species	7539018	2	2	0.0
Sinorhizobium meliloti	382	species	6962835	3	3	0.0
Rhizobium leguminosarum	384	species	7369497	3	3	0.0
Rhizobium phaseoli	396	species	87841097	2	1	0.0
Neorhizobium galegae	399	species	6434105	3	3	0.0
Methylobacterium extorquens	408	species	6163878	3	1	0.0
Gluconobacter oxydans	442	species	3306867	2	2	0.0
Legionella pneumophila	446	species	15688009	2	2	0.0
Acinetobacter baumannii	470	species	11595472	5	4	0.0
Neisseria meningitidis	487	species	8508873	1	1	0.0
Thermomicrobium roseum	500	species	2920744	1	1	0.0
Kingella kingae	504	species	2140065	1	1	0.0
Acidiphilium cryptum	524	species	3963080	1	1	0.0
Ochrobactrum anthropi	529	species	5053471	2	2	0.0
Beijerinckia indica	533	species	4418616	2	2	0.0
Zymomonas mobilis	542	species	2426073	1	1	0.0
Citrobacter freundii	546	species	16193243	2	1	0.0
[Enterobacter] aerogenes	548	species	10750562	1	1	0.0
Pantoea agglomerans	549	species	9924054	1	1	0.0
Enterobacter cloacae	550	species	10083180	5	3	0.0
Pantoea ananatis	553	species	4842757	1	1	0.0
Pectobacterium carotovorum	554	species	4852842	1	1	0.0
Escherichia coli	562	species	12319210	3	3	0.0
Shimwellia blattae	563	species	4158725	2	2	0.0
Hafnia alvei	569	species	6928293	3	3	0.0
Klebsiella oxytoca	571	species	16779606	5	3	0.0
Klebsiella pneumoniae	573	species	15713353	4	2	0.0
Morganella morganii	582	species	3853791	1	1	0.0
Serratia liquefaciens	614	species	7946985	1	1	0.0
Serratia marcescens	615	species	8465231	3	2	0.0
Yersinia enterocolitica	630	species	14308813	2	2	0.0
Yersinia pestis	632	species	7124135	3	0	0.0
Yersinia pseudotuberculosis	633	species	9565781	3	0	0.0
Aeromonas hydrophila	644	species	7739252	2	2	0.0
Aeromonas schubertii	652	species	4400034	1	1	0.0
Vibrio alginolyticus	663	species	8138835	1	1	0.0
Vibrio cholerae	666	species	6170861	1	1	0.0
Vibrio harveyi	669	species	11920371	1	1	0.0
Vibrio parahaemolyticus	670	species	10344823	3	3	0.0
Vibrio vulnificus	672	species	10215744	2	2	0.0
Vibrio mimicus	674	species	8922704	1	1	0.0
Vibrio natriegens	691	species	10692018	1	1	0.0
Aggregatibacter actinomycetemcomitans	714	species	4378647	2	2	0.0
Actinobacillus equuli	718	species	2431533	1	1	0.0
Aggregatibacter aphrophilus	732	species	3520359	1	1	0.0
