name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacteria	2	superkingdom	0	1	1	0.0
Azorhizobium caulinodans	7	species	5369772	2	1	0.0
Buchnera aphidicola	9	species	619958	15	12	0.0
Cellulomonas gilvus	11	species	3526441	4	0	0.0
Dictyoglomus thermophilum	14	species	1959987	2	0	0.0
Pelobacter carbinolicus	19	species	3665893	2	1	0.0
Shewanella putrefaciens	24	species	4749735	2	1	0.0
Myxococcus fulvus	33	species	10026214	3	2	0.0
Myxococcus xanthus	34	species	9139763	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	2	2	0.0
Archangium gephyra	48	species	12489432	2	1	0.0
Chondromyces crocatus	52	species	11388132	5	1	0.0
Sorangium cellulosum	56	species	13907952	1	1	0.0
Cyclobacterium marinum	104	species	6221273	4	4	0.0
Runella	105	genus	0	1	0	0.0
Runella slithyformis	106	species	6919729	3	3	0.0
Planctomycetales	112	order	0	1	0	0.0
Planctomyces	118	genus	0	1	0	0.0
Planctopirus limnophila	120	species	5460085	2	2	0.0
Pirellula	123	genus	0	1	0	0.0
Pirellula staleyi	125	species	6196199	2	2	0.0
Isosphaera pallida	128	species	5529304	2	1	0.0
Borreliella burgdorferi	139	species	1329613	3	1	0.0
Borrelia hermsii	140	species	1156143	2	1	0.0
Spirochaeta thermophila	154	species	2516433	3	1	0.0
Treponema	157	genus	0	1	1	0.0
Treponema denticola	158	species	2843201	9	5	0.0
Brachyspira hyodysenteriae	159	species	3055339	10	7	0.0
Treponema succinifaciens	167	species	2897425	2	0	0.0
Leptospira biflexa	172	species	3953768	2	1	0.0
Leptospira interrogans	173	species	5395453	6	5	0.0
Leptospira borgpetersenii	174	species	3948532	3	3	0.0
Leptospirillum ferrooxidans	180	species	2559538	2	1	0.0
Azospirillum brasilense	192	species	13978806	4	4	0.0
Azospirillum lipoferum	193	species	7223069	1	0	0.0
Campylobacter	194	genus	0	6	0	0.0
Campylobacter coli	195	species	5104439	13	1	0.0
Campylobacter fetus	196	species	1876301	4	3	0.0
Campylobacter jejuni	197	species	6156435	3	2	0.0
Campylobacter hyointestinalis	198	species	1753331	5	4	0.0
Campylobacter concisus	199	species	1969727	4	3	0.0
Campylobacter curvus	200	species	1971270	1	1	0.0
Campylobacter lari	201	species	1576113	6	4	0.0
Helicobacter pylori	210	species	2044699	12	10	0.0
Helicobacter cinaedi	213	species	2170766	1	0	0.0
Helicobacter felis	214	species	1672681	2	1	0.0
Alteromonas	226	genus	0	1	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	3	1	0.0
Brucella abortus	235	species	5108028	1	0	0.0
Brucella ovis	236	species	3275590	1	1	0.0
Flavobacterium	237	genus	0	3	0	0.0
Francisella tularensis	263	species	2777166	8	8	0.0
Paracoccus denitrificans	266	species	5236194	1	0	0.0
Thermus thermophilus	274	species	2214494	3	1	0.0
Meiothermus ruber	277	species	3097457	1	1	0.0
Comamonas testosteroni	285	species	5695231	1	1	0.0
Pseudomonas	286	genus	0	2	0	0.0
Pseudomonas aeruginosa	287	species	22457305	7	5	0.0
Burkholderia cepacia	292	species	13365495	5	1	0.0
Pseudomonas fluorescens	294	species	14826544	14	7	0.0
Pseudomonas mendocina	300	species	5293211	1	1	0.0
Pseudomonas putida	303	species	6888188	12	6	0.0
Ralstonia solanacearum	305	species	11186335	1	0	0.0
Pseudomonas stutzeri	316	species	7755802	7	4	0.0
Pseudomonas syringae	317	species	6129101	3	0	0.0
Ralstonia pickettii	329	species	6378979	2	0	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	2	1	0.0
Burkholderia glumae	337	species	7333967	1	1	0.0
Xanthomonas campestris	339	species	7063896	2	1	0.0
Xanthomonas translucens	343	species	4638247	1	0	0.0
Xanthomonas citri	346	species	17318955	2	1	0.0
Azotobacter chroococcum	353	species	5192286	1	0	0.0
Rhizobiales	356	order	0	2	0	0.0
Agrobacterium tumefaciens	358	species	9211775	6	4	0.0
Agrobacterium vitis	373	species	6320946	1	0	0.0
Bradyrhizobium japonicum	375	species	9215796	1	1	0.0
Sinorhizobium fredii	380	species	6891900	1	0	0.0
Mesorhizobium loti	381	species	7539018	2	1	0.0
Sinorhizobium meliloti	382	species	6962835	2	1	0.0
Rhizobium leguminosarum	384	species	7369497	2	1	0.0
Rhizobium phaseoli	396	species	87841097	1	0	0.0
Rhizobium tropici	398	species	6686334	2	0	0.0
Neorhizobium galegae	399	species	6434105	3	1	0.0
Methylobacillus flagellatus	405	species	2971517	1	0	0.0
Methylobacterium extorquens	408	species	6163878	2	1	0.0
Acetobacter pasteurianus	438	species	3216979	5	3	0.0
Gluconobacter oxydans	442	species	3306867	4	0	0.0
Legionella pneumophila	446	species	15688009	6	6	0.0
Legionella hackeliae	449	species	3570857	3	3	0.0
Legionella longbeachae	450	species	4149158	3	2	0.0
Tatlockia micdadei	451	species	3310028	1	1	0.0
Acinetobacter baumannii	470	species	11595472	10	5	0.0
Moraxella	475	genus	0	1	0	0.0
Moraxella catarrhalis	480	species	2846413	1	0	0.0
Neisseria	482	genus	0	1	0	0.0
Neisseria gonorrhoeae	485	species	4967431	1	0	0.0
Neisseria lactamica	486	species	2220606	4	0	0.0
Neisseria meningitidis	487	species	8508873	4	1	0.0
Neisseria elongata	495	species	2256647	6	4	0.0
Kingella kingae	504	species	2140065	2	1	0.0
Bordetella bronchiseptica	518	species	6491145	2	0	0.0
Bordetella parapertussis	519	species	4815611	1	0	0.0
Bordetella pertussis	520	species	48698463	1	0	0.0
Bordetella avium	521	species	3732255	2	1	0.0
Acidiphilium cryptum	524	species	3963080	2	0	0.0
Ochrobactrum anthropi	529	species	5053471	3	1	0.0
Chromobacterium violaceum	536	species	4751080	2	0	0.0
Enterobacteriaceae	543	family	0	10	0	0.0
Citrobacter koseri	545	species	4735357	1	1	0.0
Citrobacter freundii	546	species	16193243	3	1	0.0
Enterobacter	547	genus	0	1	0	0.0
[Enterobacter] aerogenes	548	species	10750562	2	2	0.0
Enterobacter cloacae	550	species	10083180	6	2	0.0
Erwinia amylovora	552	species	3869718	1	1	0.0
Pectobacterium carotovorum	554	species	4852842	1	0	0.0
Escherichia coli	562	species	12319210	9	5	0.0
Shimwellia blattae	563	species	4158725	1	0	0.0
Hafnia alvei	569	species	6928293	5	3	0.0
Klebsiella	570	genus	0	1	0	0.0
Klebsiella oxytoca	571	species	16779606	5	1	0.0
Klebsiella pneumoniae	573	species	15713353	5	1	0.0
Morganella morganii	582	species	3853791	1	0	0.0
Proteus mirabilis	584	species	5337360	3	1	0.0
Proteus vulgaris	585	species	3794983	2	0	0.0
Providencia stuartii	588	species	6521015	3	1	0.0
Serratia liquefaciens	614	species	7946985	1	1	0.0
Serratia marcescens	615	species	8465231	4	0	0.0
Shigella sonnei	624	species	6798914	1	0	0.0
Xenorhabdus nematophila	628	species	4586662	2	1	0.0
Yersinia enterocolitica	630	species	14308813	11	9	0.0
Yersinia intermedia	631	species	4859749	1	0	0.0
Yersinia pseudotuberculosis	633	species	9565781	2	1	0.0
