name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Shewanella	22	genus	0	1	0	0.0
Shewanella putrefaciens	24	species	4749735	23670	20657	0.0751102
Myxococcales	29	order	0	1	0	0.0
Myxococcus fulvus	33	species	10026214	1	0	0.0
Myxococcus xanthus	34	species	9139763	3	1	0.0
Stigmatella aurantiaca	41	species	10260756	2	0	0.0
Sorangium cellulosum	56	species	13907952	1	1	0.0
Azospirillum lipoferum	193	species	7223069	3	2	0.0
Campylobacter fetus	196	species	1876301	8	8	0.0
Campylobacter lari	201	species	1576113	2	2	0.0
Helicobacter pylori	210	species	2044699	5	5	0.0
Helicobacter mustelae	217	species	1578097	1	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	493	226	0.0
Brucella abortus	235	species	5108028	1	0	0.0
Francisella tularensis	263	species	2777166	1	1	0.0
Comamonas testosteroni	285	species	5695231	7	5	0.0
Pseudomonas	286	genus	0	14	10	0.0
Pseudomonas aeruginosa	287	species	22457305	24996	24961	0.0165772
Pseudoalteromonas atlantica	288	species	5187005	2	2	0.0
Burkholderia cepacia	292	species	13365495	4	2	0.0
Pseudomonas fluorescens	294	species	14826544	55	29	0.0
Pseudomonas fragi	296	species	5101809	11	11	0.0
Pseudomonas mendocina	300	species	5293211	31	6	0.0
Pseudomonas putida	303	species	6888188	30	8	0.0
Ralstonia solanacearum	305	species	11186335	16	12	0.0
Pseudomonas stutzeri	316	species	7755802	22425	22253	0.0205481
Pseudomonas syringae	317	species	6129101	2336	2000	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	5	2	0.0
Burkholderia glumae	337	species	7333967	2	1	0.0
Xanthomonas	338	genus	0	3	0	0.0
Xanthomonas campestris	339	species	7063896	59	39	0.0
Xanthomonas translucens	343	species	4638247	63	30	0.0
Xanthomonas citri	346	species	17318955	19	2	0.0
Xanthomonas oryzae	347	species	17545599	24	14	0.0
Azotobacter chroococcum	353	species	5192286	8	8	0.0
Azotobacter vinelandii	354	species	5351632	8	5	0.0
Agrobacterium tumefaciens	358	species	9211775	1	0	0.0
Bradyrhizobium	374	genus	0	1	0	0.0
Bradyrhizobium sp.	376	species	7547693	1	1	0.0
Sinorhizobium fredii	380	species	6891900	7	5	0.0
Sinorhizobium meliloti	382	species	6962835	1	0	0.0
Rhizobium tropici	398	species	6686334	5	5	0.0
Methylobacillus flagellatus	405	species	2971517	1	0	0.0
Methylobacterium extorquens	408	species	6163878	8	8	0.0
Methylococcus capsulatus	414	species	3304561	3	0	0.0
Acinetobacter baumannii	470	species	11595472	17	10	0.0
Alcaligenes faecalis	511	species	4248684	16	16	0.0
Bordetella bronchiseptica	518	species	6491145	10	3	0.0
Bordetella parapertussis	519	species	4815611	5	0	0.0
Bordetella pertussis	520	species	48698463	2	0	0.0
Citrobacter koseri	545	species	4735357	11	0	0.0
Citrobacter freundii	546	species	16193243	1	0	4.6739e-20
Enterobacter	547	genus	0	1	1	0.0
[Enterobacter] aerogenes	548	species	10750562	25004	24986	0.043056
Pantoea agglomerans	549	species	9924054	3	0	0.0
Enterobacter cloacae	550	species	10083180	25004	24992	0.0500624
Escherichia	561	genus	0	4	0	0.0
Escherichia coli	562	species	12319210	24787	22704	0.0348696
Escherichia fergusonii	564	species	4643861	77	5	0.0
Hafnia alvei	569	species	6928293	1	0	0.0
Klebsiella oxytoca	571	species	16779606	4	1	0.0
Klebsiella pneumoniae	573	species	15713353	73	7	1.13849e-17
Proteus mirabilis	584	species	5337360	13	13	0.0
Providencia stuartii	588	species	6521015	1	0	0.0
Salmonella	590	genus	0	1	0	0.0
Serratia liquefaciens	614	species	7946985	5	1	0.0
Serratia marcescens	615	species	8465231	5	2	0.0
Shigella	620	genus	0	132	0	0.0
Shigella boydii	621	species	4698475	629	17	0.0
Shigella dysenteriae	622	species	4560911	307	4	0.0
Shigella flexneri	623	species	4763519	536	13	0.0
Shigella sonnei	624	species	6798914	826	17	7.85211e-13
Yersinia pestis	632	species	7124135	24682	23666	0.0647768
Yersinia pseudotuberculosis	633	species	9565781	1186	152	0.0
Edwardsiella tarda	636	species	3717889	1	0	0.0
Aeromonas hydrophila	644	species	7739252	1	0	0.0
Aeromonas media	651	species	4788430	1	0	0.0
Aeromonas veronii	654	species	7214925	1	0	0.0
Vibrio alginolyticus	663	species	8138835	3	2	0.0
Vibrio cholerae	666	species	6170861	5	5	0.0
Aliivibrio fischeri	668	species	4273718	5	5	0.0
Vibrio harveyi	669	species	11920371	14	5	0.0
