name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	9	3	0.0
Buchnera aphidicola	9	species	619958	7	6	0.0
Cellulomonas gilvus	11	species	3526441	2	2	0.0
Dictyoglomus thermophilum	14	species	1959987	1	1	0.0
Shewanella	22	genus	0	3	1	0.0
Shewanella putrefaciens	24	species	4749735	11	7	1.94634e-06
Myxococcales	29	order	0	2	0	0.0
Myxococcus	32	genus	0	1	0	0.0
Myxococcus fulvus	33	species	10026214	8	4	0.0
Myxococcus xanthus	34	species	9139763	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	4	2	0.0
Archangium gephyra	48	species	12489432	7	4	0.0
Chondromyces crocatus	52	species	11388132	1	1	0.0
Sorangium cellulosum	56	species	13907952	8	8	0.0
Cyclobacterium marinum	104	species	6221273	6	4	0.0
Runella slithyformis	106	species	6919729	5	4	0.0
Pirellula staleyi	125	species	6196199	2	1	0.0
Isosphaera pallida	128	species	5529304	1	1	0.0
Spirochaetales	136	order	0	1	0	0.0
Spirochaetaceae	137	family	0	1	0	0.0
Borreliella burgdorferi	139	species	1329613	1	1	0.0
Borrelia hermsii	140	species	1156143	1	0	0.0
Borrelia parkeri	141	species	1030684	1	0	0.0
Borrelia turicatae	142	species	917330	2	1	0.0
Spirochaeta thermophila	154	species	2516433	3	3	0.0
Treponema	157	genus	0	1	0	0.0
Treponema denticola	158	species	2843201	2	2	0.0
Brachyspira hyodysenteriae	159	species	3055339	7	3	0.0
Treponema pallidum	160	species	1138607	2	0	0.0
Treponema succinifaciens	167	species	2897425	193	161	0.000115815
Leptospira interrogans	173	species	5395453	7	7	0.0
Leptospira borgpetersenii	174	species	3948532	1	0	0.0
Leptospirillum ferrooxidans	180	species	2559538	3	2	0.0
Azospirillum	191	genus	0	1	0	0.0
Azospirillum brasilense	192	species	13978806	19	11	0.0
Azospirillum lipoferum	193	species	7223069	21	10	0.0
Campylobacter	194	genus	0	1	0	0.0
Campylobacter coli	195	species	5104439	19	9	3.52741e-06
Campylobacter fetus	196	species	1876301	5	4	0.0
Campylobacter jejuni	197	species	6156435	41	28	4.64726e-06
Campylobacter hyointestinalis	198	species	1753331	14	12	0.0
Campylobacter concisus	199	species	1969727	6	6	0.0
Campylobacter curvus	200	species	1971270	2	2	0.0
Campylobacter lari	201	species	1576113	9	4	0.0
Helicobacter pylori	210	species	2044699	10	10	0.0
Helicobacter acinonychis	212	species	1557588	1	1	0.0
Helicobacter cinaedi	213	species	2170766	2	2	0.0
Helicobacter felis	214	species	1672681	1	1	0.0
Helicobacter mustelae	217	species	1578097	1	0	0.0
Achromobacter	222	genus	0	3	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	2	0	0.0
Brucella	234	genus	0	5	2	0.0
Francisella tularensis	263	species	2777166	4	3	0.0
