name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	1	1	0.0
Cellulomonas gilvus	11	species	3526441	1	1	0.0
Myxococcus fulvus	33	species	10026214	2	1	0.0
Myxococcus xanthus	34	species	9139763	1	1	0.0
Archangium gephyra	48	species	12489432	2	2	0.0
Chondromyces crocatus	52	species	11388132	4	4	0.0
Sorangium cellulosum	56	species	13907952	3	3	0.0
Cyclobacterium marinum	104	species	6221273	1	1	0.0
Runella slithyformis	106	species	6919729	2	2	0.0
Planctopirus limnophila	120	species	5460085	1	1	0.0
Borrelia parkeri	141	species	1030684	1	0	0.0
Borrelia turicatae	142	species	917330	1	0	0.0
Spirochaeta thermophila	154	species	2516433	1	1	0.0
Leptospirillum ferrooxidans	180	species	2559538	1	1	0.0
Azospirillum brasilense	192	species	13978806	1	1	0.0
Helicobacter pylori	210	species	2044699	4	4	0.0
Brucella abortus	235	species	5108028	1	1	0.0
Francisella tularensis	263	species	2777166	1	1	0.0
Paracoccus denitrificans	266	species	5236194	1	1	0.0
Meiothermus ruber	277	species	3097457	1	1	0.0
Xanthobacter autotrophicus	280	species	5625098	1	1	0.0
Comamonas testosteroni	285	species	5695231	2	2	0.0
Pseudomonas aeruginosa	287	species	22457305	5	3	0.0
Pseudoalteromonas atlantica	288	species	5187005	1	1	0.0
Burkholderia cepacia	292	species	13365495	4	0	0.0
Pseudomonas fluorescens	294	species	14826544	5	3	0.0
Pseudomonas mendocina	300	species	5293211	1	1	0.0
Pseudomonas putida	303	species	6888188	6	6	0.0
Ralstonia solanacearum	305	species	11186335	3	3	0.0
Pseudomonas stutzeri	316	species	7755802	8	8	0.0
Pseudomonas syringae	317	species	6129101	3	2	0.0
Ralstonia pickettii	329	species	6378979	3	3	0.0
Agrobacterium tumefaciens	358	species	9211775	2	1	0.0
Bradyrhizobium japonicum	375	species	9215796	1	1	0.0
Rhizobium	379	genus	0	2	2	0.0
Mesorhizobium loti	381	species	7539018	2	2	0.0
Sinorhizobium meliloti	382	species	6962835	3	2	0.0
Rhizobium leguminosarum	384	species	7369497	6	4	0.0
Rhizobium phaseoli	396	species	87841097	2	1	0.0
Neorhizobium galegae	399	species	6434105	1	1	0.0
Methylobacterium extorquens	408	species	6163878	1	1	0.0
Methylococcus capsulatus	414	species	3304561	2	2	0.0
Methylomonas methanica	421	species	5051681	1	1	0.0
Gluconobacter oxydans	442	species	3306867	1	1	0.0
Legionella longbeachae	450	species	4149158	1	1	0.0
Acinetobacter baumannii	470	species	11595472	1	1	0.0
Neisseria lactamica	486	species	2220606	1	1	0.0
Bordetella bronchiseptica	518	species	6491145	1	0	0.0
Ochrobactrum anthropi	529	species	5053471	1	1	0.0
Beijerinckia indica	533	species	4418616	1	1	0.0
Chromobacterium violaceum	536	species	4751080	1	1	0.0
Citrobacter koseri	545	species	4735357	1	1	0.0
Pantoea agglomerans	549	species	9924054	3	2	0.0
Enterobacter cloacae	550	species	10083180	5	3	0.0
Pantoea ananatis	553	species	4842757	1	1	0.0
Escherichia coli	562	species	12319210	6	3	0.0
Hafnia alvei	569	species	6928293	2	2	0.0
Klebsiella oxytoca	571	species	16779606	1	0	0.0
Klebsiella pneumoniae	573	species	15713353	3	2	0.0
Providencia stuartii	588	species	6521015	1	1	0.0
Serratia	613	genus	0	1	0	0.0
Serratia marcescens	615	species	8465231	1	0	0.0
Shigella flexneri	623	species	4763519	1	1	0.0
Shigella sonnei	624	species	6798914	1	0	0.0
Xenorhabdus nematophila	628	species	4586662	1	1	0.0
Yersinia enterocolitica	630	species	14308813	2	2	0.0
Yersinia pestis	632	species	7124135	2	0	0.0
Yersinia pseudotuberculosis	633	species	9565781	2	0	0.0
Aeromonas hydrophila	644	species	7739252	1	0	0.0
Aeromonas veronii	654	species	7214925	1	1	0.0
Vibrio cholerae	666	species	6170861	2	2	0.0
Aliivibrio fischeri	668	species	4273718	1	1	0.0
Vibrio parahaemolyticus	670	species	10344823	1	1	0.0
Vibrio vulnificus	672	species	10215744	1	1	0.0
Vibrio natriegens	691	species	10692018	2	2	0.0
Aggregatibacter actinomycetemcomitans	714	species	4378647	2	2	0.0
Actinobacillus pleuropneumoniae	715	species	2299903	1	1	0.0
Actinobacillus equuli	718	species	2431533	1	1	0.0
Haemophilus influenzae	727	species	2672708	1	1	0.0
Aggregatibacter aphrophilus	732	species	3520359	1	1	0.0
Orientia tsutsugamushi	784	species	2068019	2	2	0.0
Rickettsia akari	786	species	1231060	1	1	0.0
Chlamydia trachomatis	813	species	1376168	1	1	0.0
Bacteroides thetaiotaomicron	818	species	6390542	1	1	0.0
Parabacteroides distasonis	823	species	4811379	1	1	0.0
Campylobacter gracilis	824	species	2281652	1	1	0.0
