name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	6	4	0.0
Buchnera aphidicola	9	species	619958	14	6	0.0
Cellvibrio	10	genus	0	1	0	0.0
Cellulomonas gilvus	11	species	3526441	17	14	0.0
Dictyoglomus thermophilum	14	species	1959987	3	0	0.0
Pelobacter carbinolicus	19	species	3665893	1	1	0.0
Shewanella	22	genus	0	2	0	0.0
Shewanella putrefaciens	24	species	4749735	3	0	0.0
Myxococcales	29	order	0	1	0	0.0
Myxococcus fulvus	33	species	10026214	7	4	0.0
Myxococcus xanthus	34	species	9139763	5	2	0.0
Stigmatella aurantiaca	41	species	10260756	12	9	0.0
Archangium gephyra	48	species	12489432	4	4	0.0
Chondromyces	50	genus	0	1	0	0.0
Chondromyces crocatus	52	species	11388132	5	4	0.0
Sorangium cellulosum	56	species	13907952	18	15	0.0
Hyphomicrobium	81	genus	0	1	0	0.0
Cyclobacterium marinum	104	species	6221273	5	2	0.0
Runella slithyformis	106	species	6919729	6	5	0.0
Rubinisphaera brasiliensis	119	species	6006602	2	2	0.0
Pirellula staleyi	125	species	6196199	2	1	0.0
Isosphaera pallida	128	species	5529304	1	0	0.0
Borreliella burgdorferi	139	species	1329613	1	1	0.0
Spirochaeta thermophila	154	species	2516433	2	1	0.0
Treponema denticola	158	species	2843201	3	0	0.0
Treponema pallidum	160	species	1138607	1	0	0.0
Treponema succinifaciens	167	species	2897425	1	1	0.0
Leptospira	171	genus	0	1	0	0.0
Leptospira biflexa	172	species	3953768	1	1	0.0
Leptospira interrogans	173	species	5395453	2	1	0.0
Leptospira borgpetersenii	174	species	3948532	3	2	0.0
Leptospirillum ferrooxidans	180	species	2559538	2	0	0.0
Azospirillum brasilense	192	species	13978806	7	5	0.0
Azospirillum lipoferum	193	species	7223069	18	13	0.0
Campylobacter	194	genus	0	1	0	0.0
Campylobacter fetus	196	species	1876301	1	1	0.0
Campylobacter jejuni	197	species	6156435	1	1	0.0
Campylobacter concisus	199	species	1969727	1	0	0.0
Campylobacter lari	201	species	1576113	1	1	0.0
Helicobacter	209	genus	0	20	0	0.0
Helicobacter pylori	210	species	2044699	8	7	0.0
Helicobacter cinaedi	213	species	2170766	1	0	0.0
Helicobacter felis	214	species	1672681	2	0	0.0
Helicobacter mustelae	217	species	1578097	35	1	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	2	0	0.0
Brucella	234	genus	0	4	0	0.0
Francisella tularensis	263	species	2777166	16	9	0.0
Paracoccus denitrificans	266	species	5236194	5	4	0.0
Thermus aquaticus	271	species	2338641	2	1	0.0
Thermus thermophilus	274	species	2214494	2	0	0.0
Meiothermus ruber	277	species	3097457	6	3	0.0
Xanthobacter autotrophicus	280	species	5625098	7	6	0.0
Comamonas testosteroni	285	species	5695231	13	10	0.0
Pseudomonas	286	genus	0	1308	641	0.0
Pseudomonas aeruginosa	287	species	22457305	236	170	0.0
Pseudoalteromonas atlantica	288	species	5187005	1	0	0.0
Burkholderia cepacia	292	species	13365495	38	11	0.0
Pseudomonas fluorescens	294	species	14826544	53260	42180	0.0
Pseudomonas fragi	296	species	5101809	262	114	0.0
Pseudomonas mendocina	300	species	5293211	118	60	0.0
Pseudomonas putida	303	species	6888188	1002	513	0.0
Ralstonia solanacearum	305	species	11186335	16	11	0.0
Pseudomonas stutzeri	316	species	7755802	138	84	0.0
Pseudomonas syringae	317	species	6129101	1340	662	0.0
Ralstonia pickettii	329	species	6378979	15	6	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	24	10	0.0
Burkholderia glumae	337	species	7333967	15	5	0.0
Xanthomonas	338	genus	0	2	0	0.0
Xanthomonas campestris	339	species	7063896	25	3	0.0
Xanthomonas translucens	343	species	4638247	3	3	0.0
Xanthomonas citri	346	species	17318955	19	0	0.0
Xanthomonas oryzae	347	species	17545599	9	6	0.0
Azotobacter chroococcum	353	species	5192286	19	6	0.0
Azotobacter vinelandii	354	species	5351632	36	23	0.0
Rhizobiales	356	order	0	1	0	0.0
Agrobacterium	357	genus	0	1	0	0.0
Agrobacterium tumefaciens	358	species	9211775	26	6	0.0
Agrobacterium vitis	373	species	6320946	3	1	0.0
Bradyrhizobium	374	genus	0	4	2	0.0
Bradyrhizobium japonicum	375	species	9215796	150	82	0.0
Bradyrhizobium sp.	376	species	7547693	89	61	0.0
Rhizobium	379	genus	0	10	2	0.0
