name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	12	10	0.0
Cellulomonas gilvus	11	species	3526441	20	10	0.0
Pelobacter carbinolicus	19	species	3665893	1	0	0.0
Myxococcales	29	order	0	2	0	0.0
Myxococcaceae	31	family	0	1	0	0.0
Myxococcus fulvus	33	species	10026214	19	15	0.0
Myxococcus xanthus	34	species	9139763	10	5	0.0
Cystobacteraceae	39	family	0	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	11	7	0.0
Archangium gephyra	48	species	12489432	12	10	0.0
Chondromyces	50	genus	0	1	0	0.0
Chondromyces crocatus	52	species	11388132	16	11	0.0
Sorangium cellulosum	56	species	13907952	41	28	0.0
Runella slithyformis	106	species	6919729	1	1	0.0
Rubinisphaera brasiliensis	119	species	6006602	2	1	0.0
Planctopirus limnophila	120	species	5460085	2	2	0.0
Pirellula staleyi	125	species	6196199	1	1	0.0
Isosphaera pallida	128	species	5529304	6	4	0.0
Borreliella burgdorferi	139	species	1329613	1	0	0.0
Spirochaeta thermophila	154	species	2516433	1	1	0.0
Leptospira biflexa	172	species	3953768	2	1	0.0
Leptospira interrogans	173	species	5395453	1	0	0.0
Leptospira borgpetersenii	174	species	3948532	1	0	0.0
Leptospirillum ferrooxidans	180	species	2559538	1	0	0.0
Azospirillum	191	genus	0	1	0	0.0
Azospirillum brasilense	192	species	13978806	26	20	0.0
Azospirillum lipoferum	193	species	7223069	31	18	0.0
Campylobacter hyointestinalis	198	species	1753331	1	1	0.0
Campylobacter lari	201	species	1576113	1	0	0.0
Helicobacter	209	genus	0	16	0	0.0
Helicobacter pylori	210	species	2044699	3	3	0.0
Helicobacter cinaedi	213	species	2170766	1	0	0.0
Helicobacter mustelae	217	species	1578097	32	0	7.44506e-14
Brucella	234	genus	0	3	2	0.0
Brucella abortus	235	species	5108028	2	0	0.0
Francisella tularensis	263	species	2777166	1	1	0.0
Paracoccus denitrificans	266	species	5236194	7	5	0.0
Thermus aquaticus	271	species	2338641	3	0	0.0
Thermus thermophilus	274	species	2214494	5	2	0.0
Meiothermus ruber	277	species	3097457	1	0	0.0
