name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	12	11	0.0
Cellulomonas gilvus	11	species	3526441	92	65	0.0
Pelobacter carbinolicus	19	species	3665893	2	2	0.0
Myxococcales	29	order	0	1	0	0.0
Myxococcus fulvus	33	species	10026214	6	4	0.0
Myxococcus xanthus	34	species	9139763	14	10	0.0
Stigmatella aurantiaca	41	species	10260756	12	8	0.0
Archangium gephyra	48	species	12489432	24	20	0.0
Polyangiaceae	49	family	0	2	0	0.0
Chondromyces crocatus	52	species	11388132	13	10	0.0
Sorangium cellulosum	56	species	13907952	48	37	0.0
Cyclobacterium marinum	104	species	6221273	1	1	0.0
Planctomycetales	112	order	0	1	0	0.0
Pirellula staleyi	125	species	6196199	5	5	0.0
Planctomycetaceae	126	family	0	1	0	0.0
Isosphaera pallida	128	species	5529304	2	2	0.0
Spirochaeta thermophila	154	species	2516433	2	1	0.0
Leptospira interrogans	173	species	5395453	1	1	0.0
Azospirillum brasilense	192	species	13978806	24	22	0.0
Azospirillum lipoferum	193	species	7223069	20	6	0.0
Campylobacter jejuni	197	species	6156435	1	1	0.0
Campylobacter lari	201	species	1576113	1	1	0.0
Helicobacter	209	genus	0	7	0	0.0
Helicobacter pylori	210	species	2044699	37435	37418	0.0
Helicobacter acinonychis	212	species	1557588	14	3	0.0
Helicobacter mustelae	217	species	1578097	17	0	0.0
Achromobacter	222	genus	0	165	0	0.0
Brucella abortus	235	species	5108028	2	0	0.0
Paracoccus	265	genus	0	1	0	0.0
Paracoccus denitrificans	266	species	5236194	10	5	0.0
Thermus	270	genus	0	1	0	0.0
Thermus aquaticus	271	species	2338641	1	1	0.0
Thermus thermophilus	274	species	2214494	4	2	0.0
Xanthobacter autotrophicus	280	species	5625098	2	1	0.0
Comamonas testosteroni	285	species	5695231	9	7	0.0
Pseudomonas	286	genus	0	2	1	0.0
Pseudomonas aeruginosa	287	species	22457305	10472	10444	0.00439918
Pseudoalteromonas atlantica	288	species	5187005	1	0	0.0
Burkholderia cepacia	292	species	13365495	23	14	0.0
Pseudomonas fluorescens	294	species	14826544	20	12	0.0
Pseudomonas mendocina	300	species	5293211	8	1	0.0
Pseudomonas putida	303	species	6888188	45	16	0.0
Ralstonia solanacearum	305	species	11186335	18	14	0.0
Pseudomonas stutzeri	316	species	7755802	35	15	0.0
Pseudomonas syringae	317	species	6129101	12	8	0.0
Ralstonia pickettii	329	species	6378979	17	9	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	1	1	0.0
Burkholderia glumae	337	species	7333967	17	2	0.0
Xanthomonas campestris	339	species	7063896	6	4	0.0
Xanthomonas translucens	343	species	4638247	10	7	0.0
Xanthomonas citri	346	species	17318955	8	5	0.0
Xanthomonas oryzae	347	species	17545599	2	1	0.0
Azotobacter chroococcum	353	species	5192286	3	2	0.0
Azotobacter vinelandii	354	species	5351632	8	4	0.0
Rhizobiales	356	order	0	6	0	0.0
Agrobacterium tumefaciens	358	species	9211775	12	4	0.0
Bradyrhizobium	374	genus	0	2	0	0.0
Bradyrhizobium japonicum	375	species	9215796	6	5	0.0
Bradyrhizobium sp.	376	species	7547693	4	0	0.0
Rhizobium	379	genus	0	3	1	0.0
Sinorhizobium fredii	380	species	6891900	3	1	0.0
Mesorhizobium loti	381	species	7539018	11	6	0.0
Sinorhizobium meliloti	382	species	6962835	7	4	0.0
Rhizobium leguminosarum	384	species	7369497	12	8	0.0
Rhizobium phaseoli	396	species	87841097	12	9	0.0
Rhizobium tropici	398	species	6686334	9	9	0.0
Neorhizobium galegae	399	species	6434105	3	3	0.0
Methylobacterium extorquens	408	species	6163878	13	3	0.0
Methylococcus capsulatus	414	species	3304561	1	1	0.0
Legionella pneumophila	446	species	15688009	16	9	0.0
Moraxellaceae	468	family	0	364	0	0.0
Acinetobacter	469	genus	0	8	2	0.0
Acinetobacter baumannii	470	species	11595472	172302	171030	0.0170401
Moraxella catarrhalis	480	species	2846413	2	0	0.0
Neisseria gonorrhoeae	485	species	4967431	271	90	0.0
Neisseria lactamica	486	species	2220606	105	30	0.0
Neisseria meningitidis	487	species	8508873	42547	42282	0.0
Neisseria elongata	495	species	2256647	10	1	0.0
Thermomicrobium roseum	500	species	2920744	3	0	0.0
Alcaligenaceae	506	family	0	360	0	0.0
Bordetella bronchiseptica	518	species	6491145	8	4	0.0
Bordetella parapertussis	519	species	4815611	2	1	0.0
Bordetella pertussis	520	species	48698463	1	0	0.0
Bordetella avium	521	species	3732255	1	0	0.0
Acidiphilium cryptum	524	species	3963080	6	0	0.0
Ochrobactrum anthropi	529	species	5053471	11	11	0.0
Enterobacteriaceae	543	family	0	180	1	0.0
Citrobacter freundii	546	species	16193243	12	1	0.0
Enterobacter	547	genus	0	3	0	0.0
[Enterobacter] aerogenes	548	species	10750562	5	2	0.0
Pantoea agglomerans	549	species	9924054	8	3	0.0
Enterobacter cloacae	550	species	10083180	15	5	0.0
Pectobacterium carotovorum	554	species	4852842	3	3	0.0
Escherichia coli	562	species	12319210	23267	13592	0.0276842
Escherichia fergusonii	564	species	4643861	115	12	0.0
Klebsiella	570	genus	0	1	0	0.0
Klebsiella oxytoca	571	species	16779606	15	4	0.0
Klebsiella pneumoniae	573	species	15713353	13	2	0.0
Morganella morganii	582	species	3853791	213	3	0.0
Proteus mirabilis	584	species	5337360	1	0	0.0
Proteus vulgaris	585	species	3794983	1	0	0.0
Providencia	586	genus	0	124	0	0.0
Providencia stuartii	588	species	6521015	1	0	0.0
Serratia	613	genus	0	6	0	0.0
Serratia liquefaciens	614	species	7946985	2	0	0.0
Serratia marcescens	615	species	8465231	29	23	0.0
Shigella	620	genus	0	112	0	0.0
Shigella boydii	621	species	4698475	2103	318	0.0
Shigella dysenteriae	622	species	4560911	594	139	7.17751e-15
Shigella flexneri	623	species	4763519	1312	114	0.0
Shigella sonnei	624	species	6798914	2340	222	0.0
Yersinia enterocolitica	630	species	14308813	2	0	0.0
Yersinia intermedia	631	species	4859749	1	1	0.0
Yersinia pestis	632	species	7124135	2	2	0.0
Yersinia pseudotuberculosis	633	species	9565781	2	0	0.0
Edwardsiella tarda	636	species	3717889	9	7	0.0
Vibrionaceae	641	family	0	18	0	0.0
Aeromonas hydrophila	644	species	7739252	12	6	0.0
Aeromonas salmonicida	645	species	5040536	3	2	0.0
Aeromonas media	651	species	4788430	6	1	0.0
Aeromonas schubertii	652	species	4400034	1	1	0.0
Vibrio	662	genus	0	7	0	0.0
Vibrio cholerae	666	species	6170861	15	1	0.0
Vibrio parahaemolyticus	670	species	10344823	2	2	0.0
Vibrio vulnificus	672	species	10215744	1	0	0.0
Vibrio fluvialis	676	species	4827724	2	2	0.0
Vibrio natriegens	691	species	10692018	2	1	0.0
Plesiomonas shigelloides	703	species	3405979	6	4	0.0
Pasteurellaceae	712	family	0	2	0	0.0
Haemophilus influenzae	727	species	2672708	10	7	0.0
[Haemophilus] parasuis	738	species	4546750	1	1	0.0
Orientia tsutsugamushi	784	species	2068019	1	0	0.0
Bacteroides fragilis	817	species	7824806	220	34	0.0
Bacteroides thetaiotaomicron	818	species	6390542	291	21	0.0
Bacteroides vulgatus	821	species	5163189	122603	120365	0.0574028
Parabacteroides distasonis	823	species	4811379	29	14	0.0
Fibrobacter succinogenes	833	species	7685639	3	3	0.0
Porphyromonas gingivalis	837	species	2343668	3	0	0.0
Prevotella ruminicola	839	species	3619559	3	1	0.0
Fusobacterium nucleatum	851	species	2948417	1	1	0.0
Desulfovibrio africanus	873	species	4200534	2	1	0.0
Desulfovibrio desulfuricans	876	species	3366008	4	3	0.0
Desulfovibrio salexigens	880	species	4289847	3	3	0.0
Desulfovibrio vulgaris	881	species	3802302	11	9	0.0
Desulfobulbus propionicus	894	species	3851869	2	2	0.0
Desulfococcus multivorans	897	species	4455399	4	3	0.0
Megasphaera elsdenii	907	species	2504349	2	2	0.0
Nitrobacter hamburgensis	912	species	5011522	1	0	0.0
Nitrobacter winogradskyi	913	species	3402093	1	1	0.0
Nitrosomonas	914	genus	0	134	0	0.0
Nitrosomonas eutropha	916	species	2781824	90	1	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	3	1	0.0
Starkeya novella	921	species	4765023	14	10	0.0
Halothiobacillus neapolitanus	927	species	2582886	2	1	0.0
Bdellovibrio bacteriovorus	959	species	3652240	1	0	0.0
Herbaspirillum seropedicae	964	species	8221139	11	6	0.0
Selenomonas ruminantium	971	species	3631933	1	1	0.0
Flavobacterium columnare	996	species	6492116	2	0	0.0
Flexibacter litoralis	999	species	4919337	1	0	0.0
Weeksella virosa	1014	species	2272954	1	0	0.0
Chromatiaceae	1046	family	0	1	0	0.0
Allochromatium vinosum	1049	species	3669074	3	2	0.0
Halorhodospira halophila	1053	species	2678452	3	2	0.0
Rhodobacter	1060	genus	0	2	0	0.0
Rhodobacter capsulatus	1061	species	3871920	8	3	0.0
Rhodobacter sphaeroides	1063	species	5768316	34166	34152	0.102762
Rhodomicrobium vannielii	1069	species	4014469	1	1	0.0
Rhodopseudomonas palustris	1076	species	5408501	26	20	0.0
Blastochloris viridis	1079	species	11174693	2	1	0.0
Pararhodospirillum photometricum	1084	species	3876289	1	0	0.0
Rhodospirillum rubrum	1085	species	4379691	2	2	0.0
Chlorobaculum tepidum	1097	species	2154946	1	0	0.0
Prosthecochloris aestuarii	1102	species	2579695	2	1	0.0
Chloroflexus aurantiacus	1108	species	5258541	11	0	0.0
Anabaena cylindrica	1165	species	7063285	1	1	0.0
Prochlorococcus marinus	1219	species	1879471	1	0	0.0
Proteobacteria	1224	phylum	0	1	0	0.0
Nitrosococcus oceani	1229	species	3522111	6	0	0.0
Gammaproteobacteria	1236	class	0	55	0	0.0
Piscirickettsia salmonis	1238	species	10317144	2	0	0.0
Pediococcus acidilactici	1254	species	2131361	6	4	0.0
Ruminococcus albus	1264	species	4482087	11	8	0.0
Micrococcaceae	1268	family	0	3	0	0.0
Micrococcus luteus	1270	species	2501097	61	46	0.0
Dermacoccus nishinomiyaensis	1274	species	3113642	54	40	0.0
Kytococcus sedentarius	1276	species	2785024	39	30	0.0
Staphylococcus	1279	genus	0	92	27	0.0
Staphylococcus aureus	1280	species	7252422	42157	38508	0.0
Staphylococcus carnosus	1281	species	2605765	4	4	0.0
Staphylococcus epidermidis	1282	species	3296362	66644	63080	0.0
Staphylococcus haemolyticus	1283	species	2629003	384	121	0.0
