name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	3	2	0.0
Shewanella	22	genus	0	1	0	0.0
Myxococcus fulvus	33	species	10026214	25292	24949	0.0
Myxococcus xanthus	34	species	9139763	8	8	0.0
Stigmatella aurantiaca	41	species	10260756	1	1	0.0
Archangium gephyra	48	species	12489432	2	2	0.0
Chondromyces crocatus	52	species	11388132	1	0	0.0
Sorangium cellulosum	56	species	13907952	15	13	0.0
Leptothrix	88	genus	0	4	0	0.0
Cyclobacterium marinum	104	species	6221273	1	1	0.0
Isosphaera pallida	128	species	5529304	21193	20991	0.0
Borreliella burgdorferi	139	species	1329613	1	1	0.0
Brachyspira hyodysenteriae	159	species	3055339	1	1	0.0
Leptospira interrogans	173	species	5395453	1	0	0.0
Leptospira borgpetersenii	174	species	3948532	2	1	0.0
Azospirillum	191	genus	0	4	0	0.0
Azospirillum brasilense	192	species	13978806	2	1	0.0
Azospirillum lipoferum	193	species	7223069	4	3	0.0
Campylobacter coli	195	species	5104439	14	10	0.0
Campylobacter fetus	196	species	1876301	26	21	0.0
Campylobacter jejuni	197	species	6156435	9	7	0.0
Campylobacter hyointestinalis	198	species	1753331	25	20	0.0
Campylobacter concisus	199	species	1969727	63	58	0.0
Campylobacter curvus	200	species	1971270	29	28	0.0
Campylobacter lari	201	species	1576113	13	7	0.0
Helicobacter cinaedi	213	species	2170766	3	2	0.0
Helicobacter felis	214	species	1672681	22256	22062	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	1	1	0.0
Francisella tularensis	263	species	2777166	1	1	0.0
Paracoccus denitrificans	266	species	5236194	4	1	0.0
Comamonas testosteroni	285	species	5695231	1	1	0.0
Pseudomonas	286	genus	0	4	3	0.0
Pseudomonas aeruginosa	287	species	22457305	76	74	0.0
Pseudoalteromonas atlantica	288	species	5187005	3	3	0.0
Burkholderia cepacia	292	species	13365495	4	0	0.0
Pseudomonas fluorescens	294	species	14826544	8	5	0.0
Pseudomonas fragi	296	species	5101809	1	1	0.0
Pseudomonas mendocina	300	species	5293211	26248	25850	0.0
Pseudomonas putida	303	species	6888188	27528	26427	0.0
Ralstonia solanacearum	305	species	11186335	4	2	0.0
Pseudomonas stutzeri	316	species	7755802	17559	17339	0.0
Pseudomonas syringae	317	species	6129101	11	7	0.0
Ralstonia pickettii	329	species	6378979	3	2	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	6	5	0.0
Burkholderia glumae	337	species	7333967	2	0	0.0
Xanthomonas campestris	339	species	7063896	1	1	0.0
Xanthomonas translucens	343	species	4638247	4	2	0.0
Azotobacter chroococcum	353	species	5192286	1	0	0.0
Azotobacter vinelandii	354	species	5351632	1	1	0.0
Bradyrhizobium	374	genus	0	1	0	0.0
Bradyrhizobium japonicum	375	species	9215796	3581	2966	0.0
Bradyrhizobium sp.	376	species	7547693	44	32	0.0
Mesorhizobium loti	381	species	7539018	6	6	0.0
Sinorhizobium meliloti	382	species	6962835	1	1	0.0
Rhizobium leguminosarum	384	species	7369497	3	3	0.0
Methylobacillus flagellatus	405	species	2971517	2	0	0.0
Methylobacterium extorquens	408	species	6163878	4	0	0.0
Methylococcus capsulatus	414	species	3304561	1	0	0.0
Methylomonas methanica	421	species	5051681	2	2	0.0
Acetobacter pasteurianus	438	species	3216979	2	2	0.0
Gluconobacter oxydans	442	species	3306867	1	1	0.0
Acinetobacter baumannii	470	species	11595472	11	9	0.0
Moraxella catarrhalis	480	species	2846413	1	1	0.0
Neisseria gonorrhoeae	485	species	4967431	26841	25974	0.0
Neisseria lactamica	486	species	2220606	406	68	0.0
Neisseria meningitidis	487	species	8508873	914	371	0.0
Neisseria elongata	495	species	2256647	166	149	0.0
Kingella kingae	504	species	2140065	6	5	0.0
Alcaligenes faecalis	511	species	4248684	2	2	0.0
Bordetella	517	genus	0	1	0	0.0
Bordetella bronchiseptica	518	species	6491145	1	1	0.0
Acidiphilium	522	genus	0	1	0	0.0
