name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Myxococcus fulvus	33	species	10026214	2	2	0.0
Isosphaera pallida	128	species	5529304	2	0	0.0
Borrelia hermsii	140	species	1156143	1	0	0.0
Brachyspira hyodysenteriae	159	species	3055339	1	1	0.0
Leptospira interrogans	173	species	5395453	1	1	0.0
Leptospira borgpetersenii	174	species	3948532	1	1	0.0
Azospirillum brasilense	192	species	13978806	1	1	0.0
Campylobacter concisus	199	species	1969727	3	3	0.0
Campylobacter lari	201	species	1576113	1	1	0.0
Helicobacter pylori	210	species	2044699	1	1	0.0
Helicobacter felis	214	species	1672681	1	1	0.0
Comamonas testosteroni	285	species	5695231	1	1	0.0
Pseudomonas aeruginosa	287	species	22457305	4	4	0.000168534
Pseudomonas putida	303	species	6888188	1	1	0.0
Xanthomonas campestris	339	species	7063896	1	1	0.0
Xanthomonas citri	346	species	17318955	11	1	0.0
Azotobacter vinelandii	354	species	5351632	1	0	0.0
Mesorhizobium loti	381	species	7539018	1	1	0.0
Legionella pneumophila	446	species	15688009	1	0	0.0
Legionella longbeachae	450	species	4149158	2	2	0.0
Acinetobacter baumannii	470	species	11595472	1	0	0.0
Neisseria gonorrhoeae	485	species	4967431	1	0	0.0
Neisseria lactamica	486	species	2220606	6	5	0.0
Neisseria meningitidis	487	species	8508873	11	10	0.0
Neisseria elongata	495	species	2256647	2	2	0.0
[Enterobacter] aerogenes	548	species	10750562	9	9	0.0
Pectobacterium carotovorum	554	species	4852842	1	0	0.0
Escherichia coli	562	species	12319210	3	1	0.00030723
Klebsiella oxytoca	571	species	16779606	1	0	0.0
Klebsiella pneumoniae	573	species	15713353	6	5	0.0
Providencia stuartii	588	species	6521015	1	1	0.0
Serratia marcescens	615	species	8465231	1	0	0.0
Shigella	620	genus	0	2	0	0.0
Vibrio harveyi	669	species	11920371	1	1	0.0
Actinobacillus pleuropneumoniae	715	species	2299903	1	1	0.0
Haemophilus influenzae	727	species	2672708	40	40	0.0
Haemophilus parainfluenzae	729	species	2086875	46	46	0.0
Histophilus somni	731	species	2138367	2	2	0.0
[Haemophilus] parasuis	738	species	4546750	1	1	0.0
Coxiella burnetii	777	species	2076694	1	1	0.0
Rickettsia prowazekii	782	species	1111249	1	0	0.0
Rickettsia typhi	785	species	1112275	1	0	0.0
Rickettsia akari	786	species	1231060	1	1	0.0
Bacteroides fragilis	817	species	7824806	1	1	0.0
Fibrobacter succinogenes	833	species	7685639	1	0	0.0
Fusobacterium nucleatum	851	species	2948417	4	4	0.0
Syntrophomonas wolfei	863	species	2936195	1	1	0.0
Flavobacterium johnsoniae	986	species	5603295	1	1	0.0
Flavobacterium columnare	996	species	6492116	1	1	0.0
Flexibacter litoralis	999	species	4919337	1	1	0.0
Marivirga tractuosa	1006	species	4516490	1	1	0.0
Rhodobacter capsulatus	1061	species	3871920	1	1	0.0
Trichodesmium erythraeum	1206	species	7750108	1	1	0.0
Prochlorococcus marinus	1219	species	1879471	1	1	0.0
Pediococcus pentosaceus	1255	species	1817384	1	1	0.0
Ruminococcus albus	1264	species	4482087	1	1	0.0
Staphylococcus	1279	genus	0	1	0	0.0
Staphylococcus aureus	1280	species	7252422	11	10	0.000260936
Staphylococcus carnosus	1281	species	2605765	1	1	0.0
Staphylococcus epidermidis	1282	species	3296362	1	0	0.0
Streptococcus gordonii	1302	species	3335036	2	1	0.0
Streptococcus oralis	1303	species	1958690	8	7	0.000966163
Streptococcus salivarius	1304	species	3636237	4	3	0.0
Streptococcus thermophilus	1308	species	3463400	1	0	0.0
Streptococcus agalactiae	1311	species	5721038	3	2	0.0
Streptococcus pneumoniae	1313	species	2272871	12	9	0
Streptococcus parasanguinis	1318	species	2162630	23	22	0.0
Streptococcus anginosus	1328	species	2557124	4	3	0.0
Streptococcus intermedius	1338	species	1963517	3	1	1.76136e-15
Enterococcus faecium	1352	species	5898717	1	1	0.0
Lactococcus lactis	1358	species	2704731	1	1	0.0
Bacillus cereus	1396	species	9676532	7	3	0.0
Bacillus megaterium	1404	species	5334474	2	1	0.0
Paenibacillus polymyxa	1406	species	6883167	1	1	0.0
Bacillus pumilus	1408	species	20721195	1	1	0.0
Bacillus subtilis	1423	species	7550081	3	3	0.0
Bacillus thuringiensis	1428	species	10269592	6	1	0.0
Brevibacillus laterosporus	1465	species	5153859	1	1	0.0
Clostridium botulinum	1491	species	4637504	5	5	0.0
Clostridium pasteurianum	1501	species	7159922	1	1	0.0
Clostridium perfringens	1502	species	6907798	1	1	0.0
[Clostridium] stercorarium	1510	species	4042789	1	1	0.0
Clostridium tyrobutyricum	1519	species	3134437	1	1	0.0
Clostridium beijerinckii	1520	species	6161692	1	1	0.0
Clostridium novyi	1542	species	2547720	1	1	0.0
Clostridium scatologenes	1548	species	5749410	2	2	0.0
Clostridium baratii	1561	species	3338630	1	1	0.0
Lactobacillus sakei	1599	species	1884661	1	0	0.0
Lactobacillus acetotolerans	1600	species	1704859	1	1	0.0
Lactobacillus amylovorus	1604	species	1977087	1	1	0.0
Corynebacterium pseudotuberculosis	1719	species	6595197	297	267	0.0
Eubacterium limosum	1736	species	4233519	1	1	0.0
Propionibacterium acnes	1747	species	3361368	5	5	0.000562989
Actinobacteria	1760	class	0	1	0	0.0
Mycobacterium bovis	1765	species	6302864	1	0	0.0
Mycobacterium tuberculosis	1773	species	7403540	1	0	0.0
Frankia alni	1859	species	7497934	1	1	0.0
Rothia dentocariosa	2047	species	2506025	3	3	0.0
Mycoplasma arginini	2094	species	678592	1	1	0.0
Methanosarcina mazei	2209	species	4120463	2	2	0.0
Methanosarcina acetivorans	2214	species	5751492	1	1	0.0
Sulfolobus acidocaldarius	2285	species	2172056	1	1	0.0
Sulfolobus solfataricus	2287	species	5625717	1	1	0.0
Methanohalobium evestigatum	2322	species	2406232	1	1	0.0
Haliscomenobacter hydrossis	2350	species	8771651	1	1	0.0
Thermosipho africanus	2421	species	2016657	1	1	0.0
Carnobacterium maltaromaticum	2751	species	3650416	1	0	0.0
Homo sapiens	9606	species	3238442024	3626298	3238996	0.357803
Siphoviridae	10699	family	47340	1	0	0.0
Streptococcus mitis	28037	species	3110438	13	12	0
Nostoc sp. PCC 7524	28072	species	6718869	1	1	0.0
Neisseria weaveri	28091	species	2188497	1	1	0.0
Francisella philomiragia	28110	species	4757195	1	1	0.0
Tannerella forsythia	28112	species	3383154	5	5	0.0
