name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Buchnera aphidicola	9	species	619958	2	1	0.0
Cellulomonas gilvus	11	species	3526441	3	0	0.0
Dictyoglomus thermophilum	14	species	1959987	1	0	0.0
Planctopirus limnophila	120	species	5460085	1	1	0.0
Isosphaera pallida	128	species	5529304	4	1	0.0
Borrelia	138	genus	0	1	0	0.0
Borrelia parkeri	141	species	1030684	1	0	0.0
Borrelia turicatae	142	species	917330	1	0	0.0
Brachyspira hyodysenteriae	159	species	3055339	1	1	0.0
Leptospira interrogans	173	species	5395453	1	0	0.0
Campylobacter	194	genus	0	110	0	0.0
Campylobacter coli	195	species	5104439	16	0	0.0
Campylobacter fetus	196	species	1876301	2	1	0.0
Campylobacter jejuni	197	species	6156435	16	6	0.0
Campylobacter lari	201	species	1576113	2	1	0.0
Helicobacter pylori	210	species	2044699	1	1	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	1	0	0.0
Francisella tularensis	263	species	2777166	1	0	0.0
Meiothermus ruber	277	species	3097457	1	0	0.0
Xanthobacter autotrophicus	280	species	5625098	1	0	0.0
Comamonas testosteroni	285	species	5695231	3	3	0.0
Pseudomonas	286	genus	0	2	0	0.0
Pseudomonas aeruginosa	287	species	22457305	3	2	5.33665e-07
Burkholderia cepacia	292	species	13365495	2	0	0.0
Pseudomonas fluorescens	294	species	14826544	2	2	0.0
Pseudomonas putida	303	species	6888188	4	0	0.0
Pseudomonas stutzeri	316	species	7755802	5	4	0.0
Pseudomonas syringae	317	species	6129101	1	1	0.0
Ralstonia pickettii	329	species	6378979	1	0	0.0
Burkholderia glumae	337	species	7333967	2	1	0.0
Xanthomonas citri	346	species	17318955	3	1	0.0
Rhizobiales	356	order	0	1	0	0.0
Bradyrhizobium sp.	376	species	7547693	1	0	0.0
Sinorhizobium fredii	380	species	6891900	1	0	0.0
Mesorhizobium loti	381	species	7539018	1	0	0.0
Sinorhizobium meliloti	382	species	6962835	1	1	0.0
Rhizobium phaseoli	396	species	87841097	1	1	0.0
Neorhizobium galegae	399	species	6434105	1	1	0.0
Methylobacillus flagellatus	405	species	2971517	1	1	0.0
Methylomonas methanica	421	species	5051681	1	1	0.0
Acetobacter pasteurianus	438	species	3216979	3	2	0.0
Gluconobacter oxydans	442	species	3306867	1	1	0.0
Legionella pneumophila	446	species	15688009	1	1	0.0
Tatlockia micdadei	451	species	3310028	1	1	0.0
Acinetobacter	469	genus	0	1	0	0.0
Acinetobacter baumannii	470	species	11595472	3	1	0.0
Moraxella catarrhalis	480	species	2846413	1	1	0.0
Neisseria gonorrhoeae	485	species	4967431	3	3	0.0
Kingella kingae	504	species	2140065	1	1	0.0
Beijerinckia indica	533	species	4418616	1	1	0.0
Chromobacterium violaceum	536	species	4751080	1	1	0.0
Enterobacteriaceae	543	family	0	29	19	0.0
