abundance,pct,reads,sample,tax_name
0.0359882,0.005737704918032787,7,Menashi_WGS_23-1d_unmapped.fa,Treponema denticola
0.0113907,0.011475409836065573,14,Menashi_WGS_23-1d_unmapped.fa,Pseudomonas aeruginosa
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Pseudomonas putida
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Bordetella avium
0.0190356,0.006557377049180328,8,Menashi_WGS_23-1d_unmapped.fa,[Enterobacter] aerogenes
0.00507388,0.001639344262295082,2,Menashi_WGS_23-1d_unmapped.fa,Enterobacter cloacae
0.0249176,0.021311475409836064,26,Menashi_WGS_23-1d_unmapped.fa,Escherichia coli
0.00325588,0.002459016393442623,3,Menashi_WGS_23-1d_unmapped.fa,Klebsiella pneumoniae
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Morganella morganii
0.0,0.002459016393442623,3,Menashi_WGS_23-1d_unmapped.fa,Bacteroides fragilis
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Campylobacter gracilis
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Staphylococcus aureus
0.267325,0.06393442622950819,78,Menashi_WGS_23-1d_unmapped.fa,Streptococcus salivarius
0.0,0.004918032786885246,6,Menashi_WGS_23-1d_unmapped.fa,Streptococcus thermophilus
0.0,0.001639344262295082,2,Menashi_WGS_23-1d_unmapped.fa,Streptococcus pneumoniae
0.0,0.018852459016393444,23,Menashi_WGS_23-1d_unmapped.fa,Streptococcus parasanguinis
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Streptococcus anginosus
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Streptococcus intermedius
0.0,0.002459016393442623,3,Menashi_WGS_23-1d_unmapped.fa,Enterococcus faecalis
0.0,0.003278688524590164,4,Menashi_WGS_23-1d_unmapped.fa,Lactobacillus gasseri
0.0242604,0.002459016393442623,3,Menashi_WGS_23-1d_unmapped.fa,Lactobacillus fermentum
0.0194084,0.003278688524590164,4,Menashi_WGS_23-1d_unmapped.fa,Bifidobacterium dentium
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Corynebacterium pseudotuberculosis
0.0,0.003278688524590164,4,Menashi_WGS_23-1d_unmapped.fa,Propionibacterium acnes
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Mycobacterium chubuense
0.0,0.001639344262295082,2,Menashi_WGS_23-1d_unmapped.fa,Amycolatopsis methanolica
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Saccharopolyspora erythraea
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Streptomyces ambofaciens
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Thermomonospora curvata
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Kitasatospora setae
0.00355454,0.6278688524590164,766,Menashi_WGS_23-1d_unmapped.fa,Homo sapiens
0.336093,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Human herpesvirus 1
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Streptococcus mitis
0.0453667,0.009016393442622951,11,Menashi_WGS_23-1d_unmapped.fa,Tannerella forsythia
0.0348318,0.003278688524590164,4,Menashi_WGS_23-1d_unmapped.fa,Prevotella denticola
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Komagataeibacter xylinus
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Streptomyces cattleya
0.0,0.07950819672131147,97,Menashi_WGS_23-1d_unmapped.fa,Taylorella equigenitalis
0.0269901,0.030327868852459017,37,Menashi_WGS_23-1d_unmapped.fa,synthetic construct
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Nocardia brasiliensis
0.00802389,0.002459016393442623,3,Menashi_WGS_23-1d_unmapped.fa,Nocardia farcinica
0.0,0.00819672131147541,10,Menashi_WGS_23-1d_unmapped.fa,Nocardia nova
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Nocardia seriolae
0.0,0.001639344262295082,2,Menashi_WGS_23-1d_unmapped.fa,Rhodococcus opacus
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Kutzneria albida
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Rhodococcus equi
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Ferrimonas balearica
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Lactobacillus rhamnosus
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Prevotella dentalis
0.0249676,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Actinomyces meyeri
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Halomicrobium mukohataei
0.0,0.002459016393442623,3,Menashi_WGS_23-1d_unmapped.fa,Enterobacter asburiae
0.0,0.001639344262295082,2,Menashi_WGS_23-1d_unmapped.fa,Prevotella enoeca
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Streptococcus constellatus
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Treponema brennaborense
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Gordonia polyisoprenivorans
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Ralstonia mannitolilytica
0.0,0.002459016393442623,3,Menashi_WGS_23-1d_unmapped.fa,Nocardia cyriacigeorgica
0.0,0.001639344262295082,2,Menashi_WGS_23-1d_unmapped.fa,Methylocystis sp. SC2
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Bifidobacterium longum
0.0,0.001639344262295082,2,Menashi_WGS_23-1d_unmapped.fa,Treponema putidum
0.0,0.001639344262295082,2,Menashi_WGS_23-1d_unmapped.fa,Sphingopyxis granuli
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Stackebrandtia nassauensis
0.0,0.002459016393442623,3,Menashi_WGS_23-1d_unmapped.fa,Gordonia sp. KTR9
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Streptomyces xiamenensis
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Nocardioides dokdonensis
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Actinomyces oris
0.0,0.001639344262295082,2,Menashi_WGS_23-1d_unmapped.fa,Streptococcus sp. oral taxon 431
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,alpha proteobacterium HIMB5
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Rhodococcus sp. WB1
0.0,0.001639344262295082,2,Menashi_WGS_23-1d_unmapped.fa,Pseudomonas phage PMG1
0.0,0.001639344262295082,2,Menashi_WGS_23-1d_unmapped.fa,Streptococcus sp. I-G2
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Methylobacterium sp. C1
0.0,0.003278688524590164,4,Menashi_WGS_23-1d_unmapped.fa,Mycobacterium sp. QIA-37
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Lentzea sp. DHS C013
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Pseudonocardia sp. HH130629-09
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Rhodococcus sp. PBTS 1
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Arthrobacter sp. ERGS1:01
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Streptococcus sp. A12
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Gemella sp. oral taxon 928
0.0760164,0.009836065573770493,12,Menashi_WGS_23-1d_unmapped.fa,Enterobacter cloacae complex 'Hoffmann cluster IV'
0.0,0.000819672131147541,1,Menashi_WGS_23-1d_unmapped.fa,Streptomyces sp. RTd22
0.0166702,0.009836065573770493,12,Menashi_WGS_23-1d_unmapped.fa,Enterobacter cloacae complex sp. 35734
0.0,0.001639344262295082,2,Menashi_WGS_23-1d_unmapped.fa,Mycobacterium sp. djl-10
0.0,0.002489110143123833,8,Menashi_WGS_23-1_unmapped.fa,Treponema denticola
0.0,0.00031113876789047915,1,Menashi_WGS_23-1_unmapped.fa,Campylobacter coli
0.0,0.00031113876789047915,1,Menashi_WGS_23-1_unmapped.fa,Comamonas testosteroni
0.00292821,0.010578718108276292,34,Menashi_WGS_23-1_unmapped.fa,Pseudomonas aeruginosa
0.0,0.0006222775357809583,2,Menashi_WGS_23-1_unmapped.fa,Pseudomonas fluorescens
