name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	1	0	0.0
Cellulomonas gilvus	11	species	3526441	1	1	0.0
Shewanella putrefaciens	24	species	4749735	2	0	0.0
Myxococcus fulvus	33	species	10026214	1	1	0.0
Stigmatella aurantiaca	41	species	10260756	1	0	0.0
Archangium gephyra	48	species	12489432	1	1	0.0
Caulobacter	75	genus	0	3	0	0.0
Hyphomonas	85	genus	0	1	0	0.0
Runella slithyformis	106	species	6919729	3	3	0.0
Borrelia parkeri	141	species	1030684	1	0	0.0
Borrelia turicatae	142	species	917330	1	0	0.0
Brachyspira hyodysenteriae	159	species	3055339	1	0	0.0
Leptospira interrogans	173	species	5395453	1	1	0.0
Azospirillum brasilense	192	species	13978806	2	1	0.0
Azospirillum lipoferum	193	species	7223069	10	5	0.0
Campylobacter jejuni	197	species	6156435	1	1	0.0
Campylobacter hyointestinalis	198	species	1753331	1	1	0.0
Helicobacter pylori	210	species	2044699	1	1	0.0
Achromobacter	222	genus	0	1	0	0.0
Francisella tularensis	263	species	2777166	2	2	0.0
Paracoccus denitrificans	266	species	5236194	2	0	0.0
Thermus thermophilus	274	species	2214494	2	2	0.0
Xanthobacter autotrophicus	280	species	5625098	1	1	0.0
Comamonas testosteroni	285	species	5695231	26	15	1.0792e-05
Pseudomonas	286	genus	0	12	7	0.0
Pseudomonas aeruginosa	287	species	22457305	22	11	2.28844e-05
Burkholderia cepacia	292	species	13365495	18	4	0.0
Pseudomonas fluorescens	294	species	14826544	128	111	0
Pseudomonas fragi	296	species	5101809	1	0	0.0
Pseudomonas mendocina	300	species	5293211	12	4	0.0
Pseudomonas putida	303	species	6888188	19	15	0.0
Ralstonia solanacearum	305	species	11186335	31	21	0.0
Pseudomonas stutzeri	316	species	7755802	14	5	0.0
Pseudomonas syringae	317	species	6129101	11	6	0.0
Ralstonia pickettii	329	species	6378979	120	102	0.000360801
Pseudomonas pseudoalcaligenes	330	species	4691662	5	1	0.0
Burkholderia glumae	337	species	7333967	19	5	0.0
Xanthomonas	338	genus	0	2	0	0.0
Xanthomonas campestris	339	species	7063896	6	3	0.0
Xanthomonas translucens	343	species	4638247	4	2	0.0
Xanthomonas citri	346	species	17318955	7	1	0.0
Xanthomonas oryzae	347	species	17545599	6	1	0.0
Azotobacter chroococcum	353	species	5192286	2	0	0.0
Azotobacter vinelandii	354	species	5351632	7	4	0.0
Agrobacterium tumefaciens	358	species	9211775	5	0	2.86109e-15
Agrobacterium vitis	373	species	6320946	3	0	0.0
Bradyrhizobium japonicum	375	species	9215796	10	5	0.0
Bradyrhizobium sp.	376	species	7547693	6	5	0.0
Rhizobium	379	genus	0	2	1	0.0
Sinorhizobium fredii	380	species	6891900	3	3	0.0
Mesorhizobium loti	381	species	7539018	6	6	0.0
Sinorhizobium meliloti	382	species	6962835	2	1	0.0
Rhizobium leguminosarum	384	species	7369497	3	3	0.0
Rhizobium tropici	398	species	6686334	2	1	0
Neorhizobium galegae	399	species	6434105	4	3	0
Methylobacillus flagellatus	405	species	2971517	3	3	0.0
Methylobacterium	407	genus	0	1	0	0.0
Methylobacterium extorquens	408	species	6163878	4	1	0.0
Methylomonas methanica	421	species	5051681	3	2	0.0
Gluconobacter oxydans	442	species	3306867	1	1	0.0
Legionella hackeliae	449	species	3570857	1	1	0.0
Acinetobacter baumannii	470	species	11595472	4	1	0.0
Neisseria lactamica	486	species	2220606	1	1	0.0
Neisseria meningitidis	487	species	8508873	2	1	0.0
Neisseria elongata	495	species	2256647	4	3	0.0
Alcaligenaceae	506	family	0	5	0	0.0
Alcaligenes	507	genus	0	1	0	0.0
Alcaligenes faecalis	511	species	4248684	3	1	0.0
Bordetella	517	genus	0	1	0	0.0
Bordetella bronchiseptica	518	species	6491145	16	3	0.0
Bordetella parapertussis	519	species	4815611	10	0	0.0
Bordetella pertussis	520	species	48698463	10	0	0.0
Bordetella avium	521	species	3732255	1	0	0.0
Acidiphilium cryptum	524	species	3963080	1	0	0.0
Chromobacterium violaceum	536	species	4751080	1	0	0.0
Zymomonas mobilis	542	species	2426073	7	6	7.90559e-05
Enterobacteriaceae	543	family	0	2	0	0.0
Citrobacter koseri	545	species	4735357	2	2	0.0
Pantoea agglomerans	549	species	9924054	1	1	0.0
Pectobacterium carotovorum	554	species	4852842	3	1	0.0
