name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	16	15	2.94582e-05
Cellulomonas gilvus	11	species	3526441	14	8	0.0
Shewanella	22	genus	0	2	2	0.0
Myxococcus fulvus	33	species	10026214	9	4	0.0
Myxococcus xanthus	34	species	9139763	9	4	0.0
Stigmatella aurantiaca	41	species	10260756	5	2	0.0
Archangium gephyra	48	species	12489432	9	6	0.0
Chondromyces crocatus	52	species	11388132	8	4	0.0
Sorangium cellulosum	56	species	13907952	14	14	0.0
Lysobacter	68	genus	0	3	0	0.0
Caulobacter	75	genus	0	1	0	0.0
Planctopirus limnophila	120	species	5460085	6	4	0.0
Pirellula staleyi	125	species	6196199	1	1	0.0
Isosphaera pallida	128	species	5529304	1	1	0.0
Leptospira biflexa	172	species	3953768	1	0	0.0
Leptospira borgpetersenii	174	species	3948532	1	0	0.0
Azospirillum	191	genus	0	1	0	0.0
Azospirillum brasilense	192	species	13978806	48	31	0.0
Azospirillum lipoferum	193	species	7223069	60	29	0.0
Campylobacter fetus	196	species	1876301	1	0	0.0
Campylobacter concisus	199	species	1969727	2	0	0.0
Campylobacter curvus	200	species	1971270	2	0	0.0
Helicobacter pylori	210	species	2044699	2	1	0.0
Achromobacter	222	genus	0	3	0	0.0
Brucella	234	genus	0	6	2	0.0
Paracoccus	265	genus	0	1	0	0.0
Paracoccus denitrificans	266	species	5236194	985	821	3.02097e-05
Thermus aquaticus	271	species	2338641	1	0	0.0
Thermus thermophilus	274	species	2214494	1	0	0.0
Xanthobacter autotrophicus	280	species	5625098	34	20	0.0
Comamonas	283	genus	0	1	0	0.0
Comamonas testosteroni	285	species	5695231	19	13	2.77748e-05
Pseudomonas	286	genus	0	14	4	0.0
Pseudomonas aeruginosa	287	species	22457305	29	11	2.14809e-16
Burkholderia cepacia	292	species	13365495	40	13	0.0
Pseudomonas fluorescens	294	species	14826544	99	87	0.0
Pseudomonas fragi	296	species	5101809	2	2	0.0
Pseudomonas mendocina	300	species	5293211	11	6	0.0
Pseudomonas putida	303	species	6888188	46	33	0.0
Ralstonia solanacearum	305	species	11186335	40	22	1.35543e-19
Pseudomonas stutzeri	316	species	7755802	26	20	0.0
Pseudomonas syringae	317	species	6129101	12	5	0.0
Ralstonia pickettii	329	species	6378979	114	81	0.000215912
Pseudomonas pseudoalcaligenes	330	species	4691662	9	4	0.0
Burkholderia glumae	337	species	7333967	20	9	0.0
Xanthomonas	338	genus	0	4	0	0.0
Xanthomonas campestris	339	species	7063896	15	10	0.0
Xanthomonas translucens	343	species	4638247	18	7	0.0
Xanthomonas citri	346	species	17318955	18	0	0.0
Xanthomonas oryzae	347	species	17545599	14	6	0.0
Azotobacter chroococcum	353	species	5192286	9	5	0.0
Azotobacter vinelandii	354	species	5351632	12	8	0.0
Rhizobiales	356	order	0	7	0	0.0
Agrobacterium	357	genus	0	3	0	0.0
Agrobacterium tumefaciens	358	species	9211775	37	8	0.0
Agrobacterium vitis	373	species	6320946	17	8	0.0
Bradyrhizobium	374	genus	0	3	0	0.0
Bradyrhizobium japonicum	375	species	9215796	32	16	0.0
Bradyrhizobium sp.	376	species	7547693	33	12	0.0
Rhizobium	379	genus	0	17	3	0.0
Sinorhizobium fredii	380	species	6891900	20	10	0.0
Mesorhizobium loti	381	species	7539018	53	19	0.0
Sinorhizobium meliloti	382	species	6962835	34	15	0.0
Rhizobium leguminosarum	384	species	7369497	40	20	0.0
Rhizobium phaseoli	396	species	87841097	17	7	0.0
Rhizobium tropici	398	species	6686334	19	9	0.0
Neorhizobium galegae	399	species	6434105	20	13	0.0
