name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium	6	genus	0	3	0	0.0
Azorhizobium caulinodans	7	species	5369772	7	4	0.0
Buchnera aphidicola	9	species	619958	3	3	0.0
Cellulomonas gilvus	11	species	3526441	28	25	1.4161e-101
Dictyoglomus thermophilum	14	species	1959987	3	0	0.0
Pelobacter carbinolicus	19	species	3665893	4	3	0.0
Shewanella putrefaciens	24	species	4749735	2	0	0.0
Myxococcaceae	31	family	0	9	0	0.0
Myxococcus fulvus	33	species	10026214	17	8	0.0
Myxococcus xanthus	34	species	9139763	23	12	0.0
Stigmatella aurantiaca	41	species	10260756	15	9	0.0
Archangium	47	genus	0	7	0	0.0
Archangium gephyra	48	species	12489432	19	8	0.0
Chondromyces crocatus	52	species	11388132	3	3	0.0
Sorangium cellulosum	56	species	13907952	35	27	0.0
Caulobacter	75	genus	0	1	0	0.0
Cyclobacterium marinum	104	species	6221273	1	0	0.0
Runella slithyformis	106	species	6919729	4	4	0.0
Rubinisphaera brasiliensis	119	species	6006602	3	3	0.0
Pirellula staleyi	125	species	6196199	2	2	0.0
Spirochaetaceae	137	family	0	1	0	0.0
Borreliella burgdorferi	139	species	1329613	1	0	0.0
Borrelia parkeri	141	species	1030684	1	0	0.0
Borrelia turicatae	142	species	917330	1	0	0.0
Treponema denticola	158	species	2843201	3	3	0.0
Brachyspira hyodysenteriae	159	species	3055339	4	1	0.0
Treponema pallidum	160	species	1138607	1	0	0.0
Treponema succinifaciens	167	species	2897425	1	1	0.0
Leptospira interrogans	173	species	5395453	1	1	0.0
Leptospira borgpetersenii	174	species	3948532	1	1	0.0
Leptospirillum ferrooxidans	180	species	2559538	4	1	0.0
Azospirillum	191	genus	0	6	0	0.0
Azospirillum brasilense	192	species	13978806	186	159	0.0
Azospirillum lipoferum	193	species	7223069	87	63	0.0
Campylobacter coli	195	species	5104439	2	1	0.0
Campylobacter fetus	196	species	1876301	1	1	0.0
Campylobacter jejuni	197	species	6156435	1	0	0.0
Campylobacter hyointestinalis	198	species	1753331	1	1	0.0
Campylobacter concisus	199	species	1969727	3	3	0.0
Campylobacter lari	201	species	1576113	6	3	0.0
Helicobacter pylori	210	species	2044699	3	3	0.0
Achromobacter	222	genus	0	7	0	0.0
Alteromonas	226	genus	0	1	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	1	1	0.0
Brucella	234	genus	0	7	6	0.0
Francisella tularensis	263	species	2777166	10	4	0.0
Paracoccus denitrificans	266	species	5236194	25	22	0.0
Thermus aquaticus	271	species	2338641	10	6	1.99054e-05
Thermus thermophilus	274	species	2214494	15	8	0.0
Meiothermus ruber	277	species	3097457	3	3	0.0
Xanthobacter autotrophicus	280	species	5625098	21	14	1.65514e-05
Comamonas	283	genus	0	1	0	0.0
Comamonas testosteroni	285	species	5695231	83	28	6.93304e-05
Pseudomonas	286	genus	0	51	23	0.0
Pseudomonas aeruginosa	287	species	22457305	169	88	2.4156e-05
Pseudoalteromonas atlantica	288	species	5187005	3	2	0.0
Burkholderia cepacia	292	species	13365495	122	50	4.02778e-16
Pseudomonas fluorescens	294	species	14826544	2857	2641	0.00010722
Pseudomonas fragi	296	species	5101809	12	8	0.0
Pseudomonas mendocina	300	species	5293211	90	60	0.0
Pseudomonas putida	303	species	6888188	153	79	2.9968e-05
Ralstonia solanacearum	305	species	11186335	84	58	0.0
Pseudomonas stutzeri	316	species	7755802	87	60	5.25924e-05
Pseudomonas syringae	317	species	6129101	25	14	0.0
Ralstonia pickettii	329	species	6378979	298	234	0.000229554
Pseudomonas pseudoalcaligenes	330	species	4691662	59	37	4.96488e-05
Burkholderia glumae	337	species	7333967	45	12	0.0
Xanthomonas	338	genus	0	7	0	0.0
Xanthomonas campestris	339	species	7063896	44	20	0.0
Xanthomonas translucens	343	species	4638247	26	14	0.0
Xanthomonas citri	346	species	17318955	29	6	0.0
Xanthomonas oryzae	347	species	17545599	29	8	0.0
Azotobacter	352	genus	0	1	0	0.0
Azotobacter chroococcum	353	species	5192286	31	23	0.0
Azotobacter vinelandii	354	species	5351632	13	1	0.0
Rhizobiales	356	order	0	5	0	0.0
Agrobacterium tumefaciens	358	species	9211775	10	5	0.0
Agrobacterium vitis	373	species	6320946	7	0	0.0
Bradyrhizobium	374	genus	0	5	0	0.0
Bradyrhizobium japonicum	375	species	9215796	63	45	0.0
Bradyrhizobium sp.	376	species	7547693	46	38	0.0
Rhizobium	379	genus	0	9	6	0.0
Sinorhizobium fredii	380	species	6891900	13	8	0.0
Mesorhizobium loti	381	species	7539018	41	22	1.23495e-05
Sinorhizobium meliloti	382	species	6962835	11	8	0.0
Rhizobium leguminosarum	384	species	7369497	19	8	0.0
Rhizobium phaseoli	396	species	87841097	14	8	0.0
Rhizobium tropici	398	species	6686334	3	0	0.0
Neorhizobium galegae	399	species	6434105	18	10	0.0
Methylobacillus flagellatus	405	species	2971517	3	2	0.0
Methylobacterium	407	genus	0	1	0	0.0
Methylobacterium extorquens	408	species	6163878	57	35	7.55233e-06
Methylococcus capsulatus	414	species	3304561	6	4	0.0
Methylomonas methanica	421	species	5051681	3	3	0.0
Acetobacter pasteurianus	438	species	3216979	4	4	0.0
Gluconobacter oxydans	442	species	3306867	5	5	0.0
Legionella pneumophila	446	species	15688009	10	6	0.0
Legionella longbeachae	450	species	4149158	4	0	0.0
Tatlockia micdadei	451	species	3310028	2	2	0.0
Acinetobacter	469	genus	0	4	0	0.0
Acinetobacter baumannii	470	species	11595472	34	21	8.03142e-06
Moraxella catarrhalis	480	species	2846413	4	0	0.0
Neisseria gonorrhoeae	485	species	4967431	5	2	0.0
Neisseria lactamica	486	species	2220606	12	4	0.0
Neisseria meningitidis	487	species	8508873	24	15	0.0
Neisseria elongata	495	species	2256647	3	2	0.0
Alcaligenaceae	506	family	0	7	0	0.0
Alcaligenes faecalis	511	species	4248684	12	9	0.0
Bordetella	517	genus	0	12	0	0.0
Bordetella bronchiseptica	518	species	6491145	44	11	0.0
Bordetella parapertussis	519	species	4815611	26	2	0.0
Bordetella pertussis	520	species	48698463	29	1	0.0
Bordetella avium	521	species	3732255	4	2	0.0
Acidiphilium cryptum	524	species	3963080	10	3	0.0
Ochrobactrum anthropi	529	species	5053471	1	1	0.0
Chromobacterium violaceum	536	species	4751080	26	13	0.0
Zymomonas mobilis	542	species	2426073	4	2	0.0
Enterobacteriaceae	543	family	0	13	0	0.0
Citrobacter	544	genus	0	6	0	0.0
Citrobacter koseri	545	species	4735357	3	2	0.0
Citrobacter freundii	546	species	16193243	3	0	0.0
Enterobacter	547	genus	0	5	0	0.0
[Enterobacter] aerogenes	548	species	10750562	2	2	0.0
Pantoea agglomerans	549	species	9924054	5	3	0.0
Enterobacter cloacae	550	species	10083180	25	9	4.67944e-06
Erwinia	551	genus	0	1	0	0.0
Pantoea ananatis	553	species	4842757	5	4	0.0
Pectobacterium carotovorum	554	species	4852842	8	8	0.0
Escherichia	561	genus	0	2	0	0.0
Escherichia coli	562	species	12319210	816	164	0.000424854
Shimwellia blattae	563	species	4158725	3	1	0.0
Escherichia fergusonii	564	species	4643861	21	1	9.77941e-23
Hafnia alvei	569	species	6928293	2	2	0.0
Klebsiella	570	genus	0	1	0	0.0
Klebsiella oxytoca	571	species	16779606	17	10	0.0
Klebsiella pneumoniae	573	species	15713353	60	27	8.94199e-06
Morganella morganii	582	species	3853791	1	1	0.0
Proteus mirabilis	584	species	5337360	3	1	0.0
Proteus vulgaris	585	species	3794983	2	0	0.0
Salmonella	590	genus	0	3	0	0.0
Serratia	613	genus	0	8	0	0.0
Serratia liquefaciens	614	species	7946985	8	7	0.0
Serratia marcescens	615	species	8465231	22	9	2.1238e-16
Shigella	620	genus	0	35	0	0.0
Shigella boydii	621	species	4698475	235	3	3.94787e-14
Shigella dysenteriae	622	species	4560911	56	3	1.23787e-14
Shigella flexneri	623	species	4763519	148	0	2.22769e-13
Shigella sonnei	624	species	6798914	193	0	1.34828e-16
Xenorhabdus nematophila	628	species	4586662	2	2	0.0
Yersinia enterocolitica	630	species	14308813	8	3	0.0
Yersinia intermedia	631	species	4859749	1	1	0.0
Yersinia pestis	632	species	7124135	3	0	0.0
Yersinia pseudotuberculosis	633	species	9565781	3	1	0.0
Edwardsiella tarda	636	species	3717889	4	3	0.0
Aeromonas	642	genus	0	2	0	0.0
Aeromonas hydrophila	644	species	7739252	50	35	0.0
Aeromonas salmonicida	645	species	5040536	8	8	0.0
Aeromonas media	651	species	4788430	16	7	2.91651e-05
