abundance,pct,reads,sample,tax_name
0.0,1.869511814379911e-06,10,GW_wk1.fa,Azorhizobium caulinodans
0.0,1.1217070886279467e-06,6,GW_wk1.fa,Buchnera aphidicola
0.0,2.9912189030078574e-06,16,GW_wk1.fa,Cellulomonas gilvus
0.0,2.617316540131875e-06,14,GW_wk1.fa,Myxococcus fulvus
0.0,3.739023628759822e-06,20,GW_wk1.fa,Myxococcus xanthus
0.0,3.739023628759822e-07,2,GW_wk1.fa,Stigmatella aurantiaca
0.0,4.486828354511787e-06,24,GW_wk1.fa,Archangium gephyra
0.0,2.2434141772558934e-06,12,GW_wk1.fa,Chondromyces crocatus
0.0,8.412803164709599e-06,45,GW_wk1.fa,Sorangium cellulosum
0.0,5.608535443139733e-07,3,GW_wk1.fa,Cyclobacterium marinum
0.0,2.8042677215698665e-06,15,GW_wk1.fa,Runella slithyformis
0.0,1.869511814379911e-07,1,GW_wk1.fa,Planctopirus limnophila
0.0,1.4956094515039287e-06,8,GW_wk1.fa,Pirellula staleyi
0.0,1.869511814379911e-07,1,GW_wk1.fa,Borreliella burgdorferi
0.0,1.869511814379911e-07,1,GW_wk1.fa,Borrelia parkeri
0.0,5.608535443139733e-07,3,GW_wk1.fa,Spirochaeta thermophila
0.0,1.4956094515039287e-06,8,GW_wk1.fa,Brachyspira hyodysenteriae
0.0,1.869511814379911e-07,1,GW_wk1.fa,Treponema succinifaciens
0.0,1.1217070886279467e-06,6,GW_wk1.fa,Leptospira biflexa
0.0,1.4956094515039287e-06,8,GW_wk1.fa,Leptospira interrogans
0.0,1.869511814379911e-07,1,GW_wk1.fa,Leptospira borgpetersenii
0.0,1.869511814379911e-07,1,GW_wk1.fa,Leptospirillum ferrooxidans
0.0,2.2434141772558934e-06,12,GW_wk1.fa,Azospirillum brasilense
0.0,9.347559071899555e-07,5,GW_wk1.fa,Azospirillum lipoferum
0.0,3.925974810197813e-06,21,GW_wk1.fa,Campylobacter coli
0.0,5.608535443139733e-07,3,GW_wk1.fa,Campylobacter fetus
0.0,1.869511814379911e-06,10,GW_wk1.fa,Campylobacter jejuni
