name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	5	3	0.0
Buchnera aphidicola	9	species	619958	6	3	0.0
Cellulomonas gilvus	11	species	3526441	5	1	0.0
Myxococcales	29	order	0	1	0	0.0
Myxococcus fulvus	33	species	10026214	7	3	0.0
Myxococcus xanthus	34	species	9139763	5	3	0.0
Stigmatella aurantiaca	41	species	10260756	5	3	0.0
Archangium gephyra	48	species	12489432	5	5	0.0
Chondromyces crocatus	52	species	11388132	5	5	0.0
Sorangium cellulosum	56	species	13907952	9	8	0.0
Lysobacter	68	genus	0	2	0	0.0
Caulobacter	75	genus	0	2	0	0.0
Runella slithyformis	106	species	6919729	2	2	0.0
Rubinisphaera brasiliensis	119	species	6006602	1	1	0.0
Planctopirus limnophila	120	species	5460085	2	1	0.0
Pirellula staleyi	125	species	6196199	2	2	0.0
Isosphaera pallida	128	species	5529304	2	2	0.0
Spirochaetales	136	order	0	1	0	0.0
Borreliella burgdorferi	139	species	1329613	3	0	0.0
Borrelia parkeri	141	species	1030684	1	0	0.0
Borrelia turicatae	142	species	917330	1	0	0.0
Azospirillum brasilense	192	species	13978806	6	1	0.0
Azospirillum lipoferum	193	species	7223069	5	2	0.0
Campylobacter hyointestinalis	198	species	1753331	1	0	0.0
Campylobacter concisus	199	species	1969727	1	1	0.0
Helicobacter mustelae	217	species	1578097	1	1	0.0
Achromobacter	222	genus	0	2	0	0.0
Brucella	234	genus	0	1	1	0.0
Brucella ovis	236	species	3275590	1	0	0.0
Francisella tularensis	263	species	2777166	3	2	0.0
Paracoccus denitrificans	266	species	5236194	10	6	0.0
Thermus thermophilus	274	species	2214494	6	4	0.0
Meiothermus ruber	277	species	3097457	2	1	0.0
Xanthobacter autotrophicus	280	species	5625098	6	1	0.0
Comamonas testosteroni	285	species	5695231	20	7	8.03268e-06
Pseudomonas	286	genus	0	13	2	0.0
Pseudomonas aeruginosa	287	species	22457305	53	31	4.51739e-06
Burkholderia cepacia	292	species	13365495	27	8	4.66565e-14
Pseudomonas fluorescens	294	species	14826544	78	59	0.0
Pseudomonas mendocina	300	species	5293211	27	22	0.0
Pseudomonas putida	303	species	6888188	55	32	0.0
Ralstonia solanacearum	305	species	11186335	33	16	0.0
Pseudomonas stutzeri	316	species	7755802	36	22	0.0
Pseudomonas syringae	317	species	6129101	6	5	0.0
Ralstonia pickettii	329	species	6378979	112	88	0.000232667
Pseudomonas pseudoalcaligenes	330	species	4691662	15	10	1.52346e-05
Burkholderia glumae	337	species	7333967	10	4	0.0
Xanthomonas campestris	339	species	7063896	12	11	2.02369e-05
Xanthomonas translucens	343	species	4638247	7	2	0.0
Xanthomonas citri	346	species	17318955	6	0	0.0
Xanthomonas oryzae	347	species	17545599	5	2	0.0
Azotobacter chroococcum	353	species	5192286	8	5	0.0
Azotobacter vinelandii	354	species	5351632	10	3	0.0
Rhizobiales	356	order	0	4	0	0.0
Agrobacterium tumefaciens	358	species	9211775	6	6	0.0
Bradyrhizobium japonicum	375	species	9215796	12	8	0.0
Bradyrhizobium sp.	376	species	7547693	10	5	0.0
Rhizobium	379	genus	0	3	2	0.0
Sinorhizobium fredii	380	species	6891900	2	0	0.0
Mesorhizobium loti	381	species	7539018	10	7	2.84422e-05
Sinorhizobium meliloti	382	species	6962835	4	1	0.0
Rhizobium leguminosarum	384	species	7369497	9	3	0.0
Rhizobium phaseoli	396	species	87841097	6	0	0.0
Rhizobium tropici	398	species	6686334	1	0	0.0
Neorhizobium galegae	399	species	6434105	5	3	0.0
Methylobacillus flagellatus	405	species	2971517	2	1	0.0
Methylobacterium	407	genus	0	1	0	0.0
Methylobacterium extorquens	408	species	6163878	12	2	0.0
Methylococcus capsulatus	414	species	3304561	1	0	0.0
Gluconobacter oxydans	442	species	3306867	1	0	0.0
Legionella pneumophila	446	species	15688009	1	1	0.0
Acinetobacter	469	genus	0	3	0	0.0
Acinetobacter baumannii	470	species	11595472	4	3	0.0
Moraxella catarrhalis	480	species	2846413	2	1	0.0
Neisseria gonorrhoeae	485	species	4967431	3	1	0.0
Neisseria meningitidis	487	species	8508873	7	2	0.0
Neisseria elongata	495	species	2256647	1	0	0.0
Thermomicrobium roseum	500	species	2920744	3	2	0.0
Kingella kingae	504	species	2140065	1	1	0.0
Alcaligenaceae	506	family	0	4	0	0.0
Alcaligenes faecalis	511	species	4248684	4	0	0.0
Bordetella	517	genus	0	1	0	0.0
Bordetella bronchiseptica	518	species	6491145	17	0	0.0
Bordetella parapertussis	519	species	4815611	13	0	0.0
Bordetella pertussis	520	species	48698463	4	1	0.0
Bordetella avium	521	species	3732255	2	0	0.0
Acidiphilium	522	genus	0	2	0	0.0
Acidiphilium cryptum	524	species	3963080	4	1	0.0
Ochrobactrum anthropi	529	species	5053471	1	0	0.0
Chromobacterium violaceum	536	species	4751080	2	2	0.0
Zymomonas mobilis	542	species	2426073	1	1	0.0
Enterobacteriaceae	543	family	0	4	0	0.0
Citrobacter	544	genus	0	1	0	0.0
Enterobacter	547	genus	0	2	0	0.0
Pantoea agglomerans	549	species	9924054	7	5	7.20225e-06
Enterobacter cloacae	550	species	10083180	6	5	7.08859e-06
Erwinia	551	genus	0	2	0	0.0
Pantoea ananatis	553	species	4842757	2	0	0.0
Escherichia coli	562	species	12319210	103	7	9.20967e-06
Shimwellia blattae	563	species	4158725	1	0	0.0
Escherichia fergusonii	564	species	4643861	2	0	0.0
Klebsiella	570	genus	0	1	0	0.0
Klebsiella oxytoca	571	species	16779606	11	7	0.0
Klebsiella pneumoniae	573	species	15713353	8	2	0.0
Serratia liquefaciens	614	species	7946985	3	3	8.99404e-06
Serratia marcescens	615	species	8465231	12	8	0.0
Shigella	620	genus	0	4	0	0.0
Shigella boydii	621	species	4698475	19	0	2.43081e-11
Shigella dysenteriae	622	species	4560911	7	0	7.83891e-12
Shigella flexneri	623	species	4763519	17	2	0
Shigella sonnei	624	species	6798914	34	1	0
Yersinia intermedia	631	species	4859749	2	2	0.0
Yersinia pestis	632	species	7124135	2	0	0.0
Yersinia pseudotuberculosis	633	species	9565781	2	0	0.0
Edwardsiella	635	genus	0	1	0	0.0
Edwardsiella tarda	636	species	3717889	5	3	0.0
Aeromonas	642	genus	0	2	0	0.0
Aeromonas hydrophila	644	species	7739252	8	4	0.0
Aeromonas salmonicida	645	species	5040536	1	1	0.0
Aeromonas media	651	species	4788430	3	0	0.0
