name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	10	7	0.0
Buchnera aphidicola	9	species	619958	3	3	0.0
Cellulomonas gilvus	11	species	3526441	37	21	0.0
Myxococcales	29	order	0	1	0	0.0
Myxococcus fulvus	33	species	10026214	35	15	0.0
Myxococcus xanthus	34	species	9139763	16	7	0.0
Stigmatella aurantiaca	41	species	10260756	10	7	0.0
Archangium gephyra	48	species	12489432	15	10	0.0
Polyangiaceae	49	family	0	1	0	0.0
Chondromyces crocatus	52	species	11388132	4	3	0.0
Sorangium cellulosum	56	species	13907952	23	17	0.0
Caulobacter	75	genus	0	1	0	0.0
Runella slithyformis	106	species	6919729	2	2	0.0
Rubinisphaera brasiliensis	119	species	6006602	1	1	0.0
Planctopirus limnophila	120	species	5460085	1	1	0.0
Pirellula staleyi	125	species	6196199	3	3	0.0
Isosphaera pallida	128	species	5529304	1	1	0.0
Borreliella burgdorferi	139	species	1329613	2	0	0.0
Borrelia hermsii	140	species	1156143	3	2	0.0
Borrelia parkeri	141	species	1030684	1	0	0.0
Borrelia turicatae	142	species	917330	1	0	0.0
Spirochaeta thermophila	154	species	2516433	1	1	0.0
Brachyspira hyodysenteriae	159	species	3055339	2	2	0.0
Treponema succinifaciens	167	species	2897425	1	1	0.0
Leptospira biflexa	172	species	3953768	3	3	0.0
Leptospira interrogans	173	species	5395453	6	6	0.0
Azospirillum brasilense	192	species	13978806	38	25	0.0
Azospirillum lipoferum	193	species	7223069	22	6	0.0
Campylobacter coli	195	species	5104439	6	0	0.0
Campylobacter concisus	199	species	1969727	1	1	0.0
Campylobacter lari	201	species	1576113	2	0	0.0
Helicobacter pylori	210	species	2044699	7	7	0.0
Helicobacter acinonychis	212	species	1557588	1	1	0.0
Achromobacter	222	genus	0	1	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	1	1	0.0
Brucella	234	genus	0	4	4	0.0
Brucella abortus	235	species	5108028	2	0	0.0
Francisella tularensis	263	species	2777166	2	2	0.0
Paracoccus denitrificans	266	species	5236194	25	16	0.0
Thermus aquaticus	271	species	2338641	2	2	0.0
Thermus thermophilus	274	species	2214494	5	3	0.0
Meiothermus ruber	277	species	3097457	3	2	0.0
Xanthobacter autotrophicus	280	species	5625098	44	39	4.49501e-05
Comamonas testosteroni	285	species	5695231	72	39	1.67143e-06
Pseudomonas	286	genus	0	51	14	0.0
Pseudomonas aeruginosa	287	species	22457305	146	90	1.36206e-06
Burkholderia cepacia	292	species	13365495	116	35	0
Pseudomonas fluorescens	294	species	14826544	295	228	6.74326e-06
Pseudomonas fragi	296	species	5101809	4	4	0.0
Pseudomonas mendocina	300	species	5293211	42	22	0.0
Pseudomonas putida	303	species	6888188	109	52	5.06079e-06
Ralstonia solanacearum	305	species	11186335	100	55	0.0
Pseudomonas stutzeri	316	species	7755802	129	92	1.49689e-05
Pseudomonas syringae	317	species	6129101	47	22	0.0
Ralstonia pickettii	329	species	6378979	398	332	0.000133921
Pseudomonas pseudoalcaligenes	330	species	4691662	51	29	1.82602e-05
Burkholderia glumae	337	species	7333967	41	8	0.0
Xanthomonas	338	genus	0	3	0	0.0
Xanthomonas campestris	339	species	7063896	28	18	4.7726e-06
Xanthomonas translucens	343	species	4638247	25	9	0.0
Xanthomonas citri	346	species	17318955	46	2	0.0
Xanthomonas oryzae	347	species	17545599	12	10	0.0
Azotobacter chroococcum	353	species	5192286	40	31	0.0
Azotobacter vinelandii	354	species	5351632	44	34	0.0
Rhizobiales	356	order	0	13	0	0.0
Agrobacterium	357	genus	0	1	0	0.0
Agrobacterium tumefaciens	358	species	9211775	10	2	2.0302e-18
Agrobacterium vitis	373	species	6320946	10	10	0.0
Bradyrhizobium	374	genus	0	5	0	0.0
Bradyrhizobium japonicum	375	species	9215796	81	37	0.0
Bradyrhizobium sp.	376	species	7547693	75	30	0.0
Rhizobium	379	genus	0	16	5	0.0
Sinorhizobium fredii	380	species	6891900	3	2	0.0
Mesorhizobium loti	381	species	7539018	9	7	2.23591e-06
Sinorhizobium meliloti	382	species	6962835	10	8	0.0
Rhizobium leguminosarum	384	species	7369497	31	18	0.0
Rhizobium phaseoli	396	species	87841097	11	3	0.0
Rhizobium tropici	398	species	6686334	7	6	0.0
Neorhizobium galegae	399	species	6434105	9	3	0.0
Methylobacillus	404	genus	0	9	0	0.0
Methylobacillus flagellatus	405	species	2971517	7	5	0.0
Methylobacterium	407	genus	0	4	0	0.0
Methylobacterium extorquens	408	species	6163878	38	20	3.76618e-06
Methylococcus capsulatus	414	species	3304561	7	7	0.0
Methylomonas methanica	421	species	5051681	6	3	0.0
Acetobacter pasteurianus	438	species	3216979	1	0	3.57617e-116
Gluconobacter oxydans	442	species	3306867	1	0	0.0
Legionella pneumophila	446	species	15688009	4	4	0.0
Legionella longbeachae	450	species	4149158	1	1	0.0
Moraxellaceae	468	family	0	2	0	0.0
Acinetobacter	469	genus	0	5	0	0.0
Acinetobacter baumannii	470	species	11595472	51	28	5.86148e-06
Moraxella catarrhalis	480	species	2846413	1	1	0.0
Neisseria gonorrhoeae	485	species	4967431	3	1	0.0
Neisseria lactamica	486	species	2220606	3	0	0.0
Neisseria meningitidis	487	species	8508873	9	8	0.0
Neisseria elongata	495	species	2256647	10	8	0.0
Alcaligenes faecalis	511	species	4248684	3	3	0.0
Bordetella	517	genus	0	2	0	0.0
Bordetella bronchiseptica	518	species	6491145	31	5	0.0
Bordetella parapertussis	519	species	4815611	22	1	0.0
Bordetella pertussis	520	species	48698463	18	6	0.0
Bordetella avium	521	species	3732255	3	2	0.0
Acidiphilium cryptum	524	species	3963080	7	1	0.0
Ochrobactrum anthropi	529	species	5053471	1	1	0.0
Beijerinckia indica	533	species	4418616	1	1	0.0
Chromobacterium violaceum	536	species	4751080	6	4	0.0
Zymomonas mobilis	542	species	2426073	1	0	0.0
Enterobacteriaceae	543	family	0	12	0	0.0
Citrobacter koseri	545	species	4735357	2	0	0.0
Citrobacter freundii	546	species	16193243	4	0	0.0
Enterobacter	547	genus	0	7	0	0.0
[Enterobacter] aerogenes	548	species	10750562	1	1	0.0
Pantoea agglomerans	549	species	9924054	10	9	0.0
Enterobacter cloacae	550	species	10083180	14	5	0
Erwinia amylovora	552	species	3869718	1	0	0.0
Pectobacterium carotovorum	554	species	4852842	3	1	0.0
Escherichia coli	562	species	12319210	472	93	7.01197e-05
Escherichia fergusonii	564	species	4643861	15	0	1.82589e-20
Hafnia alvei	569	species	6928293	5	1	0.0
Klebsiella oxytoca	571	species	16779606	16	3	0.0
Klebsiella pneumoniae	573	species	15713353	55	24	3.19588e-65
Proteus mirabilis	584	species	5337360	1	0	0.0
Proteus vulgaris	585	species	3794983	1	0	0.0
Serratia liquefaciens	614	species	7946985	5	5	0.0
Serratia marcescens	615	species	8465231	13	3	1.99623e-06
Shigella	620	genus	0	47	0	0.0
Shigella boydii	621	species	4698475	102	2	9.69682e-17
Shigella dysenteriae	622	species	4560911	37	0	1.61257e-15
Shigella flexneri	623	species	4763519	113	1	1.59331e-14
Shigella sonnei	624	species	6798914	103	0	0
Yersinia enterocolitica	630	species	14308813	5	2	0.0
Yersinia pestis	632	species	7124135	11	1	0.0
Yersinia pseudotuberculosis	633	species	9565781	10	0	0.0
Edwardsiella tarda	636	species	3717889	20	5	0.0
Vibrionaceae	641	family	0	1	0	0.0
Aeromonas	642	genus	0	6	0	0.0
Aeromonas hydrophila	644	species	7739252	22	19	0.0
Aeromonas salmonicida	645	species	5040536	5	1	0.0
Aeromonas media	651	species	4788430	3	2	0.0
Aeromonas schubertii	652	species	4400034	6	4	0.0
Aeromonas veronii	654	species	7214925	13	10	0.0
Vibrio alginolyticus	663	species	8138835	5	0	0.0
Vibrio cholerae	666	species	6170861	4	0	0.0
Vibrio harveyi	669	species	11920371	1	1	0.0
Vibrio parahaemolyticus	670	species	10344823	3	0	0.0
Vibrio vulnificus	672	species	10215744	1	1	0.0
Vibrio mimicus	674	species	8922704	10	3	0.0
Vibrio fluvialis	676	species	4827724	6	6	0.0
Vibrio campbellii	680	species	12090206	1	1	0.0
Vibrio natriegens	691	species	10692018	7	2	0.0
Plesiomonas shigelloides	703	species	3405979	2	2	0.0
Aggregatibacter actinomycetemcomitans	714	species	4378647	1	0	0.0
Actinobacillus pleuropneumoniae	715	species	2299903	1	0	0.0
Actinobacillus suis	716	species	2501598	1	0	0.0
Actinobacillus equuli	718	species	2431533	1	0	0.0
Haemophilus influenzae	727	species	2672708	2	2	0.0
Haemophilus parainfluenzae	729	species	2086875	5	5	8.07742e-06
[Haemophilus] ducreyi	730	species	10121291	6	6	0.0
Histophilus somni	731	species	2138367	5	5	0.0
Aggregatibacter aphrophilus	732	species	3520359	1	0	0.0
Pasteurella multocida	747	species	2546987	10	10	0.0
