name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Citrobacter freundii	546	species	16193243	4	4	0.0
Pantoea agglomerans	549	species	9924054	4	4	0.0
Enterobacter cloacae	550	species	10083180	18	6	0
Erwinia	551	genus	0	1	0	0.0
Pantoea ananatis	553	species	4842757	2	1	0.0
Pectobacterium carotovorum	554	species	4852842	1	1	0.0
Escherichia coli	562	species	12319210	217	43	5.59799e-05
Escherichia fergusonii	564	species	4643861	7	0	2.37934e-52
Hafnia alvei	569	species	6928293	1	1	0.0
Klebsiella	570	genus	0	1	0	0.0
Klebsiella oxytoca	571	species	16779606	66	53	1.10965e-05
Klebsiella pneumoniae	573	species	15713353	19	14	5.92472e-06
Morganella morganii	582	species	3853791	1	1	0.0
Proteus mirabilis	584	species	5337360	4	0	0.0
Proteus vulgaris	585	species	3794983	4	0	0.0
Providencia	586	genus	0	1	0	0.0
Providencia stuartii	588	species	6521015	1	1	4.75883e-06
Serratia	613	genus	0	1	0	0.0
Serratia liquefaciens	614	species	7946985	4	4	0.0
Serratia marcescens	615	species	8465231	13	7	7.33173e-06
Shigella	620	genus	0	8	0	0.0
Shigella boydii	621	species	4698475	48	0	1.83674e-15
Shigella dysenteriae	622	species	4560911	18	0	9.39582e-16
Shigella flexneri	623	species	4763519	41	0	1.15697e-17
Shigella sonnei	624	species	6798914	39	1	4.8788e-13
Yersinia enterocolitica	630	species	14308813	6	6	0.0
Yersinia intermedia	631	species	4859749	1	1	0.0
Edwardsiella tarda	636	species	3717889	2	0	0.0
Aeromonas hydrophila	644	species	7739252	43	35	0.0
Aeromonas salmonicida	645	species	5040536	4	3	0.0
Aeromonas media	651	species	4788430	11	6	6.48071e-06
Aeromonas schubertii	652	species	4400034	3	3	0.0
Aeromonas veronii	654	species	7214925	12	6	0.0
Vibrio alginolyticus	663	species	8138835	2	1	0.0
Vibrio cholerae	666	species	6170861	5	5	0.0
Aliivibrio fischeri	668	species	4273718	2	2	0.0
Vibrio harveyi	669	species	11920371	1	0	0.0
Vibrio parahaemolyticus	670	species	10344823	1	1	0.0
Vibrio mimicus	674	species	8922704	1	1	0.0
Vibrio fluvialis	676	species	4827724	4	4	0.0
Vibrio campbellii	680	species	12090206	2	1	0.0
Vibrio natriegens	691	species	10692018	4	3	0.0
Plesiomonas shigelloides	703	species	3405979	2	0	0.0
Pasteurellaceae	712	family	0	1	0	0.0
Actinobacillus pleuropneumoniae	715	species	2299903	2	1	0.0
Haemophilus influenzae	727	species	2672708	7	6	0.0
Haemophilus parainfluenzae	729	species	2086875	36	36	0.0
[Haemophilus] ducreyi	730	species	10121291	5	3	0.0
Histophilus somni	731	species	2138367	3	1	0.0
Aggregatibacter aphrophilus	732	species	3520359	1	1	0.0
Pasteurella multocida	747	species	2546987	5	2	0.0
Gallibacterium anatis	750	species	2694139	4	4	0.0
Rickettsia	780	genus	0	15	5	0.0
Rickettsia typhi	785	species	1112275	1	1	0.0
Bacteroides fragilis	817	species	7824806	4	3	0.0
Bacteroides vulgatus	821	species	5163189	1	1	0.0
Sebaldella termitidis	826	species	4486650	3	3	0.0
Porphyromonas gingivalis	837	species	2343668	3	3	0.0
Prevotella ruminicola	839	species	3619559	1	1	0.0
Fusobacterium nucleatum	851	species	2948417	8	8	2.10502e-05
Dichelobacter nodosus	870	species	1389350	2	0	0.0
Desulfovibrio africanus	873	species	4200534	2	1	0.0
Desulfovibrio desulfuricans	876	species	3366008	1	1	0.0
Desulfovibrio vulgaris	881	species	3802302	2	1	0.0
Desulfococcus multivorans	897	species	4455399	5	5	0.0
Acidaminococcus fermentans	905	species	2329769	1	1	0.0
Megasphaera elsdenii	907	species	2504349	1	1	0.0
Nitrobacter	911	genus	0	1	0	0.0
Nitrobacter hamburgensis	912	species	5011522	3	1	0.0
Nitrobacter winogradskyi	913	species	3402093	4	1	0.0
Nitrosomonas	914	genus	0	1	0	0.0
Nitrosomonas eutropha	916	species	2781824	1	1	0.0
Starkeya novella	921	species	4765023	7	5	0.0
Thiomonas intermedia	926	species	3462095	4	2	0.0
Hydrogenobacter thermophilus	940	species	3486067	1	1	0.0
Francisella persica	954	species	3057444	1	1	0.0
Herbaspirillum seropedicae	964	species	8221139	7	4	0.0
Cellulophaga lytica	979	species	3795066	1	1	0.0
Pedobacter heparinus	984	species	5167383	1	0	0.0
Cytophaga hutchinsonii	985	species	4433218	29	25	0.0
Flavobacterium johnsoniae	986	species	5603295	7	7	0.0
Flavobacterium columnare	996	species	6492116	6	6	0.0
Saprospira grandis	1008	species	4400185	2	2	0.0
Weeksella virosa	1014	species	2272954	3	3	0.0
Capnocytophaga ochracea	1018	species	2612925	1	0	0.0
Chromatiaceae	1046	family	0	1	0	0.0
Allochromatium vinosum	1049	species	3669074	4	4	0.0
Halorhodospira halophila	1053	species	2678452	1	1	0.0
Rhodobacter capsulatus	1061	species	3871920	5	5	0.0
Rhodobacter sphaeroides	1063	species	5768316	8	8	0.0
Rhodomicrobium vannielii	1069	species	4014469	2	2	0.0
Rhodopseudomonas palustris	1076	species	5408501	30	25	0.0
Blastochloris viridis	1079	species	11174693	6	4	0.0
Rhodospirillum rubrum	1085	species	4379691	2	2	0.0
Chlorobium phaeovibrioides	1094	species	1966858	1	1	0.0
Chlorobium phaeobacteroides	1096	species	2935152	5	3	0.0
Chlorobaculum tepidum	1097	species	2154946	4	2	0.0
Pelodictyon luteolum	1100	species	2364842	2	0	0.0
Chloroflexaceae	1106	family	0	1	0	0.0
Porphyrobacter neustonensis	1112	species	3090363	6	3	0.0
Cyanobacteria	1117	phylum	0	1	1	0.0
Microcystis aeruginosa	1126	species	4810004	1	1	0.0
Synechocystis sp. PCC 6714	1147	species	3738889	3	0	0.0
Synechocystis sp. PCC 6803	1148	species	6436711	3	0	0.0
Nostocales	1161	order	0	1	0	0.0
Trichormus azollae	1164	species	5486145	1	0	0.0
Anabaena cylindrica	1165	species	7063285	3	2	0.0
Trichodesmium erythraeum	1206	species	7750108	2	2	0.0
Prochlorococcus marinus	1219	species	1879471	11	9	0.0
Leuconostoc gelidum	1244	species	1966103	2	1	0.0
Leuconostoc lactis	1246	species	1788069	42	42	5.20658e-05
Leuconostoc carnosum	1252	species	1773468	1	1	0.0
Finegoldia magna	1260	species	1986740	7	5	1.56198e-05
Micrococcus luteus	1270	species	2501097	41	40	2.4815e-05
Dermacoccus nishinomiyaensis	1274	species	3113642	10	9	0.0
Kytococcus sedentarius	1276	species	2785024	18	16	0.0
Staphylococcus aureus	1280	species	7252422	21	8	2.72045e-17
Staphylococcus carnosus	1281	species	2605765	2	2	0.0
Staphylococcus epidermidis	1282	species	3296362	235	224	0.000301252
Staphylococcus haemolyticus	1283	species	2629003	15	10	2.16357e-57
Staphylococcus hyicus	1284	species	2472129	2	2	0.0
Staphylococcus simulans	1286	species	2647552	1	0	9.5695e-58
Staphylococcus xylosus	1288	species	8411206	3	3	0.0
Staphylococcus warneri	1292	species	2560716	311	279	0.000709666
Staphylococcus schleiferi	1295	species	12494798	3	3	0.0
Deinococcus radiodurans	1299	species	6628921	1	1	0.0
Streptococcus	1301	genus	0	5	0	0.0
Streptococcus gordonii	1302	species	3335036	3	3	9.87452e-06
Streptococcus oralis	1303	species	1958690	4	4	0.0
Streptococcus salivarius	1304	species	3636237	16	16	0.0
Streptococcus suis	1307	species	2683756	1	1	0.0
Streptococcus thermophilus	1308	species	3463400	11	10	1.8974e-05
Streptococcus mutans	1309	species	2017559	1	1	0.0
Streptococcus agalactiae	1311	species	5721038	1	1	0.0
Streptococcus pneumoniae	1313	species	2272871	8	6	0
Streptococcus parasanguinis	1318	species	2162630	12	12	0.0
Streptococcus anginosus	1328	species	2557124	2	1	0.0
Streptococcus dysgalactiae	1334	species	2149105	2	2	0.0
Streptococcus equi	1336	species	2140495	1	0	0.0
Streptococcus iniae	1346	species	2086959	1	1	0.0
Streptococcus parauberis	1348	species	2143887	3	3	0.0
Streptococcus uberis	1349	species	1852352	1	0	0.0
Enterococcus faecalis	1351	species	3401628	3	0	0.0
Enterococcus faecium	1352	species	5898717	4	2	0.0
Enterococcus gallinarum	1353	species	3821349	2	0	0.0
Lactococcus lactis	1358	species	2704731	68	58	9.88147e-05
Lactococcus garvieae	1363	species	1957049	2	2	0.0
Aerococcus urinae	1376	species	2027618	2	2	0.0
Aerococcus viridans	1377	species	2199877	2	0	0.0
Atopobium parvulum	1382	species	1543805	1	0	0.0
Bacillus	1386	genus	0	2	1	0.0
Bacillus anthracis	1392	species	17446789	2	0	0.0
Brevibacillus brevis	1393	species	6296436	4	4	0.0
Bacillus cereus	1396	species	9676532	14	6	0.0
Bacillus coagulans	1398	species	4327944	1	1	0.0
Bacillus licheniformis	1402	species	8559910	1	1	0.0
Bacillus megaterium	1404	species	5334474	1	0	0.0
Bacillus mycoides	1405	species	11312355	3	1	0.0
Paenibacillus polymyxa	1406	species	6883167	3	3	0.0
Bacillus pumilus	1408	species	20721195	5	3	0.0
Lysinibacillus sphaericus	1421	species	14371778	1	0	0.0
Geobacillus stearothermophilus	1422	species	3676494	1	0	0.0
Bacillus subtilis	1423	species	7550081	1	0	0.0
Parageobacillus thermoglucosidans	1426	species	5935916	1	1	0.0
Bacillus thuringiensis	1428	species	10269592	21	10	0.0
Paenibacillus larvae	1464	species	4056006	1	0	0.0
Brevibacillus laterosporus	1465	species	5153859	2	1	0.0
Bacillus methanolicus	1471	species	3425208	1	1	0.0
Bacillus smithii	1479	species	3381292	1	1	0.0
Clostridium acetobutylicum	1488	species	4136895	4	4	0.0
Clostridium botulinum	1491	species	4637504	17	14	0.0
Clostridium butyricum	1492	species	13843423	4	4	0.0
Clostridioides difficile	1496	species	6297836	4	4	0.0
Clostridium formicaceticum	1497	species	4586755	1	1	0.0
Clostridium pasteurianum	1501	species	7159922	9	5	0.0
Clostridium perfringens	1502	species	6907798	1	0	0.0
Clostridium sporogenes	1509	species	8284974	1	1	0.0
[Clostridium] stercorarium	1510	species	4042789	2	1	0.0
Clostridium tetani	1513	species	2869591	1	1	0.0
Ruminiclostridium thermocellum	1515	species	3634338	2	2	0.0
Thermoanaerobacterium thermosaccharolyticum	1517	species	2840014	1	1	0.0
Clostridium tyrobutyricum	1519	species	3134437	4	4	0.0
Clostridium beijerinckii	1520	species	6161692	5	3	0.0
[Clostridium] cellulolyticum	1521	species	4068724	1	1	0.0
Clostridium kluyveri	1534	species	3989551	1	1	0.0
Clostridium ljungdahlii	1538	species	4630065	2	1	0.0
Clostridium scatologenes	1548	species	5749410	2	1	0.0
Clostridium baratii	1561	species	3338630	4	3	0.0
Desulfosporosinus orientis	1563	species	5863081	1	1	0.0
Leifsonia xyli	1575	species	2955779	10	9	0.0
Lactobacillus	1578	genus	0	1	0	0.0
Lactobacillus brevis	1580	species	2493592	2	0	0.0
Lactobacillus buchneri	1581	species	2575738	3	3	0.0
Lactobacillus casei	1582	species	3039836	3	0	0.0
Lactobacillus helveticus	1587	species	3148198	3	3	0.0
Lactobacillus plantarum	1590	species	8684028	5	3	0.0
Lactobacillus gasseri	1596	species	1894360	2	2	0.0
Lactobacillus paracasei	1597	species	4200086	3	1	0.0
Lactobacillus reuteri	1598	species	2811237	2	2	0.0
Lactobacillus fermentum	1613	species	2108824	2	2	0.0
Lactobacillus salivarius	1624	species	2663133	1	1	0.0
Listeria	1637	genus	0	1	0	0.0
Listeria ivanovii	1638	species	3701623	1	1	0.0
Listeria monocytogenes	1639	species	5926303	7	2	3.25126e-67
Listeria innocua	1642	species	3093113	5	0	9.07787e-36
Listeria welshimeri	1643	species	2814130	1	1	0.0
Renibacterium salmoninarum	1646	species	3155250	6	6	0.0
Corynebacteriaceae	1653	family	0	1	0	0.0
Arthrobacter	1663	genus	0	1	0	0.0
Bifidobacterium bifidum	1681	species	2209322	1	1	0.0
Bifidobacterium angulatum	1683	species	2043306	1	1	0.0
Bifidobacterium breve	1685	species	2328021	2	0	0.0
Bifidobacterium pseudolongum	1694	species	2032698	1	0	0.0
Brevibacterium linens	1703	species	8072179	9	8	0.0
Corynebacterium stationis	1705	species	2853666	5	5	0.0
Cellulomonas	1707	genus	0	1	0	0.0
Cellulomonas fimi	1708	species	4266344	4	2	0.0
Cellulomonas flavigena	1711	species	4123179	5	3	0.0
Corynebacterium	1716	genus	0	4	0	0.0
Corynebacterium diphtheriae	1717	species	2468991	2	2	0.0
Corynebacterium glutamicum	1718	species	6155998	2	0	0.0
Corynebacterium pseudotuberculosis	1719	species	6595197	747	716	0.0
Corynebacterium callunae	1721	species	2928683	2	1	0.0
Corynebacterium variabile	1727	species	3433007	9	8	9.05023e-06
Eubacterium limosum	1736	species	4233519	1	0	0.0
Propionibacterium freudenreichii	1744	species	2646865	11	4	5.02523e-174
Propionibacterium acnes	1747	species	3361368	2643	2602	0.0075517
Acidipropionibacterium acidipropionici	1748	species	7323316	14	8	3.20498e-257
Pseudopropionibacterium propionicum	1750	species	3449360	3	1	0.0
Mycobacterium	1763	genus	0	2	0	0.0
Mycobacterium avium	1764	species	6028446	3	2	0.0
Mycobacterium bovis	1765	species	6302864	1	0	0.0
Mycobacterium fortuitum	1766	species	6254616	2	1	0.0
Mycobacterium kansasii	1768	species	6489764	2	1	0.0
Mycobacterium phlei	1771	species	5349645	3	2	0.0
Mycobacterium smegmatis	1772	species	20962296	4	3	0.0
Mycobacterium tuberculosis	1773	species	7403540	1	0	0.0
Mycobacterium marinum	1781	species	6555333	3	0	0.0
Mycobacterium neoaurum	1795	species	5421267	1	0	0.0
Mycobacterium chubuense	1800	species	6342624	6	6	0.0
Mycobacterium gilvum	1804	species	5883060	4	3	0.0
Mycobacterium vaccae	1810	species	6235754	3	3	0.0
Amycolatopsis methanolica	1814	species	7237391	5	3	0.0
Rhodococcus	1827	genus	0	3	0	0.0
Rhodococcus fascians	1828	species	5502110	4	3	5.64009e-06
Rhodococcus erythropolis	1833	species	6734667	16	10	0.0
Saccharopolyspora erythraea	1836	species	8212805	3	3	0.0
Saccharomonospora viridis	1852	species	4308349	1	0	0.0
Frankia alni	1859	species	7497934	2	2	0.0
Geodermatophilus obscurus	1861	species	5322497	9	4	0.0
Actinoplanes missouriensis	1866	species	8773466	5	4	0.0
Streptomyces	1883	genus	0	3	0	0.0
Streptomyces albus	1888	species	15352626	2	2	0.0
Streptomyces ambofaciens	1889	species	8265737	3	2	0.0
Streptomyces clavuligerus	1901	species	7590758	2	1	0.0
Streptomyces coelicolor	1902	species	9054847	3	3	0.0
Streptomyces globisporus	1908	species	7783599	2	1	0.0
Streptomyces griseus	1911	species	8545929	3	2	0.0
Streptomyces hygroscopicus	1912	species	10333189	1	1	0.0
Streptomyces lincolnensis	1915	species	10319054	1	1	0.0
Streptomyces lividans	1916	species	8345283	1	1	0.0
Streptomyces reticuli	1926	species	9336224	2	1	0.0
Streptomyces scabiei	1930	species	10148695	4	3	0.0
Streptomyces noursei	1971	species	9815884	3	0	0.0
Streptosporangium roseum	2001	species	10369518	8	5	0.0
Thermobispora bispora	2006	species	4189976	5	2	0.0
Nocardiopsis	2013	genus	0	1	0	0.0
Thermomonospora curvata	2020	species	5639016	1	1	0.0
Thermobifida fusca	2021	species	3642249	1	1	0.0
Microbacterium testaceum	2033	species	3982034	4	0	0.0
Aeromicrobium erythreum	2041	species	3629239	1	1	0.0
Pimelobacter simplex	2045	species	5637360	8	3	0.0
Rothia dentocariosa	2047	species	2506025	3	2	0.0
Gordonia bronchialis	2054	species	5290012	15	14	5.86623e-06
Gordonia terrae	2055	species	5701501	1	0	0.0
Sphaerobacter thermophilus	2057	species	3993764	1	0	0.0
Tsukamurella paurometabola	2061	species	4479724	3	2	0.0
Kitasatospora setae	2066	species	8783278	3	2	0.0
Mycoplasma	2093	genus	0	2	0	0.0
Mycoplasma gallisepticum	2096	species	968554	1	1	0.0
Mycoplasma hominis	2098	species	925558	2	2	0.0
Mycoplasma hyopneumoniae	2099	species	909234	1	1	0.0
Mycoplasma hyorhinis	2100	species	836420	1	1	0.0
Mycoplasma mycoides	2102	species	2100167	4	4	0.0
Mycoplasma californicum	2113	species	796464	1	1	0.0
Mycoplasma fermentans	2115	species	1048137	1	1	0.0
Mycoplasma flocculare	2128	species	778866	1	1	0.0
Ureaplasma urealyticum	2130	species	874478	1	1	0.0
Spiroplasma apis	2137	species	1160554	4	4	0.0
Spiroplasma mirum	2144	species	2265199	1	0	0.0
Acholeplasma laidlawii	2148	species	1496992	3	2	0.0
Methanococcus vannielii	2187	species	1720048	1	1	0.0
Methanotorris igneus	2189	species	1854197	2	2	0.0
Methanosarcina barkeri	2208	species	4650840	5	5	0.0
Methanosarcina mazei	2209	species	4120463	2	2	0.0
Methanosarcina vacuolata	2215	species	4563885	1	1	0.0
Haloarcula marismortui	2238	species	4274642	1	0	0.0
Pyrobaculum islandicum	2277	species	1826402	1	1	0.0
Thermoanaerobacter kivui	2325	species	2397824	3	2	0.0
Halanaerobium praevalens	2331	species	2309262	3	1	0.0
Haliscomenobacter hydrossis	2350	species	8771651	1	1	0.0
Flexistipes sinusarabici	2352	species	2526590	2	1	0.0
Teredinibacter turnerae	2426	species	5193164	4	1	0.0
Hirschia baltica	2724	species	3540114	4	0	0.0
Symbiobacterium thermophilum	2734	species	3566135	3	3	0.0
Marinobacter hydrocarbonoclasticus	2743	species	4384621	4	0	0.0
Halomonas elongata	2746	species	4061296	2	1	0.0
Carnobacterium maltaromaticum	2751	species	3650416	1	1	0.0
Homo sapiens	9606	species	3238442024	5312406	1401575	0.00327938
Fowlpox virus	10261	species	288539	1	1	0.0
Siphoviridae	10699	family	47340	1	1	0.0
Enterobacteria phage phi80	10713	species	46150	4	0	0.0
Lactococcus phage phiLC3	12390	species	32172	1	0	0.0
Acidovorax	12916	genus	0	1	0	0.0
Burkholderia mallei	13373	species	18282343	9	1	0.0
Natrialba magadii	13769	species	4443643	1	0	0.0
Bifidobacterium animalis	28025	species	2054141	15	15	0.0
Lysinibacillus fusiformis	28031	species	4843789	2	0	0.0
Staphylococcus lugdunensis	28035	species	3479969	6	5	8.91744e-06
Streptococcus mitis	28037	species	3110438	13	12	0.0
Lactobacillus curvatus	28038	species	5775917	35	35	5.37272e-05
Acidothermus cellulolyticus	28049	species	2443540	1	1	0.0
Rubrivivax gelatinosus	28068	species	5043253	43	33	0.0
Nostoc sp. PCC 7524	28072	species	6718869	1	1	0.0
Burkholderia gladioli	28095	species	8975879	14	4	0.0
Francisella philomiragia	28110	species	4757195	4	3	0.0
Prevotella denticola	28129	species	2937589	2	2	0.0
Prevotella intermedia	28131	species	2718355	1	1	0.0
Prevotella melaninogenica	28132	species	3168282	6	6	0.0
Cronobacter sakazakii	28141	species	5648091	2	0	0.0
Serratia proteamaculans	28151	species	5495657	4	0	0.0
Vibrio nigripulchritudo	28173	species	6322155	5	5	0.0
Leptospira santarosai	28183	species	3983611	1	0	0.0
Capnocytophaga canimorsus	28188	species	2571406	2	2	0.0
Arcobacter butzleri	28197	species	2283719	2	2	0.0
Arcobacter nitrofigilis	28199	species	3192235	2	2	0.0
Mycoplasma penetrans	28227	species	1358633	5	5	0.0
Colwellia psychrerythraea	28229	species	5373180	2	2	0.0
Geobacter	28231	genus	0	1	0	0.0
Geobacter metallireducens	28232	species	4011182	2	2	0.0
Halomonadaceae	28256	family	0	1	0	0.0
Thermodesulfovibrio yellowstonii	28262	species	2003803	2	2	0.0
[Clostridium] propionicum	28446	species	3120417	1	1	0.0
Clavibacter michiganensis	28447	species	3302478	14	11	0.0
Komagataeibacter xylinus	28448	species	3905082	2	2	0.0
Burkholderia pseudomallei	28450	species	11222453	7	1	0.0
Salmonella enterica	28901	species	6689149	2	1	0.0
Mycoplasma bovis	28903	species	1562794	3	2	0.0
Natronococcus occultus	29288	species	4314118	1	1	0.0
Streptomyces cattleya	29303	species	16188068	2	2	0.0
Mycobacterium haemophilum	29311	species	4235765	1	1	0.0
Thermoanaerobacter brockii	29323	species	2344824	2	0	0.0
[Clostridium] cellulosi	29343	species	2229578	2	1	0.0
Staphylococcus saprophyticus	29385	species	3903594	9	5	5.22222e-78
Staphylococcus capitis	29388	species	2503265	123	120	9.91742e-05
Legionella oakridgensis	29423	species	2773209	1	0	0.0
Moraxella ovis	29433	species	2306095	1	1	0.0
Pseudomonas savastanoi	29438	species	6112448	1	1	0.0
Xanthomonas albilineans	29447	species	3852299	12	11	0.0
Rhizobium etli	29449	species	6784960	3	2	0.0
Brucella suis	29461	species	8101909	1	0	0.0
Veillonella parvula	29466	species	2132142	15	14	0.0
Pectobacterium atrosepticum	29471	species	7546597	1	1	0.0
Yersinia aldovae	29483	species	4471090	3	3	0.0
Yersinia rohdei	29485	species	4372253	1	1	0.0
Photorhabdus luminescens	29488	species	5688987	4	2	0.0
Vibrio furnissii	29494	species	4916408	1	1	0.0
Pelobacter propionicus	29543	species	4241119	1	1	0.0
Lawsonia intracellularis	29546	species	1719103	3	3	0.0
Rhodothermus marinus	29549	species	3360429	3	1	0.0
Mycoplasma canis	29555	species	933117	1	1	0.0
Taylorella equigenitalis	29575	species	1713991	59123	29521	0.0
Caldicellulosiruptor bescii	31899	species	2931662	1	0	0.0
Amycolatopsis orientalis	31958	species	9236541	7	4	0.0
Aminobacter	31988	genus	0	3	0	0.0
Rhodobacteraceae	31989	family	0	2	1	0.0
Methylobacterium radiotolerans	31998	species	6899110	17	3	4.49803e-06
Achromobacter denitrificans	32002	species	6226215	19	8	0.0
Burkholderia	32008	genus	0	15	5	0.0
Helicobacter hepaticus	32025	species	1799146	1	1	0.0
Xanthomonadaceae	32033	family	0	2	0	0.0
Synechococcus sp. PCC 7002	32049	species	3409935	2	0	0.0
Calothrix parietina	32054	species	6960392	6	2	0.0
synthetic construct	32630	species	26537524	3730280	255088	0.985881
Cutibacterium avidum	33010	species	2627993	39	22	9.76784e-157
Parvimonas micra	33033	species	1627009	1	0	0.0
Anaerococcus prevotii	33034	species	1998633	1	1	0.0
Bartonella grahamii	33045	species	2369520	1	1	0.0
Sphingopyxis macrogoltabida	33050	species	16800329	16	11	1.32133e-15
Sphingopyxis terrae	33052	species	3983415	4	2	0.0
Candidatus Kinetoplastibacterium crithidii	33056	species	821871	1	1	0.0
Acidithiobacillus caldus	33059	species	3112322	2	1	0.0
