name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	5	4	0.0
Buchnera aphidicola	9	species	619958	2	2	0.0
Cellulomonas gilvus	11	species	3526441	1	0	0.0
Dictyoglomus thermophilum	14	species	1959987	2	0	0.0
Myxococcales	29	order	0	2	0	0.0
Myxococcus fulvus	33	species	10026214	10	2	0.0
Myxococcus xanthus	34	species	9139763	6	2	0.0
Stigmatella aurantiaca	41	species	10260756	8	8	0.0
Archangium gephyra	48	species	12489432	7	6	0.0
Chondromyces crocatus	52	species	11388132	9	7	0.0
Sorangium cellulosum	56	species	13907952	20	13	0.0
Caulobacter	75	genus	0	1	0	0.0
Cyclobacterium marinum	104	species	6221273	1	0	0.0
Runella slithyformis	106	species	6919729	4	3	0.0
Planctopirus limnophila	120	species	5460085	1	1	0.0
Pirellula staleyi	125	species	6196199	2	2	0.0
Isosphaera pallida	128	species	5529304	1	0	0.0
Borreliella burgdorferi	139	species	1329613	5	0	0.0
Borrelia parkeri	141	species	1030684	3	0	0.0
Borrelia turicatae	142	species	917330	3	0	0.0
Spirochaeta thermophila	154	species	2516433	1	1	0.0
Brachyspira hyodysenteriae	159	species	3055339	1	1	0.0
Treponema pallidum	160	species	1138607	1	0	0.0
Leptospira interrogans	173	species	5395453	1	1	0.0
Azospirillum	191	genus	0	1	0	0.0
Azospirillum brasilense	192	species	13978806	9	4	0.0
Azospirillum lipoferum	193	species	7223069	12	6	0.0
Campylobacter coli	195	species	5104439	1	0	0.0
Campylobacter jejuni	197	species	6156435	2	0	0.0
Campylobacter hyointestinalis	198	species	1753331	2	2	0.0
Campylobacter concisus	199	species	1969727	1	1	0.0
Campylobacter lari	201	species	1576113	2	1	0.0
Helicobacter pylori	210	species	2044699	3	3	0.0
Helicobacter cinaedi	213	species	2170766	1	1	0.0
Helicobacter mustelae	217	species	1578097	1	0	0.0
Achromobacter	222	genus	0	1	0	0.0
Flavobacterium	237	genus	0	1	0	0.0
Francisella tularensis	263	species	2777166	3	3	0.0
Paracoccus denitrificans	266	species	5236194	12	8	0.0
Thermus aquaticus	271	species	2338641	1	1	0.0
Thermus thermophilus	274	species	2214494	5	2	0.0
Meiothermus ruber	277	species	3097457	5	5	0.0
Xanthobacter	279	genus	0	1	0	0.0
Xanthobacter autotrophicus	280	species	5625098	8	5	0.0
Comamonas testosteroni	285	species	5695231	10	2	0.0
Pseudomonas	286	genus	0	6	2	0.0
Pseudomonas aeruginosa	287	species	22457305	42	30	0.0
Pseudoalteromonas atlantica	288	species	5187005	3	3	0.0
Burkholderia cepacia	292	species	13365495	28	10	0.0
Pseudomonas fluorescens	294	species	14826544	51	35	0.0
Pseudomonas fragi	296	species	5101809	3	2	0.0
Pseudomonas mendocina	300	species	5293211	31	16	0.0
Pseudomonas putida	303	species	6888188	48	22	0.0
Ralstonia solanacearum	305	species	11186335	20	9	0.0
Pseudomonas stutzeri	316	species	7755802	32	23	0.0
Pseudomonas syringae	317	species	6129101	12	6	0.0
Ralstonia pickettii	329	species	6378979	11	6	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	17	12	0.0
Burkholderia glumae	337	species	7333967	12	5	0.0
Xanthomonas	338	genus	0	1	0	0.0
Xanthomonas campestris	339	species	7063896	12	5	0.0
Xanthomonas translucens	343	species	4638247	11	6	0.0
Xanthomonas citri	346	species	17318955	35	2	0.0
Xanthomonas oryzae	347	species	17545599	7	3	0.0
Azotobacter chroococcum	353	species	5192286	9	4	0.0
Azotobacter vinelandii	354	species	5351632	7	4	0.0
Rhizobiales	356	order	0	3	0	0.0
Agrobacterium	357	genus	0	1	0	0.0
Agrobacterium tumefaciens	358	species	9211775	3	1	0.0
Agrobacterium vitis	373	species	6320946	5	4	0.0
Bradyrhizobium	374	genus	0	1	0	0.0
Bradyrhizobium japonicum	375	species	9215796	6	4	0.0
Bradyrhizobium sp.	376	species	7547693	6	5	0.0
Rhizobium	379	genus	0	2	1	0.0
Sinorhizobium fredii	380	species	6891900	4	2	0.0
Mesorhizobium loti	381	species	7539018	14	5	0.0
Sinorhizobium meliloti	382	species	6962835	3	1	0.0
Rhizobium leguminosarum	384	species	7369497	11	4	0.0
