name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Buchnera aphidicola	9	species	619958	1	1	0.0
Myxococcus fulvus	33	species	10026214	1	1	0.0
Myxococcus xanthus	34	species	9139763	1	1	0.0
Archangium gephyra	48	species	12489432	1	1	0.0
Sorangium cellulosum	56	species	13907952	2	1	0.0
Cyclobacterium marinum	104	species	6221273	1	1	0.0
Runella slithyformis	106	species	6919729	1	1	0.0
Isosphaera pallida	128	species	5529304	6	3	0.0
Borreliella burgdorferi	139	species	1329613	2	2	0.0
Leptospira biflexa	172	species	3953768	1	1	0.0
Azospirillum lipoferum	193	species	7223069	3	2	0.0
Campylobacter jejuni	197	species	6156435	1	1	0.0
Helicobacter pylori	210	species	2044699	2	2	0.0
Helicobacter cinaedi	213	species	2170766	1	1	0.0
Xanthobacter autotrophicus	280	species	5625098	1	1	0.0
Comamonas testosteroni	285	species	5695231	4	0	0.0
Pseudomonas	286	genus	0	1	0	0.0
Pseudomonas aeruginosa	287	species	22457305	13	9	0.0
Pseudoalteromonas atlantica	288	species	5187005	1	1	0.0
Burkholderia cepacia	292	species	13365495	2	2	0.0
Pseudomonas fluorescens	294	species	14826544	4	3	0.0
Pseudomonas putida	303	species	6888188	3	2	0.0
Pseudomonas stutzeri	316	species	7755802	2	1	0.0
Ralstonia pickettii	329	species	6378979	6	2	0.0
Xanthomonas citri	346	species	17318955	4	3	0.0
Agrobacterium vitis	373	species	6320946	1	0	0.0
Sinorhizobium fredii	380	species	6891900	1	0	0.0
Rhizobium phaseoli	396	species	87841097	1	0	0.0
Legionella pneumophila	446	species	15688009	3	3	0.0
Acinetobacter baumannii	470	species	11595472	4	1	2.4537e-61
Neisseria elongata	495	species	2256647	1	1	0.0
Bordetella bronchiseptica	518	species	6491145	3	2	0.0
Bordetella parapertussis	519	species	4815611	1	0	0.0
Enterobacteriaceae	543	family	0	1	0	0.0
Citrobacter	544	genus	0	2	0	0.0
Citrobacter koseri	545	species	4735357	1	0	0.0
Citrobacter freundii	546	species	16193243	7	0	5.00018e-49
Enterobacter	547	genus	0	116	72	0.0
[Enterobacter] aerogenes	548	species	10750562	5	2	0.0
Pantoea agglomerans	549	species	9924054	2	0	0.0
Enterobacter cloacae	550	species	10083180	2923	436	0.00979829
Pectobacterium carotovorum	554	species	4852842	3	3	0.0
Escherichia	561	genus	0	1	0	0.0
Escherichia coli	562	species	12319210	5	2	4.69659e-53
Shimwellia blattae	563	species	4158725	1	0	0.0
Escherichia fergusonii	564	species	4643861	1	0	2.12765e-43
Hafnia alvei	569	species	6928293	1	1	0.0
Klebsiella	570	genus	0	2	0	0.0
Klebsiella oxytoca	571	species	16779606	17	1	2.49376e-56
Klebsiella pneumoniae	573	species	15713353	24	13	0.00014641
