name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Clostridium beijerinckii	1520	species	6161692	1	0	0.0
Clostridium ljungdahlii	1538	species	4630065	1	0	0.0
Clostridium scatologenes	1548	species	5749410	1	1	0.0
Leifsonia xyli	1575	species	2955779	7	1	0.0
Lactobacillus	1578	genus	0	2	0	0.0
Lactobacillus helveticus	1587	species	3148198	1	1	0.0
Lactobacillus ruminis	1623	species	2066652	1	0	0.0
Listeria ivanovii	1638	species	3701623	1	1	0.0
Listeria monocytogenes	1639	species	5926303	1	1	0.0
Renibacterium salmoninarum	1646	species	3155250	1	0	0.0
Corynebacteriaceae	1653	family	0	24	0	0.0
Trueperella pyogenes	1661	species	3453353	50	40	0.000769732
Arthrobacter	1663	genus	0	1	0	0.0
Bifidobacterium	1678	genus	0	1	0	0.0
Bifidobacterium adolescentis	1680	species	3233293	26	3	0.0
Bifidobacterium bifidum	1681	species	2209322	56	0	0.00416803
Bifidobacterium angulatum	1683	species	2043306	3	0	0.0
Bifidobacterium breve	1685	species	2328021	72	1	1.57186e-15
Bifidobacterium catenulatum	1686	species	2079525	2	0	0.0
Bifidobacterium dentium	1689	species	2636018	1	0	0.0
Bifidobacterium pseudolongum	1694	species	2032698	1	1	0.0
Brevibacterium linens	1703	species	8072179	9	5	0.0
Corynebacterium stationis	1705	species	2853666	91	53	0.0018374
Cellulomonas flavigena	1711	species	4123179	3	2	0.0
Corynebacterium	1716	genus	0	89	17	0.0
Corynebacterium diphtheriae	1717	species	2468991	672	563	0.014371
Corynebacterium glutamicum	1718	species	6155998	59	9	0.0
Corynebacterium pseudotuberculosis	1719	species	6595197	33	7	2.78346e-16
Corynebacterium callunae	1721	species	2928683	15	9	0.0
Corynebacterium variabile	1727	species	3433007	23	15	0.0
Propionibacterium freudenreichii	1744	species	2646865	1	0	0.0
Propionibacterium acnes	1747	species	3361368	1	1	0.0
Acidipropionibacterium acidipropionici	1748	species	7323316	1	0	1.54435e-36
Actinobacteria	1760	class	0	4	0	0.0
Mycobacterium	1763	genus	0	5	0	0.0
Mycobacterium avium	1764	species	6028446	7	2	0.0
Mycobacterium bovis	1765	species	6302864	2	0	0.0
Mycobacterium fortuitum	1766	species	6254616	4	0	0.0
Mycobacterium kansasii	1768	species	6489764	4	3	0.0
Mycobacterium leprae	1769	species	3268137	1	1	0.0
Mycobacterium phlei	1771	species	5349645	4	1	0.0
Mycobacterium smegmatis	1772	species	20962296	2	1	0.0
Mycobacterium tuberculosis	1773	species	7403540	2	0	0.0
Mycobacterium chelonae	1774	species	5029817	1	1	0.0
Mycobacterium chubuense	1800	species	6342624	2	0	0.0
Mycobacterium gilvum	1804	species	5883060	4	3	0.0
Mycobacterium vaccae	1810	species	6235754	2	1	0.0
Amycolatopsis methanolica	1814	species	7237391	1	1	0.0
Rhodococcus fascians	1828	species	5502110	1	1	0.0
Rhodococcus erythropolis	1833	species	6734667	1	0	0.0
Saccharopolyspora erythraea	1836	species	8212805	2	1	0.0
Pseudonocardia	1847	genus	0	1	0	0.0
Saccharomonospora viridis	1852	species	4308349	11	9	0.0
Streptomyces	1883	genus	0	8	2	0.0
Streptomyces albus	1888	species	15352626	8	6	0.0
Streptomyces ambofaciens	1889	species	8265737	1	0	0.0
Streptomyces coelicolor	1902	species	9054847	3	0	0.0
Streptomyces glaucescens	1907	species	7623774	3	1	0.0
Streptomyces griseus	1911	species	8545929	1	1	0.0
Streptomyces hygroscopicus	1912	species	10333189	2	0	0.0
Streptomyces lincolnensis	1915	species	10319054	1	1	0.0
Streptomyces lividans	1916	species	8345283	1	0	0.0
Streptomyces reticuli	1926	species	9336224	2	1	0.0
Streptomyces scabiei	1930	species	10148695	2	2	0.0
Streptomyces noursei	1971	species	9815884	3	0	0.0
Nocardiopsis dassonvillei	2014	species	6543312	2	0	0.0
Thermomonospora curvata	2020	species	5639016	2	1	0.0
Thermobifida fusca	2021	species	3642249	1	0	0.0
Actinomycetales	2037	order	0	1	0	0.0
Aeromicrobium erythreum	2041	species	3629239	1	1	0.0
Pimelobacter	2044	genus	0	1	0	0.0
Pimelobacter simplex	2045	species	5637360	1	1	0.0
Gordonia	2053	genus	0	1	0	0.0
Gordonia terrae	2055	species	5701501	2	1	0.0
Sphaerobacter thermophilus	2057	species	3993764	3	2	0.0
Tsukamurella paurometabola	2061	species	4479724	6	2	0.0
Streptomycetaceae	2062	family	0	2	0	0.0
Kitasatospora setae	2066	species	8783278	2	2	0.0
Pseudonocardiaceae	2070	family	0	1	0	0.0
Saccharothrix	2071	genus	0	1	0	0.0
Methanotorris igneus	2189	species	1854197	2	2	0.0
Methanococcoides methylutens	2226	species	2394636	1	1	0.0
Haloferax volcanii	2246	species	4012900	1	0	0.0
Staphylothermus marinus	2280	species	1570485	1	1	0.0
Halanaerobium praevalens	2331	species	2309262	1	1	0.0
Flexistipes sinusarabici	2352	species	2526590	1	1	0.0
Xylella fastidiosa	2371	species	2609554	2	2	0.0
Gardnerella vaginalis	2702	species	1669705	1	1	0.0
Symbiobacterium thermophilum	2734	species	3566135	2	2	0.0
Homo sapiens	9606	species	3238442024	1674107	1205979	0.261177
Natrialba magadii	13769	species	4443643	2	2	0.0
Bifidobacterium animalis	28025	species	2054141	1	1	0.0
Bifidobacterium pseudocatenulatum	28026	species	2313752	1	0	0.0
Lysinibacillus fusiformis	28031	species	4843789	6	2	0.0
Staphylococcus lugdunensis	28035	species	3479969	10	10	0.00218067
Acidothermus cellulolyticus	28049	species	2443540	1	1	0.0
Rubrivivax gelatinosus	28068	species	5043253	1	1	0.0
Burkholderia gladioli	28095	species	8975879	3	3	0.0
Alteromonas macleodii	28108	species	5557691	1	1	0.0
Betaproteobacteria	28216	class	0	1	0	0.0
Arcanobacterium haemolyticum	28264	species	1986154	7	6	2.16853e-28
Clavibacter michiganensis	28447	species	3302478	5	5	0.0
Burkholderia pseudomallei	28450	species	11222453	3	2	0.0
Salmonella enterica	28901	species	6689149	6	0	7.61707e-21
Natronococcus occultus	29288	species	4314118	1	1	0.0
Streptomyces cattleya	29303	species	16188068	3	2	0.0
Mycobacterium haemophilum	29311	species	4235765	4	3	0.0
Staphylococcus saprophyticus	29385	species	3903594	1	0	0.0
Staphylococcus capitis	29388	species	2503265	1	1	0.0
Microlunatus	29404	genus	0	1	0	0.0
Xanthomonas albilineans	29447	species	3852299	2	1	0.0
Rhizobium etli	29449	species	6784960	2	0	0.0
Rhodothermus marinus	29549	species	3360429	1	1	0.0
Mycoplasma canis	29555	species	933117	1	1	0.0
Taylorella equigenitalis	29575	species	1713991	37	28	0.0
Bifidobacteriaceae	31953	family	0	1	0	0.0
Propionibacteriaceae	31957	family	0	1	0	0.0
Amycolatopsis orientalis	31958	species	9236541	6	2	0.0
Rhodobacteraceae	31989	family	0	1	0	0.0
Xanthomonadaceae	32033	family	0	2	0	0.0
Kingella	32257	genus	0	22	0	0.0
synthetic construct	32630	species	26537524	220	38	0.000483977
Cutibacterium avidum	33010	species	2627993	3	1	0.0
Acidobacterium capsulatum	33075	species	4127356	1	1	0.0
Mycobacterium africanum	33894	species	4389314	2	0	0.0
Streptomyces avermitilis	33903	species	9119895	4	2	0.0
Bifidobacterium thermophilum	33905	species	2291643	1	1	0.0
Amycolatopsis mediterranei	33910	species	13655759	2	0	0.0
Gluconacetobacter diazotrophicus	33996	species	7914538	1	1	0.0
Variovorax paradoxus	34073	species	6817856	2	0	0.0
Riemerella anatipestifer	34085	species	2813253	1	0	0.0
Citrobacter amalonaticus	35703	species	7931914	1	1	0.0
Haloferax gibbonsii	35746	species	3918454	3	2	0.0
Corynebacterium kutscheri	35755	species	2354065	4	2	0.0
Clostridium saccharoperbutylacetonicum	36745	species	6666445	1	1	0.0
Mycobacterium abscessus	36809	species	18231971	6	4	0.0
Mycobacterium rhodesiae	36814	species	6415739	3	3	0.0
Nocardia brasiliensis	37326	species	9436348	5	1	0.0
Nocardia farcinica	37329	species	6376062	4	0	0.0
Nocardia nova	37330	species	8348532	2	0	0.0
Nocardia seriolae	37332	species	8304518	15	9	0.0
Thermus scotoductus	37636	species	2355186	1	1	0.0
Rhodococcus opacus	37919	species	8880502	9	7	0.0
Sinomonas atrocyanea	37927	species	4492204	4	1	0.0
Corynebacterium jeikeium	38289	species	2476822	294	55	0.00895184
Streptomyces pristinaespiralis	38300	species	8532592	1	0	0.0
Corynebacterium vitaeruminis	38305	species	2931780	94	50	0.0
Erythrobacter litoralis	39960	species	3151875	1	0	0.0
Acinetobacter johnsonii	40214	species	4081329	11	0	9.4487e-18
Stenotrophomonas maltophilia	40324	species	6512435	3	2	0.0
Actinosynnema mirum	40567	species	8248144	4	2	0.0
Xenorhabdus bovienii	40576	species	4523083	1	1	0.0
Streptomyces sampsonii	42239	species	7070328	2	2	0.0
Halobacteroides halobius	42422	species	2649255	1	0	0.0
Roseobacter litoralis	42443	species	4745450	1	1	0.0
Marinovum algicola	42444	species	5252390	1	0	0.0
Streptomyces collinus	42684	species	8377286	1	0	0.0
Corynebacterium argentoratense	42817	species	2031902	13	8	0.0
Pseudomonas alcaligenes	43263	species	4406305	1	0	0.0
Kutzneria albida	43357	species	9874926	4	4	0.0
Paenarthrobacter aurescens	43663	species	5226648	4	0	0.0
Brachybacterium faecium	43669	species	3614992	1	0	0.0
Jonesia denitrificans	43674	species	2749646	1	0	0.0
Rothia mucilaginosa	43675	species	2278659	7	3	0.0
Rhodococcus equi	43767	species	5043170	2	0	0.0
Corynebacterium urealyticum	43771	species	2342642	264	30	0.0413939
Paenibacillus durus	44251	species	5814491	1	1	0.0
Capnocytophaga haemolytica	45243	species	2688484	3	3	0.0
Sphingobium chlorophenolicum	46429	species	4573221	3	3	0.0
Streptomyces lydicus	47763	species	8750753	1	0	0.0
Micromonospora aurantiaca	47850	species	7025559	2	1	0.0
Pseudomonas fulva	47880	species	4920769	2	0	0.0
Acinetobacter pittii	48296	species	6018266	1	1	0.0
Rubrobacter xylanophilus	49319	species	3225748	1	0	0.0
Mycoplasma crocodyli	50052	species	934379	1	1	0.0
Aerococcus urinaeequi	51665	species	4067667	1	0	0.0
Prevotella dentalis	52227	species	3350206	1	1	0.0
Caldicellulosiruptor kristjanssonii	52765	species	2802443	1	1	0.0
Feline foamy virus	53182	species	10479	1	1	0.0
Pantoea	53335	genus	0	1	0	0.0
Intrasporangium calvum	53358	species	4024382	3	2	0.0
Xanthomonas axonopodis	53413	species	5343358	3	0	0.0
Nocardiopsis alba	53437	species	5848211	5	4	0.0
Nakamurella multipartita	53461	species	6060298	1	1	0.0
Raoultella ornithinolytica	54291	species	13911666	4	3	0.0
Streptomyces venezuelae	54571	species	18089227	3	0	0.0
Deinococcus proteolyticus	55148	species	2886836	1	1	0.0
Flavobacterium branchiophilum	55197	species	3563292	1	1	0.0
Janthinobacterium agaricidamnosum	55508	species	5949001	1	0	0.0
Magnetospirillum gryphiswaldense	55518	species	4365796	2	0	0.0
Thermus oshimai	56957	species	2401329	1	0	0.0
Psychroflexus torquis	57029	species	4321832	1	1	0.0
Phaeobacter gallaeciensis	60890	species	4300940	1	1	0.0
Lelliottia amnigena	61646	species	4616371	1	1	0.0
Kluyvera intermedia	61648	species	6166452	1	1	0.0
Corynebacterium ulcerans	65058	species	4175194	43	16	0.00194782
Cyanothece sp. PCC 7424	65393	species	6554169	1	1	0.0
Desulfocapsa sulfexigens	65555	species	4023512	2	1	0.0
Streptomyces cyaneogriseus	68192	species	7762396	1	1	0.0
Streptomyces fulvissimus	68202	species	7905758	2	0	0.0
Streptomyces griseochromogenes	68214	species	10764674	2	0	0.0
Streptomyces pactum	68249	species	8180260	2	1	0.0
Streptomyces violaceusniger	68280	species	11138313	1	0	0.0
Streptomyces albulus	68570	species	9578489	2	0	0.0
Deinococcus geothermalis	68909	species	3247018	1	1	0.0
Thermales	68933	order	0	1	0	0.0
Petrotoga mobilis	69499	species	2169548	3	1	0.0
Pseudomonas plecoglossicida	70775	species	6233254	1	0	0.0
Shewanella oneidensis	70863	species	5131424	1	1	0.0
Mesorhizobium amorphae	71433	species	7343952	1	1	0.0
Kocuria palustris	71999	species	2854447	4	3	0.0
Kocuria rhizophila	72000	species	2697540	6	5	0.0
Pseudomonadales	72274	order	0	5	0	0.0
Maricaulis maris	74318	species	3368780	1	0	0.0
Frankiaceae	74712	family	0	1	0	0.0
Paraburkholderia caribensis	75105	species	13917408	3	3	0.0
Solibacillus silvestris	76853	species	3987727	2	2	0.0
Mycobacterium canettii	78331	species	4482059	2	0	0.0
Chitinophaga pinensis	79329	species	9127347	1	1	0.0
Bacillus clausii	79880	species	4300106	3	0	0.0
Burkholderiales	80840	order	0	1	0	0.0
Delftia	80865	genus	0	1	0	0.0
Hyphomonas neptunium	81032	species	3705021	2	1	0.0
Serratia plymuthica	82996	species	6554843	1	1	0.0
Mycobacterium immunogenum	83262	species	11178626	4	4	0.0
Aminobacter aminovorans	83263	species	6890726	2	2	0.0
Chlamydia abortus	83555	species	2288889	1	0	0.0
Simkania negevensis	83561	species	2628375	3	3	0.0
Stenotrophomonas nitritireducens	83617	species	4541729	1	0	0.0
Nocardiopsaceae	83676	family	0	1	0	0.0
Methanoculleus bourgensis	83986	species	2789774	1	0	0.0
Clostridium aceticum	84022	species	4207037	1	1	0.0
Clostridium autoethanogenum	84023	species	8704651	1	0	0.0
Slackia heliotrinireducens	84110	species	3165038	1	1	0.0
Microbacterium chocolatum	84292	species	3168630	5	0	0.0
Gordonia polyisoprenivorans	84595	species	5844299	3	2	0
Beutenbergia cavernae	84757	species	4669183	3	2	0.0
Corynebacteriales	85007	order	0	3	0	0.0
Intrasporangiaceae	85021	family	0	1	0	0.0
Geodermatophilaceae	85030	family	0	1	0	0.0
Pseudarthrobacter chlorophenolicus	85085	species	4980870	1	1	0.0
Achromobacter xylosoxidans	85698	species	9063264	1	1	0.0
Syntrophothermus lipocalidus	86170	species	2405559	1	1	0.0
Methanoculleus sp. MAB1	86622	species	2859299	1	0	0.0
Burkholderia multivorans	87883	species	13696114	2	1	0.0
Modestobacter	88138	genus	0	1	0	0.0
Corynebacterium terpenotabidum	89154	species	2751233	12	4	0.0
Enterobacterales	91347	order	0	21	0	0.0
Candidatus Paracaedibacter acanthamoebae	91604	species	2485110	1	1	0.0
[Brevibacterium] flavum	92706	species	3339820	27	4	0.0
Pandoraea pnomenusa	93220	species	11008666	1	1	0.0
Pandoraea pulmonicola	93221	species	5867621	1	0	0.0
Bordetella petrii	94624	species	5287950	1	1	0.0
Burkholderia cenocepacia	95486	species	15410767	5	1	0.0
Flavobacterium psychrophilum	96345	species	7603866	1	0	0.0
Methanomethylovorans hollandica	101192	species	2714013	1	0	0.0
Burkholderia ubonensis	101571	species	22281372	1	1	0.0
Desulfotomaculum gibsoniae	102134	species	4855529	1	1	0.0
Saccharothrix espanaensis	103731	species	9360653	5	2	0.0
Rhodococcus pyridinivorans	103816	species	5590512	5	1	0.0
Bordetella hinzii	103855	species	9772861	2	0	0.0
Frankia casuarinae	106370	species	5433628	1	1	0.0
Cupriavidus necator	106590	species	7948767	2	0	0.0
Ensifer adhaerens	106592	species	7267502	2	1	0.0
Thioalkalivibrio	106633	genus	0	1	0	0.0
Thioalkalivibrio versutus	106634	species	2969361	1	0	0.0
Thioalkalivibrio paradoxus	108010	species	3756729	1	0	0.0
Corynebacterium falsenii	108486	species	2719616	15	11	0.0
Sinorhizobium medicae	110321	species	6817576	2	2	0.0
Pelotomaculum thermopropionicum	110500	species	3025375	1	1	0.0
Mycobacterium vanbaalenii	110539	species	6491865	1	1	0.0
Actinomyces radicidentis	111015	species	3051613	5	3	0.0
Bradyrhizobium sp. ORS 278	114615	species	7456587	2	2	0.0
Methylobacterium nodulans	114616	species	8839022	1	1	0.0
Aerococcus sanguinicola	119206	species	2033849	1	0	0.0
Pseudarthrobacter sulfonivorans	121292	species	5056151	4	1	0.0
Stenotrophomonas acidaminiphila	128780	species	4138297	1	1	0.0
Kineococcus radiotolerans	131568	species	4956672	2	0	0.0
Rhodococcus jostii	132919	species	9702737	2	0	0.0
Leisingera methylohalidivorans	133924	species	4650996	1	1	0.0
Olsenella uli	133926	species	2051896	2	0	0.0
secondary endosymbiont of Heteropsylla cubana	134287	species	1121596	1	1	0.0
Paraburkholderia fungorum	134537	species	9058983	1	1	0.0
Mycobacterium goodii	134601	species	7105933	9	7	0.0
Actinoplanes sp. SE50/110	134676	species	9239851	2	0	0.0
Nocardia cyriacigeorgica	135487	species	6194645	8	5	0.0
Pseudomonadaceae	135621	family	0	21	0	0.0
Corynebacterium testudinoris	136857	species	2721226	56	27	0
Isoptericola variabilis	139208	species	3307740	2	0	0.0
Halorhabdus utahensis	146826	species	3116795	1	0	0.0
Corynebacterium simulans	146827	species	5336673	5627	5146	0.147262
Streptomyces parvulus	146923	species	7766531	3	2	0.0
Azospira oryzae	146939	species	3806980	1	1	0.0
Pseudopedobacter saltans	151895	species	4635236	1	1	0.0
Sphingomonas melonis	152682	species	4196755	2	2	0.0
Corynebacterium efficiens	152794	species	3219505	42	21	1.40315e-17
Nitrosomonas sp. AL212	153948	species	3337023	1	1	0.0
Corynebacterium imitans	156978	species	2565321	133	50	7.33557e-18
Pseudomonas cremoricolorata	157783	species	4780403	2	2	0.0
Chromohalobacter salexigens	158080	species	3696649	1	1	0.0
Bifidobacterium scardovii	158787	species	3158347	1	1	0.0
Enterobacter hormaechei	158836	species	11766809	3	3	0.0
Ignicoccus hospitalis	160233	species	1297538	1	1	0.0
Corynebacterium casei	160386	species	3132213	119	70	0
Sphingomonas wittichii	160791	species	5915246	1	1	0.0
Planococcus antarcticus	161360	species	3804624	1	0	0.0
Corynebacterium kroppenstedtii	161879	species	2446804	3	0	0.0
Corynebacterium camporealensis	161896	species	2451810	231	155	0.00882157
Corynebacterium singulare	161899	species	2830519	834	496	0.0774601
Streptomyces puniciscabiei	164348	species	9698948	1	0	0.0
Lentzea	165301	genus	0	1	0	0.0
Sphingopyxis	165697	genus	0	1	0	0.0
Human endogenous retrovirus K113	166122	leaf	9472	3	0	0.272935
Salinispora tropica	168695	species	5183331	1	1	0.0
Corynebacterium aurimucosum	169292	species	2819226	1122	733	0.0478538
Tistrella mobilis	171437	species	6512983	1	1	0.0
Elizabethkingia miricola	172045	species	4242519	1	0	0.0
Leptospirillum ferriphilum	178606	species	2368371	1	1	0.0
Delftia tsuruhatensis	180282	species	7195716	1	0	0.0
Desulfovibrio aespoeensis	182210	species	3629109	2	1	0.0
Kribbella	182639	genus	0	1	0	0.0
Kribbella flavida	182640	species	7579488	2	2	0.0
Corallococcus coralloides	184914	species	10080619	1	1	0.0
Xylanimonas cellulosilytica	186189	species	3831380	3	1	0.0
Lactobacillales	186826	order	0	1	0	0.0
Thioalkalivibrio nitratireducens	186931	species	4002350	1	0	0.0
Acidaminococcus intestini	187327	species	2487765	1	1	0.0
Rhodococcus aetherivorans	191292	species	5922748	3	1	0.0
Conexibacter woesei	191495	species	6359369	2	0	0.0
Fluviicola taffensis	191579	species	4633577	1	1	0.0
Corynebacterium atypicum	191610	species	2359448	70	44	0.00129056
Nocardioides sp. JS614	196162	species	5293685	4	3	0.0
Actinoplanes friuliensis	196914	species	9376071	2	1	0.0
Streptococcus pasteurianus	197614	species	2100077	1	0	0.0
Pseudomonas koreensis	198620	species	12292986	3	0	0.0
Pseudomonas poae	200451	species	5512241	2	0	0.0
Neisseriales	206351	order	0	1	0	0.0
Parvularcula bermudensis	208216	species	2902643	1	1	0.0
Amycolatopsis japonica	208439	species	9053857	6	2	0.0
Mycobacterium sp. JS623	212767	species	7221766	3	1	0.0
Bifidobacterium longum	216816	species	3655960	31	0	0.0
Pseudomonas antarctica	219572	species	6607040	1	0	0.0
Geobacter bemidjiensis	225194	species	4615150	1	1	0.0
Corynebacterium halotolerans	225326	species	3222008	73	45	0.0
Dyella japonica	231455	species	4831185	2	1	0.0
Pseudomonas alkylphenolia	237609	species	5764622	2	0	0.0
Pseudonocardia dioxanivorans	240495	species	7303989	1	1	0.0
Crinalium epipsammum	241425	species	5620407	1	1	0.0
Staphylococcus equorum	246432	species	8544915	1	0	0.0
Bacteroides cellulosilyticus	246787	species	7084828	1	1	0.0
Robiginitalea biformata	252307	species	3530383	1	0	0.0
Paraburkholderia phenoliruptrix	252970	species	7651131	1	0	0.0
Glutamicibacter arilaitensis	256701	species	3918308	8	8	0.0
Corynebacterium resistens	258224	species	2601311	386	265	0.0927806
Lysobacter gummosus	262324	species	6056618	1	1	0.0
Methylovorus glucosotrophus	266009	species	3082007	2	2	0.0
Sphingopyxis granuli	267128	species	4679853	2	2	0.0
Collimonas arenae	279058	species	15078336	3	1	0.0
Stackebrandtia nassauensis	283811	species	6841557	2	2	0.0
Segniliparus rotundus	286802	species	3157527	2	0	0.0
Arthrobacter sp. FB24	290399	species	5070478	2	0	0.0
Frankia sp. EAN1pec	298653	species	8982042	2	2	0.0
Catenulispora acidiphila	304895	species	10467782	2	2	0.0
Euproctis pseudoconspersa nucleopolyhedrovirus	307467	species	141291	1	1	0.0
Persephonella marina	309805	species	1983966	1	1	0.0
Polaribacter sp. MED152	313598	species	2961474	1	0	0.0
Spiroplasma eriocheiris	315358	species	1365714	1	1	0.0
Synechococcus sp. JA-2-3B'a(2-13)	321332	species	3046682	1	1	0.0
Bacillus infantis	324767	species	4884713	2	0	0.0
Candidatus Solibacter usitatus	332163	species	9965640	1	1	0.0
