name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Buchnera aphidicola	9	species	619958	2	1	0.0
Shewanella	22	genus	0	2	0	0.0
Shewanella putrefaciens	24	species	4749735	2	0	8.11626e-48
Sorangium cellulosum	56	species	13907952	1	1	0.0
Cyclobacterium marinum	104	species	6221273	1	1	0.0
Rubinisphaera brasiliensis	119	species	6006602	1	0	0.0
Pirellula staleyi	125	species	6196199	1	1	0.0
Isosphaera pallida	128	species	5529304	16	1	0.0
Spirochaeta thermophila	154	species	2516433	1	1	0.0
Brachyspira hyodysenteriae	159	species	3055339	3	3	0.0
Leptospira borgpetersenii	174	species	3948532	1	1	0.0
Azospirillum brasilense	192	species	13978806	1	0	0.0
Campylobacter	194	genus	0	1	0	0.0
Campylobacter coli	195	species	5104439	1	0	0.0
Campylobacter jejuni	197	species	6156435	1	0	0.0
Campylobacter concisus	199	species	1969727	1	0	0.0
Helicobacter pylori	210	species	2044699	4	4	0.0
Comamonas testosteroni	285	species	5695231	3	1	0.000314382
Pseudomonas	286	genus	0	8	0	0.0
Pseudomonas aeruginosa	287	species	22457305	4	1	0
Pseudomonas fluorescens	294	species	14826544	2	2	0.0
Pseudomonas putida	303	species	6888188	3	1	0.0
Ralstonia solanacearum	305	species	11186335	1	1	0.0
Pseudomonas stutzeri	316	species	7755802	4	2	0.0
Xanthomonas citri	346	species	17318955	1	0	0.0
Rhizobium	379	genus	0	1	1	0.0
Mesorhizobium loti	381	species	7539018	1	0	0.0
Legionella pneumophila	446	species	15688009	2	2	0.0
Legionella hackeliae	449	species	3570857	1	1	0.0
Acinetobacter baumannii	470	species	11595472	2	1	0.0
Neisseria meningitidis	487	species	8508873	1	1	0.0
Chromobacterium violaceum	536	species	4751080	1	1	0.0
Zymomonas mobilis	542	species	2426073	1	1	0.0
Enterobacteriaceae	543	family	0	123	25	0.0
Citrobacter	544	genus	0	4	0	0.0
Citrobacter koseri	545	species	4735357	6	0	1.8761e-15
Citrobacter freundii	546	species	16193243	62	2	8.25349e-15
Enterobacter	547	genus	0	185	1	0.0
[Enterobacter] aerogenes	548	species	10750562	267	36	0.000305836
Pantoea agglomerans	549	species	9924054	16	12	0.0
Enterobacter cloacae	550	species	10083180	299	22	0.000722129
Erwinia amylovora	552	species	3869718	1	0	0.0
Pantoea ananatis	553	species	4842757	12	8	0.0
Pectobacterium carotovorum	554	species	4852842	3	2	0.000184477
Escherichia	561	genus	0	3	0	0.0
Escherichia coli	562	species	12319210	281	48	0.0006207
Shimwellia blattae	563	species	4158725	6	1	0.0
Escherichia fergusonii	564	species	4643861	4	1	1.49828e-26
Hafnia	568	genus	0	2	0	0.0
Hafnia alvei	569	species	6928293	86	1	4.4695e-17
Klebsiella	570	genus	0	177	22	0.0
Klebsiella oxytoca	571	species	16779606	345	26	0.000175962
Klebsiella pneumoniae	573	species	15713353	40617	35873	0.696129
Morganella morganii	582	species	3853791	1	0	0.0
Proteus	583	genus	0	2	0	0.0
Proteus mirabilis	584	species	5337360	19	1	1.41308e-40
Proteus vulgaris	585	species	3794983	1	0	0.0
Providencia stuartii	588	species	6521015	3	3	0.0
Serratia	613	genus	0	51	0	0.0
Serratia liquefaciens	614	species	7946985	2	1	0.0
Serratia marcescens	615	species	8465231	24	1	0
Shigella	620	genus	0	8	0	0.0
Shigella boydii	621	species	4698475	1	0	0.0
Shigella dysenteriae	622	species	4560911	1	0	0.0
Shigella flexneri	623	species	4763519	2	0	0.0
Shigella sonnei	624	species	6798914	5	0	0.0
Yersinia	629	genus	0	21	0	0.0
Yersinia enterocolitica	630	species	14308813	12	1	3.0073e-44
Yersinia intermedia	631	species	4859749	1	1	0.000184649
Yersinia pestis	632	species	7124135	3	2	0.0
Yersinia pseudotuberculosis	633	species	9565781	2	1	0.0
Edwardsiella	635	genus	0	1	0	0.0
Edwardsiella tarda	636	species	3717889	2	0	0.0
Aeromonas	642	genus	0	16	0	0.0
Aeromonas hydrophila	644	species	7739252	3	2	4.4417e-45
Aeromonas veronii	654	species	7214925	8	0	4.3457e-41
Vibrio	662	genus	0	1	0	0.0
Vibrio cholerae	666	species	6170861	1	1	0.0
Vibrio harveyi	669	species	11920371	2	2	0.0
Vibrio vulnificus	672	species	10215744	1	1	0.0
Plesiomonas shigelloides	703	species	3405979	1	1	0.0
Rickettsia prowazekii	782	species	1111249	1	1	0.0
Orientia tsutsugamushi	784	species	2068019	1	1	0.0
Bacteroides fragilis	817	species	7824806	2	2	0.0
Ehrlichia chaffeensis	945	species	1174554	1	1	0.0
Francisella persica	954	species	3057444	1	1	0.0
Herbaspirillum seropedicae	964	species	8221139	4	4	0.0
Cellulophaga lytica	979	species	3795066	1	1	0.0
Flavobacterium johnsoniae	986	species	5603295	1	1	0.0
Flavobacterium columnare	996	species	6492116	1	0	0.0
Flexibacter litoralis	999	species	4919337	1	1	0.0
Allochromatium vinosum	1049	species	3669074	1	1	0.0
Rhodopseudomonas palustris	1076	species	5408501	1	0	0.0
Synechocystis sp. PCC 6714	1147	species	3738889	1	1	0.0
Anabaena cylindrica	1165	species	7063285	1	1	0.0
Prochlorococcus marinus	1219	species	1879471	1	1	0.0
Leuconostoc mesenteroides	1245	species	1966146	1	1	0.0
Staphylococcus	1279	genus	0	1	0	0.0
Staphylococcus aureus	1280	species	7252422	3	0	7.30523e-22
Staphylococcus xylosus	1288	species	8411206	1	0	0.0
Staphylococcus warneri	1292	species	2560716	1	0	0.0
Streptococcus	1301	genus	0	1	0	0.0
Streptococcus pneumoniae	1313	species	2272871	1	0	0.0
Streptococcus anginosus	1328	species	2557124	1	0	0.0
Streptococcus dysgalactiae	1334	species	2149105	1	1	0.0
Streptococcus intermedius	1338	species	1963517	2	1	0.0
Streptococcus parauberis	1348	species	2143887	1	0	0.0
Enterococcus faecalis	1351	species	3401628	5	1	3.75414e-21
Enterococcus faecium	1352	species	5898717	194	180	0.00940963
Lactococcus lactis	1358	species	2704731	2	1	1.00661e-19
Bacillus cereus	1396	species	9676532	2	1	0.0
Bacillus coagulans	1398	species	4327944	1	1	0.0
Bacillus licheniformis	1402	species	8559910	1	1	0.0
Bacillus thuringiensis	1428	species	10269592	4	3	0.0
Geobacillus kaustophilus	1462	species	3592666	9	0	0.0
Sporosarcina psychrophila	1476	species	4674191	1	1	0.0
Clostridium acetobutylicum	1488	species	4136895	1	1	0.0
Clostridium botulinum	1491	species	4637504	4	4	0.0
Clostridium butyricum	1492	species	13843423	1	1	0.0
Clostridium cellulovorans	1493	species	5262222	1	1	0.0
Clostridium pasteurianum	1501	species	7159922	1	0	0.0
Clostridium perfringens	1502	species	6907798	1	1	0.0
Clostridium tetani	1513	species	2869591	1	0	0.0
Clostridium kluyveri	1534	species	3989551	2	2	0.0
Clostridium novyi	1542	species	2547720	1	1	0.0
Clostridium scatologenes	1548	species	5749410	1	1	0.0
Clostridium baratii	1561	species	3338630	1	1	0.0
Lactobacillus casei	1582	species	3039836	1	1	0.0
Lactobacillus plantarum	1590	species	8684028	1	0	0.0
Lactobacillus fermentum	1613	species	2108824	1	1	0.0
Lactobacillus salivarius	1624	species	2663133	1	1	0.0
Erysipelothrix rhusiopathiae	1648	species	2398466	2	0	2.10208e-19
Brevibacterium linens	1703	species	8072179	1	1	0.0
Corynebacterium pseudotuberculosis	1719	species	6595197	4	3	0.0
Propionibacterium acnes	1747	species	3361368	3	3	0.0
Mycobacterium fortuitum	1766	species	6254616	1	1	0.0
Mycobacterium intracellulare	1767	species	5374059	1	0	0.0
Amycolatopsis methanolica	1814	species	7237391	1	1	0.0
Saccharopolyspora erythraea	1836	species	8212805	1	1	0.0
Frankia alni	1859	species	7497934	1	0	0.0
Streptomyces	1883	genus	0	1	1	0.0
Streptomyces coelicolor	1902	species	9054847	1	0	0.0
Streptomyces scabiei	1930	species	10148695	1	1	0.0
Microbacterium testaceum	2033	species	3982034	1	1	0.0
Mobiluncus curtisii	2051	species	2146480	1	1	0.0
Tsukamurella paurometabola	2061	species	4479724	1	0	0.0
Mycoplasma capricolum	2095	species	1692864	2	1	0.0
Mycoplasma hominis	2098	species	925558	1	1	0.0
Mycoplasma mycoides	2102	species	2100167	2	1	0.0
Methanobrevibacter smithii	2173	species	1853160	1	1	0.0
Methanococcus vannielii	2187	species	1720048	1	0	0.0
Methanospirillum hungatei	2203	species	3544738	1	0	0.0
Methanosarcina barkeri	2208	species	4650840	2	2	0.0
Methanosarcina mazei	2209	species	4120463	2	2	0.0
Xylella fastidiosa	2371	species	2609554	1	1	0.0
Teredinibacter turnerae	2426	species	5193164	1	1	0.0
Homo sapiens	9606	species	3238442024	3844467	2963085	0.252711
Natrialba magadii	13769	species	4443643	1	0	0.0
Lysinibacillus fusiformis	28031	species	4843789	1	1	0.0
Staphylococcus lugdunensis	28035	species	3479969	1	1	0.0
Rubrivivax gelatinosus	28068	species	5043253	1	0	0.0
Prevotella denticola	28129	species	2937589	2	0	0.0
Cronobacter sakazakii	28141	species	5648091	213	23	3.16705e-13
Acetohalobium arabaticum	28187	species	2469596	1	1	0.0
Arcobacter butzleri	28197	species	2283719	1	1	0.0
Clavibacter michiganensis	28447	species	3302478	1	1	0.0
Burkholderia pseudomallei	28450	species	11222453	5	5	0.0
Salmonella enterica	28901	species	6689149	104	37	0.000270708
Natronococcus occultus	29288	species	4314118	1	1	0.0
Methanococcoides burtonii	29291	species	2575032	1	1	0.0
Cellulosilyticum lentocellum	29360	species	4714237	1	1	0.0
Staphylococcus saprophyticus	29385	species	3903594	1	0	0.0
Moraxella ovis	29433	species	2306095	1	1	0.0
Rhizobium etli	29449	species	6784960	1	1	0.0
